INDIVIDUAL	METRIC	MEAN	SD	SAMPLE_SIZE	EXPERIMENT
999	N_CLONES_LARGE	17.8	1.880649383926509	900	gut
999	PC_CLONES_SMALL	0.9632238061793178	0.0040230419676432734	900	gut
999	P20	0.4171111111111111	0.01237491016369227	900	gut
dash	N_CLONES	150.6	6.620542194365083	900	gut
dash	N_CLONES_SINGLE	75.55	7.67411918484186	900	gut
dash	N_CLONES_SMALL	113.7	7.356343485297856	900	gut
dash	N_CLONES_LARGE	36.9	2.5110283068684702	900	gut
dash	PC_CLONES_SMALL	0.7544497072836439	0.020825818997171525	900	gut
dash	P20	0.6707222222222222	0.013685766143397825	900	gut
1009	N_CLONES	59.7	5.831854449125894	1000	gut
1009	N_CLONES_SINGLE	39.6	5.706874893725249	1000	gut
1009	N_CLONES_SMALL	49.85	5.677981479734724	1000	gut
1009	N_CLONES_LARGE	9.85	1.5312533566021211	1000	gut
1009	PC_CLONES_SMALL	0.834096834035239	0.02627878172185389	1000	gut
1009	P20	0.95935	0.006209288458261114	1000	gut
1015	N_CLONES	130.75	9.250177807679385	1000	gut
1015	N_CLONES_SINGLE	80	10.27003817960412	1000	gut
1015	N_CLONES_SMALL	112.4	9.82692327499465	1000	gut
1015	N_CLONES_LARGE	18.35	1.6311119875071343	1000	gut
1015	PC_CLONES_SMALL	0.8587353218771888	0.018338585078385088	1000	gut
1015	P20	0.8437	0.008253229033153281	1000	gut
1026	N_CLONES	58.75	3.5373942238230733	1000	gut
1026	N_CLONES_SINGLE	26.5	4.0327605798927415	1000	gut
1026	N_CLONES_SMALL	44.15	5.101857246966153	1000	gut
1026	N_CLONES_LARGE	14.6	2.257152374587339	1000	gut
1026	PC_CLONES_SMALL	0.7494141016589704	0.04841920148392144	1000	gut
1026	P20	0.946	0.00698117770188263	1000	gut
1271	N_CLONES	99.4	5.374403271649402	1000	gut
1271	N_CLONES_SINGLE	51.35	6.376560696471843	1000	gut
1271	N_CLONES_SMALL	84.5	5.5772092625160425	1000	gut
1271	N_CLONES_LARGE	14.9	1.2096106376585989	1000	gut
1271	PC_CLONES_SMALL	0.849624747794749	0.015772514930511065	1000	gut
1271	P20	0.8801	0.006512336471328055	1000	gut
1298	N_CLONES	109.85	5.8783724922715415	1000	gut
1298	N_CLONES_SINGLE	61.85	7.9490151657462045	1000	gut
1298	N_CLONES_SMALL	95.2	6.669648455976956	1000	gut
1298	N_CLONES_LARGE	14.65	1.8994459025837258	1000	gut
1298	PC_CLONES_SMALL	0.8660215674322698	0.020303325810113758	1000	gut
1298	P20	0.87405	0.009483919909093783	1000	gut
1301	N_CLONES	131.5	3.677813996040812	1000	gut
1301	N_CLONES_SINGLE	40.1	4.470958922223568	1000	gut
1301	N_CLONES_SMALL	81.15	4.704700896583734	1000	gut
1301	N_CLONES_LARGE	50.35	2.433861994963214	1000	gut
1301	PC_CLONES_SMALL	0.6167516777676185	0.022850493253496505	1000	gut
1301	P20	0.6212	0.011362912895630435	1000	gut
1305	N_CLONES	66.1	3.7822299186980604	1000	gut
1305	N_CLONES_SINGLE	35.4	4.967261238401531	1000	gut
1305	N_CLONES_SMALL	54.2	3.8743420494052243	1000	gut
1305	N_CLONES_LARGE	11.9	1.2523661815266247	1000	gut
1305	PC_CLONES_SMALL	0.8195362340472864	0.02055635577470921	1000	gut
1305	P20	0.9426000000000001	0.004465069104197953	1000	gut
1403	N_CLONES	395.65	10.189132497550101	1000	gut
1403	N_CLONES_SINGLE	201.6	12.411369999446391	1000	gut
1403	N_CLONES_SMALL	341.6	11.315569153301919	1000	gut
1403	N_CLONES_LARGE	54.05	2.704285098641939	1000	gut
1403	PC_CLONES_SMALL	0.8632521773646049	0.008659354520074231	1000	gut
1403	P20	0.2291	0.008149265385038667	1000	gut
1409	N_CLONES	389.7	8.873971400734433	1000	gut
1409	N_CLONES_SINGLE	216.5	10.00789162295646	1000	gut
1409	N_CLONES_SMALL	349.7	9.968899004826012	1000	gut
1409	N_CLONES_LARGE	40	3.1455900626281967	1000	gut
1409	PC_CLONES_SMALL	0.8972707954738997	0.008891012319919758	1000	gut
1409	P20	0.33365	0.010291923251294008	1000	gut
1412	N_CLONES	740.95	13.484786749675003	1000	gut
1412	N_CLONES_SINGLE	628.95	17.842807779990352	1000	gut
1412	N_CLONES_SMALL	730.85	14.079754034932945	1000	gut
1412	N_CLONES_LARGE	10.1	1.9166857359844665	1000	gut
1412	PC_CLONES_SMALL	0.9863538127469352	0.002678950867398007	1000	gut
1412	P20	0.17195	0.01242440298258569	1000	gut
1414	N_CLONES	307.15	9.022049014556096	1000	gut
1414	N_CLONES_SINGLE	180.05	11.785249478189161	1000	gut
1414	N_CLONES_SMALL	257.55	9.46725659145357	1000	gut
1414	N_CLONES_LARGE	49.6	3.1187041843486347	1000	gut
1414	PC_CLONES_SMALL	0.8383863794900421	0.011361362182753175	1000	gut
1414	P20	0.4271	0.011257278347339285	1000	gut
402	N_CLONES	48.75	3.2747036828583918	1000	gut
402	N_CLONES_SINGLE	16.1	3.9855000346651344	1000	gut
402	N_CLONES_SMALL	26.2	3.750087718272313	1000	gut
402	N_CLONES_LARGE	22.55	1.6050905860647506	1000	gut
402	PC_CLONES_SMALL	0.5351708078399596	0.049603220192636535	1000	gut
402	P20	0.94135	0.0066115926897183175	1000	gut
938	N_CLONES	142.2	5.094889079935117	1000	gut
938	N_CLONES_SINGLE	83.05	6.00416522091123	1000	gut
938	N_CLONES_SMALL	118.5	6.039344683864824	1000	gut
938	N_CLONES_LARGE	23.7	1.8381913307436342	1000	gut
938	PC_CLONES_SMALL	0.8329722163556608	0.01585809933901834	1000	gut
938	P20	0.80545	0.007133870286398397	1000	gut
940	N_CLONES	60.55	2.8372521918222215	1000	gut
940	N_CLONES_SINGLE	25.55	3.3478194002726767	1000	gut
940	N_CLONES_SMALL	43.6	3.74727971509439	1000	gut
940	N_CLONES_LARGE	16.95	1.7312909694943341	1000	gut
940	PC_CLONES_SMALL	0.719100364383647	0.03498955291075111	1000	gut
940	P20	0.93645	0.0037201443095948106	1000	gut
999	N_CLONES	530.85	11.375296410250268	1000	gut
999	N_CLONES_SINGLE	460.8	13.508671678826005	1000	gut
999	N_CLONES_SMALL	511.2	11.067258491890202	1000	gut
999	N_CLONES_LARGE	19.65	1.6944180805158293	1000	gut
999	PC_CLONES_SMALL	0.9629840256532536	0.0030781470597227084	1000	gut
999	P20	0.41655	0.013319850639276386	1000	gut
dash	N_CLONES	160.05	6.021671388891084	1000	gut
dash	N_CLONES_SINGLE	79	6.043700504614179	1000	gut
dash	N_CLONES_SMALL	120.3	6.37511609801405	1000	gut
dash	N_CLONES_LARGE	39.75	2.6729640555206244	1000	gut
dash	PC_CLONES_SMALL	0.7513663758366078	0.018256647252369217	1000	gut
dash	P20	0.6694	0.013647440477208434	1000	gut
1009	N_CLONES	66.7	5.468570485775486	1100	gut
1009	N_CLONES_SINGLE	44.65	5.833433583098469	1100	gut
1009	N_CLONES_SMALL	56.6	5.576265492433557	1100	gut
1009	N_CLONES_LARGE	10.1	0.9679060415469871	1100	gut
1009	PC_CLONES_SMALL	0.8475790063799616	0.019455210120968142	1100	gut
1009	P20	0.9553181818181818	0.005751675815329416	1100	gut
1015	N_CLONES	138.1	5.457009013041948	1100	gut
1015	N_CLONES_SINGLE	84.3	6.6022324772920955	1100	gut
1015	N_CLONES_SMALL	119.25	6.111895218170444	1100	gut
1015	N_CLONES_LARGE	18.85	2.277463963548745	1100	gut
1015	PC_CLONES_SMALL	0.8632436462602755	0.01783229253890032	1100	gut
1015	P20	0.8461363636363637	0.008092951733984029	1100	gut
1026	N_CLONES	60.25	3.8780760286784637	1100	gut
1026	N_CLONES_SINGLE	25.35	3.9904491239115325	1100	gut
1026	N_CLONES_SMALL	43.95	4.084308870221304	1100	gut
1026	N_CLONES_LARGE	16.3	1.6575187543592476	1100	gut
1026	PC_CLONES_SMALL	0.7284837797115917	0.031923584052084855	1100	gut
1026	P20	0.9453636363636364	0.005225660246406597	1100	gut
1271	N_CLONES	104.7	3.213458540182786	1100	gut
1271	N_CLONES_SINGLE	52.6	3.9256243217849405	1100	gut
1271	N_CLONES_SMALL	87.4	3.912194161579246	1100	gut
1271	N_CLONES_LARGE	17.3	1.688973528196155	1100	gut
1271	PC_CLONES_SMALL	0.834519159377977	0.018136242668054983	1100	gut
1271	P20	0.8776363636363637	0.006544922891752233	1100	gut
1298	N_CLONES	115.3	5.84987629198934	1100	gut
1298	N_CLONES_SINGLE	64.55	7.73559782332371	1100	gut
1298	N_CLONES_SMALL	99.6	6.003507746572656	1100	gut
1298	N_CLONES_LARGE	15.7	1.8381913307436342	1100	gut
1298	PC_CLONES_SMALL	0.8635421263592726	0.017018135157335	1100	gut
1298	P20	0.8755454545454545	0.007355391450091555	1100	gut
1301	N_CLONES	132.95	2.394621165511528	1100	gut
1301	N_CLONES_SINGLE	37.65	3.9772378672429913	1100	gut
1301	N_CLONES_SMALL	78.8	3.221637373824225	1100	gut
1301	N_CLONES_LARGE	54.15	1.8715318802914815	1100	gut
1301	PC_CLONES_SMALL	0.592546586671208	0.016653147687980648	1100	gut
1301	P20	0.6227272727272727	0.007355982790804831	1100	gut
1305	N_CLONES	69.4	4.535242116208525	1100	gut
1305	N_CLONES_SINGLE	36.45	4.084308870221304	1100	gut
1305	N_CLONES_SMALL	56.4	5.009464726106499	1100	gut
1305	N_CLONES_LARGE	13	1.5894388284780525	1100	gut
1305	PC_CLONES_SMALL	0.8117141614005141	0.027330534117408073	1100	gut
1305	P20	0.9408636363636363	0.005835761420137247	1100	gut
1403	N_CLONES	416.9	8.403633299447266	1100	gut
1403	N_CLONES_SINGLE	204.6	10.77228412469509	1100	gut
1403	N_CLONES_SMALL	355.2	9.870743586344872	1100	gut
1403	N_CLONES_LARGE	61.7	3.404331606088121	1100	gut
1403	PC_CLONES_SMALL	0.8519052089637533	0.0093981993450967909	1100	gut
1403	P20	0.22372727272727272	0.008226354068566342	1100	gut
1409	N_CLONES	411.5	7.207452283647297	1100	gut
1409	N_CLONES_SINGLE	223.45	8.678315383456448	1100	gut
1409	N_CLONES_SMALL	365.25	9.198827156362466	1100	gut
1409	N_CLONES_LARGE	46.25	3.56702736329935	1100	gut
1409	PC_CLONES_SMALL	0.8875167604192707	0.00966391414024025	1100	gut
1409	P20	0.3306818181818182	0.00857824818292041	1100	gut
1412	N_CLONES	804.15	11.988042287827351	1100	gut
1412	N_CLONES_SINGLE	674.3	16.476777917005368	1100	gut
1412	N_CLONES_SMALL	793	12.24744871391589	1100	gut
1412	N_CLONES_LARGE	11.15	1.954078056944394	1100	gut
1412	PC_CLONES_SMALL	0.986129776464887	0.0024362925742845596	1100	gut
1412	P20	0.16795454545454547	0.006814991279018732	1100	gut
1414	N_CLONES	325.05	7.207269721753534	1100	gut
1414	N_CLONES_SINGLE	190.35	6.555632371440125	1100	gut
1414	N_CLONES_SMALL	269	7.319764160710443	1100	gut
1414	N_CLONES_LARGE	56.05	3.486439897358728	1100	gut
1414	PC_CLONES_SMALL	0.8275334652473489	0.01055111247128251	1100	gut
1414	P20	0.4234545454545455	0.011249087730640199	1100	gut
402	N_CLONES	51.35	3.1501879643167827	1100	gut
402	N_CLONES_SINGLE	18.1	3.447348332605191	1100	gut
402	N_CLONES_SMALL	27.75	3.3225703430041214	1100	gut
402	N_CLONES_LARGE	23.6	0.99472291830968	1100	gut
402	PC_CLONES_SMALL	0.538700942185485	0.0351568191728364	1100	gut
402	P20	0.9400454545454545	0.005498032389554462	1100	gut
938	N_CLONES	150	6.155870112510924	1100	gut
938	N_CLONES_SINGLE	87.65	6.2008063991709985	1100	gut
938	N_CLONES_SMALL	125.35	6.922693421676733	1100	gut
938	N_CLONES_LARGE	24.65	2.641271623569542	1100	gut
938	PC_CLONES_SMALL	0.8353466800398428	0.01951302869054381	1100	gut
938	P20	0.8052727272727273	0.013009850050907863	1100	gut
940	N_CLONES	63.2	2.8395700193404	1100	gut
940	N_CLONES_SINGLE	27	3.4027852368936027	1100	gut
940	N_CLONES_SMALL	44.95	3.4101242453055947	1100	gut
940	N_CLONES_LARGE	18.25	1.6819474927657678	1100	gut
940	PC_CLONES_SMALL	0.7105781695253418	0.031177889859353734	1100	gut
940	P20	0.9371363636363637	0.004902485366262721	1100	gut
999	N_CLONES	575.8	13.904183391680133	1100	gut
999	N_CLONES_SINGLE	500.7	14.364063345358572	1100	gut
999	N_CLONES_SMALL	553.7	14.190805028905903	1100	gut
999	N_CLONES_LARGE	22.1	1.5183093090324964	1100	gut
999	PC_CLONES_SMALL	0.9615886754066305	0.002921181161104917	1100	gut
999	P20	0.4174090909090909	0.016807574567837397	1100	gut
dash	N_CLONES	167.85	4.826189517948698	1100	gut
dash	N_CLONES_SINGLE	82.8	7.26636084983398	1100	gut
dash	N_CLONES_SMALL	125	6.529286250990105	1100	gut
dash	N_CLONES_LARGE	42.85	2.4978938496682614	1100	gut
dash	PC_CLONES_SMALL	0.7442879498342219	0.020006686893280445	1100	gut
dash	P20	0.665409090909091	0.012942389159138487	1100	gut
1009	N_CLONES	69.3	7.469939758793239	1200	gut
1009	N_CLONES_SINGLE	46.6	6.738733287183095	1200	gut
1009	N_CLONES_SMALL	58.5	7.556802442693255	1200	gut
1009	N_CLONES_LARGE	10.8	1.105012502906165	1200	gut
1009	PC_CLONES_SMALL	0.8425701237491765	0.022156457441058573	1200	gut
1009	P20	0.9565	0.007312970132835415	1200	gut
1015	N_CLONES	144.6	6.361065782927955	1200	gut
1015	N_CLONES_SINGLE	86.35	6.310183915911768	1200	gut
1015	N_CLONES_SMALL	123.7	6.657801122703628	1200	gut
1015	N_CLONES_LARGE	20.9	2.4899799195977463	1200	gut
1015	PC_CLONES_SMALL	0.8552478670441962	0.017633295197921454	1200	gut
1015	P20	0.8425	0.010418859418331119	1200	gut
1026	N_CLONES	62.6	3.4853075073876383	1200	gut
1026	N_CLONES_SINGLE	26.45	3.2682684937698157	1200	gut
1026	N_CLONES_SMALL	44.85	3.9105121484478085	1200	gut
1026	N_CLONES_LARGE	17.75	1.4095538674570611	1200	gut
1026	PC_CLONES_SMALL	0.7154696976810808	0.028833029658618045	1200	gut
1026	P20	0.94575	0.0057219951127360745	1200	gut
1271	N_CLONES	106.9	5.066920584588465	1200	gut
1271	N_CLONES_SINGLE	52.25	5.38882860037416	1200	gut
1271	N_CLONES_SMALL	87.6	5.834561274265435	1200	gut
1271	N_CLONES_LARGE	19.3	1.7800059136507325	1200	gut
1271	PC_CLONES_SMALL	0.818852347904911	0.02093537385604832	1200	gut
1271	P20	0.8804166666666666	0.007160952434284275	1200	gut
1298	N_CLONES	116.65	6.0199230629809986	1200	gut
1298	N_CLONES_SINGLE	62.65	6.22621791087368	1200	gut
1298	N_CLONES_SMALL	99	6.585470450365075	1200	gut
1298	N_CLONES_LARGE	17.65	1.5985190514644287	1200	gut
1298	PC_CLONES_SMALL	0.8481206874163085	0.01769080095742893	1200	gut
1298	P20	0.8785	0.0075345209434942466	1200	gut
1301	N_CLONES	137.2	3.221637373824225	1200	gut
1301	N_CLONES_SINGLE	37.95	3.7059695797882353	1200	gut
1301	N_CLONES_SMALL	79.4	3.965641913924363	1200	gut
1301	N_CLONES_LARGE	57.8	2.284962282309918	1200	gut
1301	PC_CLONES_SMALL	0.5784962664462644	0.019146446787553426	1200	gut
1301	P20	0.6196666666666667	0.006255991280411513	1200	gut
1305	N_CLONES	73.35	3.688888008172938	1200	gut
1305	N_CLONES_SINGLE	38.8	5.376361516666707	1200	gut
1305	N_CLONES_SMALL	59.85	4.081730799034825	1200	gut
1305	N_CLONES_LARGE	13.5	1.3954814298487213	1200	gut
1305	PC_CLONES_SMALL	0.8154043750880682	0.022319332332976272	1200	gut
1305	P20	0.9404166666666667	0.005390456153597731	1200	gut
1403	N_CLONES	437.6	8.375402582625663	1200	gut
1403	N_CLONES_SINGLE	215.7	9.91065349165124	1200	gut
1403	N_CLONES_SMALL	368.95	9.298981268481992	1200	gut
1403	N_CLONES_LARGE	68.65	3.1501879643167827	1200	gut
1403	PC_CLONES_SMALL	0.8430510617400037	0.008118203482752748	1200	gut
1403	P20	0.222875	0.006120590070166237	1200	gut
1409	N_CLONES	432.1	7.91999468367711	1200	gut
1409	N_CLONES_SINGLE	230	10.701696864959018	1200	gut
1409	N_CLONES_SMALL	379.7	9.492933660027559	1200	gut
1409	N_CLONES_LARGE	52.4	2.927186542164947	1200	gut
1409	PC_CLONES_SMALL	0.8786453627357345	0.007940350790114282	1200	gut
1409	P20	0.33058333333333334	0.00704569463328472	1200	gut
1412	N_CLONES	865.3	13.471607570231393	1200	gut
1412	N_CLONES_SINGLE	721.85	18.810061697204283	1200	gut
1412	N_CLONES_SMALL	852.35	13.592858031837315	1200	gut
1412	N_CLONES_LARGE	12.95	1.9049796241485242	1200	gut
1412	PC_CLONES_SMALL	0.9850309388962604	0.002222474504578006	1200	gut
1412	P20	0.167875	0.008439997193813453	1200	gut
1414	N_CLONES	338.2	9.2315249353278	1200	gut
1414	N_CLONES_SINGLE	195.95	8.958823935974491	1200	gut
1414	N_CLONES_SMALL	277.45	10.918236796151753	1200	gut
1414	N_CLONES_LARGE	60.75	3.6544853478834383	1200	gut
1414	PC_CLONES_SMALL	0.8201516546905244	0.013518342361463865	1200	gut
1414	P20	0.4271666666666667	0.009983172977067876	1200	gut
402	N_CLONES	52.1	3.1439164311914825	1200	gut
402	N_CLONES_SINGLE	17.9	3.160612865285865	1200	gut
402	N_CLONES_SMALL	27.8	4.073017761342384	1200	gut
402	N_CLONES_LARGE	24.3	1.4545753585442764	1200	gut
402	PC_CLONES_SMALL	0.531109710873849	0.0501906308483995	1200	gut
402	P20	0.9408333333333333	0.003010702158198344	1200	gut
938	N_CLONES	156.25	8.943536331075263	1200	gut
938	N_CLONES_SINGLE	92.2	9.389804100865554	1200	gut
938	N_CLONES_SMALL	127.8	9.741933235138431	1200	gut
938	N_CLONES_LARGE	28.45	1.9861361590045288	1200	gut
938	PC_CLONES_SMALL	0.8171640436330109	0.01842802548983957	1200	gut
938	P20	0.8060416666666667	0.008393968002703454	1200	gut
940	N_CLONES	66.65	3.360372786337536	1200	gut
940	N_CLONES_SINGLE	29.05	3.7902228791568726	1200	gut
940	N_CLONES_SMALL	46.7	3.908156113888788	1200	gut
940	N_CLONES_LARGE	19.95	1.3562719801759993	1200	gut
940	PC_CLONES_SMALL	0.6997118279754908	0.028159627410401702	1200	gut
940	P20	0.9356666666666666	0.004512814761988736	1200	gut
999	N_CLONES	621.7	12.941569090582323	1200	gut
999	N_CLONES_SINGLE	540.6	14.065261424778724	1200	gut
999	N_CLONES_SMALL	598.4	14.716263827909296	1200	gut
999	N_CLONES_LARGE	23.3	2.657660229362821	1200	gut
999	PC_CLONES_SMALL	0.9624553792865336	0.0047595547120805	1200	gut
999	P20	0.41508333333333336	0.009279213391747747	1200	gut
dash	N_CLONES	173.45	7.423114681786034	1200	gut
dash	N_CLONES_SINGLE	83.9	5.42799759531421	1200	gut
dash	N_CLONES_SMALL	128.75	7.683714836211097	1200	gut
dash	N_CLONES_LARGE	44.7	2.792848008753788	1200	gut
dash	PC_CLONES_SMALL	0.7419080973832102	0.018493889317749063	1200	gut
dash	P20	0.6657500000000001	0.013195283137395097	1200	gut
1009	N_CLONES	75.05	6.565259444907518	1300	gut
1009	N_CLONES_SINGLE	49.6	7.162769238073689	1300	gut
1009	N_CLONES_SMALL	64.4	6.754335839413002	1300	gut
1009	N_CLONES_LARGE	10.65	0.812727700887249	1300	gut
1009	PC_CLONES_SMALL	0.8567887099696742	0.01946208567293096	1300	gut
1009	P20	0.9534230769230769	0.0056717815717326646	1300	gut
1015	N_CLONES	153.85	5.788145780726965	1300	gut
1015	N_CLONES_SINGLE	93.1	6.965327664488169	1300	gut
1015	N_CLONES_SMALL	132.95	5.960174847311639	1300	gut
1015	N_CLONES_LARGE	20.9	1.6827296120792612	1300	gut
1015	PC_CLONES_SMALL	0.8639932708095431	0.01166174208896975	1300	gut
1015	P20	0.8438846153846153	0.009877716996104046	1300	gut
1026	N_CLONES	65.15	3.1668513334889994	1300	gut
1026	N_CLONES_SINGLE	27.15	3.5581633346137265	1300	gut
1026	N_CLONES_SMALL	46.6	3.393492223902128	1300	gut
1026	N_CLONES_LARGE	18.55	2.0124611797498106	1300	gut
1026	PC_CLONES_SMALL	0.7149280564890601	0.031247791188086876	1300	gut
1026	P20	0.9445769230769231	0.004950549611029195	1300	gut
1271	N_CLONES	113.15	3.2488864489074927	1300	gut
1271	N_CLONES_SINGLE	55.4	4.8384425506343955	1300	gut
1271	N_CLONES_SMALL	92.15	3.216323497738569	1300	gut
1271	N_CLONES_LARGE	21	2.449489742783178	1300	gut
1271	PC_CLONES_SMALL	0.8144942308140293	0.020071817648441327	1300	gut
1271	P20	0.8775000000000001	0.005027950528307165	1300	gut
1298	N_CLONES	124.45	6.939399336966762	1300	gut
1298	N_CLONES_SINGLE	66.5	7.06734521733958	1300	gut
1298	N_CLONES_SMALL	106.5	6.378417556597858	1300	gut
1298	N_CLONES_LARGE	17.95	1.9049796241485242	1300	gut
1298	PC_CLONES_SMALL	0.8556822317741697	0.013924687313048939	1300	gut
1298	P20	0.8763846153846154	0.007408110397221942	1300	gut
1301	N_CLONES	139.25	2.881428739175649	1300	gut
1301	N_CLONES_SINGLE	38.2	4.629425336623156	1300	gut
1301	N_CLONES_SMALL	78.55	2.6847522673129647	1300	gut
1301	N_CLONES_LARGE	60.7	1.9761738683361687	1300	gut
1301	PC_CLONES_SMALL	0.5640378260403649	0.012975785975074702	1300	gut
1301	P20	0.619	0.00611373567767435	1300	gut
1305	N_CLONES	75.75	4.076569765456195	1300	gut
1305	N_CLONES_SINGLE	39.55	3.5611204623500763	1300	gut
1305	N_CLONES_SMALL	60.9	4.204008112566663	1300	gut
1305	N_CLONES_LARGE	14.85	1.1821033884786185	1300	gut
1305	PC_CLONES_SMALL	0.8034650085279532	0.01855011081890452	1300	gut
1305	P20	0.940923076923077	0.00526826286213521	1300	gut
1403	N_CLONES	448.7	9.313826733467433	1300	gut
1403	N_CLONES_SINGLE	213.1	12.569386368642286	1300	gut
1403	N_CLONES_SMALL	371.8	10.650426233131162	1300	gut
1403	N_CLONES_LARGE	76.9	4.517801048717116	1300	gut
1403	PC_CLONES_SMALL	0.8285296866607128	0.010924855237170131	1300	gut
1403	P20	0.2235	0.006505513556472501	1300	gut
1409	N_CLONES	451.5	7.5288917196567375	1300	gut
1409	N_CLONES_SINGLE	235.3	10.911606567996156	1300	gut
1409	N_CLONES_SMALL	391.9	7.077763548049996	1300	gut
1409	N_CLONES_LARGE	59.6	2.9806392814823783	1300	gut
1409	PC_CLONES_SMALL	0.8679966752075227	0.006160902040806934	1300	gut
1409	P20	0.32896153846153847	0.0066466402206197895	1300	gut
1412	N_CLONES	919.6	11.075815284236475	1300	gut
1412	N_CLONES_SINGLE	756.6	17.005881335585052	1300	gut
1412	N_CLONES_SMALL	904.15	12.550005242188043	1300	gut
1412	N_CLONES_LARGE	15.45	2.3050288273114594	1300	gut
1412	PC_CLONES_SMALL	0.9831804367862083	0.0026348755852223416	1300	gut
1412	P20	0.1688076923076923	0.00824521038170373	1300	gut
1414	N_CLONES	353.9	10.602383048908838	1300	gut
1414	N_CLONES_SINGLE	205.15	10.873797574178514	1300	gut
1414	N_CLONES_SMALL	288.45	11.69559071211297	1300	gut
1414	N_CLONES_LARGE	65.45	3.5611204623500763	1300	gut
1414	PC_CLONES_SMALL	0.8148590952572362	0.012298500101428562	1300	gut
1414	P20	0.4250769230769231	0.012083999577132177	1300	gut
402	N_CLONES	54.6	2.835860585987593	1300	gut
402	N_CLONES_SINGLE	19.55	2.8923674513595627	1300	gut
402	N_CLONES_SMALL	29.85	2.9607075967890193	1300	gut
402	N_CLONES_LARGE	24.75	1.0699237552766379	1300	gut
402	PC_CLONES_SMALL	0.545610717821259	0.0294955065404734	1300	gut
402	P20	0.9405384615384615	0.004078794162341103	1300	gut
938	N_CLONES	163.7	10.172718934793972	1300	gut
938	N_CLONES_SINGLE	95.1	10.16133020716025	1300	gut
938	N_CLONES_SMALL	133.15	11.356774004508221	1300	gut
938	N_CLONES_LARGE	30.55	2.4809802816416613	1300	gut
938	PC_CLONES_SMALL	0.8123013719365881	0.022826673313644758	1300	gut
938	P20	0.8046923076923077	0.009480100944657552	1300	gut
940	N_CLONES	69.45	3.8726435959241887	1300	gut
940	N_CLONES_SINGLE	30.5	4.795831523312719	1300	gut
940	N_CLONES_SMALL	48.35	3.9904491239115325	1300	gut
940	N_CLONES_LARGE	21.1	1.2937094768634556	1300	gut
940	PC_CLONES_SMALL	0.6953406788752775	0.024675219047570928	1300	gut
940	P20	0.9341923076923077	0.004209368028161931	1300	gut
999	N_CLONES	671.45	16.78807534186723	1300	gut
999	N_CLONES_SINGLE	583.2	18.36357951575833	1300	gut
999	N_CLONES_SMALL	646.7	17.180466264121925	1300	gut
999	N_CLONES_LARGE	24.75	2.3141441523584345	1300	gut
999	PC_CLONES_SMALL	0.9631076141699391	0.0037479685717754533	1300	gut
999	P20	0.41234615384615386	0.013558585981399786	1300	gut
dash	N_CLONES	182.85	7.8958683399677625	1300	gut
dash	N_CLONES_SINGLE	89.55	9.349781871927899	1300	gut
dash	N_CLONES_SMALL	135.65	9.13221596443342	1300	gut
dash	N_CLONES_LARGE	47.2	3.764096312879305	1300	gut
dash	PC_CLONES_SMALL	0.7413080806218476	0.02425796555503595	1300	gut
dash	P20	0.6599615384615385	0.011044698403094673	1300	gut
1009	N_CLONES	79	5.457973404498278	1400	gut
1009	N_CLONES_SINGLE	51.7	5.181952487137195	1400	gut
1009	N_CLONES_SMALL	67.6	5.235506309402126	1400	gut
1009	N_CLONES_LARGE	11.4	1.465390194130093	1400	gut
1009	PC_CLONES_SMALL	0.8553837672873851	0.018015018789574636	1400	gut
1009	P20	0.9526428571428571	0.0047329319103821535	1400	gut
1015	N_CLONES	160	6.2492104764479945	1400	gut
1015	N_CLONES_SINGLE	95.95	6.039126810357517	1400	gut
1015	N_CLONES_SMALL	136.85	7.242237223399963	1400	gut
1015	N_CLONES_LARGE	23.15	2.4767338424456895	1400	gut
1015	PC_CLONES_SMALL	0.8549578027593833	0.017803951566376177	1400	gut
1015	P20	0.8433928571428572	0.006260865957270499	1400	gut
1026	N_CLONES	67.5	3.5909242322980393	1400	gut
1026	N_CLONES_SINGLE	28.75	4.470664615609536	1400	gut
1026	N_CLONES_SMALL	47.65	3.5876249290552864	1400	gut
1026	N_CLONES_LARGE	19.85	1.1367080817685316	1400	gut
1026	PC_CLONES_SMALL	0.7052666270535972	0.02098390808869143	1400	gut
1026	P20	0.94375	0.004697480870702129	1400	gut
1271	N_CLONES	116.6	5.215361924162119	1400	gut
1271	N_CLONES_SINGLE	55.45	4.285532577601553	1400	gut
1271	N_CLONES_SMALL	93.65	5.967235099846671	1400	gut
1271	N_CLONES_LARGE	22.95	1.7910596686995397	1400	gut
1271	PC_CLONES_SMALL	0.8026078572831373	0.020116540960390773	1400	gut
1271	P20	0.8774285714285714	0.0061680720474030564	1400	gut
1298	N_CLONES	129.7	6.538147170342117	1400	gut
1298	N_CLONES_SINGLE	68.15	6.2008063991709985	1400	gut
1298	N_CLONES_SMALL	110.15	6.753361735968399	1400	gut
1298	N_CLONES_LARGE	19.55	1.8771478925557026	1400	gut
1298	PC_CLONES_SMALL	0.8489129269094963	0.016584770885110775	1400	gut
1298	P20	0.8748571428571429	0.007290209434459449	1400	gut
1301	N_CLONES	143.15	2.084403234046921	1400	gut
1301	N_CLONES_SINGLE	39.15	3.8013155617496426	1400	gut
1301	N_CLONES_SMALL	77.65	3.1334359818945687	1400	gut
1301	N_CLONES_LARGE	65.5	2.039091645032686	1400	gut
