GROUP	INDIVIDUAL	Q	N_GROUP	D_SD	D	D_UPPER	D_LOWER	E	E_LOWER	E_UPPER	DIVTYPE
ABX_16	1271	2.7	1	0.0796109746880254	1.9310947362273398	2.0871293793899994	1.7750600930646803	0.03286214633620087	0.03020684767014695	0.03551744500225479	solo
ABX_16	1271	2.75	1	0.07829925161901972	1.9180527658672617	2.0715164790569798	1.7645890526775436	0.032640206350323955	0.030028658141151285	0.03525175455949662	solo
ABX_16	1271	2.8000000000000003	1	0.07706634829551703	1.9057780241134703	2.0568252911927036	1.7547307570342372	0.03243132257461639	0.029860895913862127	0.03500174923537066	solo
ABX_16	1271	2.85	1	0.07590568646582686	1.8942069529900412	2.042979364684851	1.7454345412952312	0.03223441341972553	0.029702698806150608	0.03476612803330045	solo
ABX_16	1271	2.9000000000000004	1	0.07481137248711871	1.8832826030160414	2.0299101987248047	1.7366550073072782	0.03204850975547817	0.029553294261017098	0.03454372524993924	solo
ABX_16	1271	2.95	1	0.07377811346124043	1.8729538218184205	2.0175562670497613	1.7283513765870795	0.03187274110320897	0.02941198833607732	0.034333493870340626	solo
ABX_16	1271	3	1	0.07280114502351169	1.86317455602776	2.00586217830712	1.7204869337483997	0.03170632375586478	0.029278156232157713	0.03413449127957185	solo
ABX_16	1271	3.0500000000000003	1	0.07187616899500682	1.853903248926887	1.9947779515038149	1.713028546349959	0.03154855052757046	0.029151234122371184	0.03394586693276974	solo
ABX_16	1271	3.1	1	0.07099929940678999	1.8451023192741711	1.9842583890390555	1.7059462495092867	0.031398781884574116	0.029030712083338923	0.03376685168580931	solo
ABX_16	1271	3.1500000000000004	1	0.07016701564951329	1.8367377091416666	1.9742625327173708	1.6992128855659623	0.031256438250643115	0.028916127963207812	0.03359674853807841	solo
ABX_16	1271	3.2	1	0.06937612170368973	1.8287784905954905	1.9647531905217899	1.692803790669191	0.031120993313800072	0.02880706204819643	0.03343492457940371	solo
ABX_16	1271	3.25	1	0.06862371057280572	1.8211965226836626	1.9556965238918624	1.6866965214754628	0.0309919681891593	0.028703132411709017	0.03328080396660959	solo
ABX_16	1271	3.3000000000000003	1	0.06790713317967768	1.8139661515504515	1.9470616868759847	1.6808706162249183	0.03086892631566281	0.02860399084848449	0.033133861782841126	solo
ABX_16	1271	3.35	1	0.06722397110131059	1.8070639476185493	1.9388205098748794	1.6753073853622191	0.030751468983613115	0.028509319311515124	0.032993618655711106	solo
ABX_16	1271	3.4000000000000004	1	0.06657201261315661	1.800468474713371	1.9309472218135042	1.6699897276132378	0.0306392314057769	0.028418826782156233	0.03285963602939757	solo
ABX_16	1271	3.45	1	0.06594923159355073	1.7941600867815282	1.9234182055129787	1.6649019680500776	0.03053187925806884	0.028332246514419283	0.032731512001718394	solo
ABX_16	1271	3.5	1	0.06535376890595561	1.7881207485056454	1.916211781815272	1.6600297151960188	0.03042910562688821	0.028249333603274463	0.03260887765050196	solo
ABX_16	1271	3.5500000000000003	1	0.0647839159327666	1.7823338766625931	1.9093080186682863	1.6553597346569	0.03033062830945388	0.02816986283418959	0.03249139378471817	solo
ABX_16	1271	3.6	1	0.06423809998163169	1.7767841995301057	1.902688561929387	1.6508798371308244	0.030236187421275207	0.028093626777350302	0.032378748065200115	solo
ABX_16	1271	3.6500000000000004	1	0.06371487132506143	1.771457632032523	1.8963364851092472	1.6465787789557988	0.030145543271461416	0.028020434095242776	0.032270652447680064	solo
ABX_16	1271	3.7	1	0.06321289166776169	1.7663411646422493	1.8902361556696943	1.6424461736148044	0.030058474472117035	0.02795010803670313	0.032166840907530934	solo
ABX_16	1271	3.75	1	0.0627309238646438	1.7614227643293923	1.8843731158210182	1.6384724128377663	0.029974776252765616	0.02788248509428074	0.03206706741125049	solo
ABX_16	1271	3.8000000000000003	1	0.06226782273669779	1.756691286086224	1.8787339760458759	1.6346485961265722	0.029894258954729108	0.02781741380493967	0.031971104104518554	solo
ABX_16	1271	3.85	1	0.06182252685253629	1.752136393752315	1.8733063198165463	1.6309664676880835	0.029816746683780152	0.027754753676824617	0.03187873969073568	solo
ABX_16	1271	3.9000000000000004	1	0.061394051161013596	1.747748489036076	1.868078618176672	1.62741835989548	0.029742076102275663	0.027694374227121937	0.03178977797742939	solo
ABX_16	1271	3.95	1	0.06098148037537517	1.7435186477736384	1.8630401530333098	1.623997142513967	0.029670095344450864	0.027636154118014872	0.03170403657088686	solo
ABX_16	1271	4	1	0.06058396302228498	1.7394385625903748	1.8581809481547598	1.6206961770259898	0.029600663040669373	0.027579980379419024	0.031621345701919726	solo
ABX_16	dash	0	1	3.17971371189999	63.574	69.80612435647214	57.34187564352785	1	0.9019705483928626	1.0980294516071372	solo
ABX_16	dash	0.05	1	2.973492685045618	60.74472348311379	66.5726620540965	54.91678491213108	0.9554963268492432	0.8638245967239921	1.0471680569744943	solo
ABX_16	dash	0.1	1	2.7803110249486953	58.03301562520294	63.48232509992203	52.583706150483856	0.9128419735301058	0.8271259658112413	0.9985579812489702	solo
ABX_16	dash	0.15000000000000002	1	2.600515334692765	55.43971847030908	60.53663486755102	50.34280207306714	0.8720501851434405	0.7918772151047149	0.952223155182166	solo
ABX_16	dash	0.2	1	2.4342862201721496	52.96495016682749	57.73606348642704	48.19383684722794	0.8331228201281576	0.7580746350273373	0.908171005228978	solo
ABX_16	dash	0.25	1	2.2816329067932966	50.60811760975851	55.080035933014805	46.13619928650221	0.7960505491200571	0.7257086117988834	0.8663924864412308	solo
ABX_16	dash	0.30000000000000004	1	2.142393233647794	48.36794477424611	52.56695835291809	44.16893119557413	0.7608133006299134	0.694764073293707	0.8268625279661197	solo
ABX_16	dash	0.35000000000000003	1	2.0162395144860956	46.24251550999477	50.19427234259404	42.290758677395495	0.7273809341868495	0.6652209814923632	0.7895408868813358	solo
ABX_16	dash	0.4	1	1.9026904591615759	44.229328884029236	47.9585336577139	40.50012411034457	0.6957141108633913	0.6370548354727494	0.7543733862540332	solo
ABX_16	dash	0.45	1	1.8011289435840547	42.32536461890332	45.85551247984074	38.7952167579659	0.6657653225989134	0.6102371528921556	0.7212934923056712	solo
ABX_16	dash	0.5	1	1.7108249188558657	40.52715581560932	43.88031104042047	37.174000590798165	0.6374800361092479	0.5847359076162923	0.6902241646022034	solo
ABX_16	dash	0.55	1	1.6309622217674407	38.830865995025356	42.027493209834965	35.634238780215746	0.610797904725601	0.5605159150000903	0.6610798944511116	solo
ABX_16	dash	0.6000000000000001	1	1.5606675890610682	37.23236753650874	40.29121980290739	34.17351527011009	0.5856540022101605	0.5375391712037954	0.6337688332165256	solo
ABX_16	dash	0.65	1	1.499039900342013	35.72731881483491	38.665383030893764	32.789254598776054	0.5619800360970666	0.5157651649853093	0.6081949072088239	solo
ABX_16	dash	0.7000000000000001	1	1.4451776651390327	34.3112376994409	37.143733874375094	31.478741524506713	0.5397055038135229	0.49515118640492517	0.5842598212221206	solo
ABX_16	dash	0.75	1	1.3982030491426012	32.97956953637889	35.719997155772475	30.239141916985304	0.5187587620155865	0.47565265544067237	0.5618648685905004	solo
ABX_16	dash	0.8	1	1.357281245629409	31.727748234989974	34.38797059331528	29.06752587666467	0.49906798746327075	0.45722348564923826	0.5409124892773033	solo
ABX_16	dash	0.8500000000000001	1	1.3216346244680965	30.551249583405305	33.14160584808389	27.96089331872672	0.4805620156574277	0.43981648659399625	0.521307544720859	solo
ABX_16	dash	0.9	1	1.2905517000861462	29.44563638304621	31.975071235401995	26.916201530690426	0.4631710507919308	0.4233837973179354	0.5029583042659262	solo
ABX_16	dash	0.9500000000000001	1	1.2633914444717433	28.406595396263388	30.88279712580404	25.930393666722736	0.4468272469289865	0.4078773345506455	0.4857771593073275	solo
ABX_16	dash	1	1	1.239628389732955	27.431860078487546	29.861487076577518	25.002233080397573	0.43149495200062205	0.39327764621382283	0.46971225778742126	solo
ABX_16	dash	1.05	1	1.2186271758328373	26.51176410627423	28.900229481488353	24.12329873106011	0.4170221176310163	0.3794522718573648	0.45459196340466784	solo
ABX_16	dash	1.1	1	1.2000843602130895	25.648193091634212	28.00031521606166	23.296070967206763	0.4034384039329634	0.3664402266210521	0.44043658124487467	solo
ABX_16	dash	1.1500000000000001	1	1.1835768091035916	24.835657536622247	27.155425455402124	22.51588961784237	0.3906574627461265	0.35416820740935556	0.4271467180828975	solo
ABX_16	dash	1.2000000000000002	1	1.1687787904169629	24.07076565173869	26.361529986850226	21.780001316627153	0.37862594223642826	0.3425929045934998	0.41465897987935674	solo
ABX_16	dash	1.25	1	1.1554113391644785	23.350330218476973	25.614894830568545	21.0857656063854	0.36729370841030884	0.3316727845720798	0.40291463224853785	solo
ABX_16	dash	1.3	1	1.1432364974417875	22.671365842895998	24.912068203693618	20.430663482098378	0.35661380191424163	0.32136822414978417	0.39185937967869916	solo
ABX_16	dash	1.35	1	1.1320519943153258	22.031083672224888	24.249864809709667	19.81230253474011	0.34654235492850677	0.3116415914483926	0.38144311840862094	solo
ABX_16	dash	1.4000000000000001	1	1.121686451215676	21.42688421352119	23.62534925985046	19.228419167191923	0.33703847820683286	0.3024572807624489	0.37161967565121684	solo
ABX_16	dash	1.4500000000000002	1	1.1119951343285548	20.85634880484558	23.03581921911333	18.676878390577833	0.32806412692052694	0.2937817093556774	0.36234654448537656	solo
ABX_16	dash	1.5	1	1.1028562352226252	20.317230201617985	22.478788702779763	18.155671700456207	0.31958395258467276	0.28558328405411343	0.3535846211152321	solo
ABX_16	dash	1.55	1	1.0941676384929935	19.807442657821472	21.95197182231698	17.662913493325963	0.3115651470384351	0.2778323448788178	0.3452979491980524	solo
ABX_16	dash	1.6	1	1.085844125063452	19.325051806077855	21.45326718402663	17.19683642812908	0.30397728326167706	0.27050109208369905	0.33745347443965507	solo
ABX_16	dash	1.6500000000000001	1	1.0778149575767604	18.868264573705186	20.9807430725542	16.75578607485617	0.29679215675756104	0.2635635019796799	0.3300208115354422	solo
ABX_16	dash	1.7000000000000002	1	1.0700217967422476	18.43541931416777	20.532623498455415	16.338215129880126	0.2899836303232103	0.2569952359436267	0.32297202470279385	solo
ABX_16	dash	1.75	1	1.0624169023364727	18.024976284697917	20.10727514984401	15.942677419551824	0.2835274842655475	0.25077354609670344	0.3162814224343916	solo
ABX_16	dash	1.8	1	1.0549615782954826	17.635508560744583	19.703195259277262	15.567821862211904	0.2774012734882906	0.2448771803286234	0.30992536664795767	solo
ABX_16	dash	1.85	1	1.0476248271120079	17.265693445477968	19.319000375927505	15.212386515028433	0.27158419236602965	0.239286288656187	0.3038820960758723	solo
ABX_16	dash	1.9000000000000001	1	1.0403821840798078	16.914304406923225	18.95341601787677	14.875192795969681	0.266056947917753	0.23398233233664206	0.2981315634988638	solo
ABX_16	dash	1.9500000000000002	1	1.0332147065956487	16.580203555451742	18.60526716867633	14.555139942227152	0.260801641480035	0.22894799670033586	0.292655286259734	solo
ABX_16	dash	2	1	1.0261080976841008	16.262334659399652	18.2734695751054	14.251199743693908	0.2558016588448053	0.22416710830990513	0.28743620937970554	solo
ABX_16	dash	2.0500000000000003	1	1.019051946187641	15.959716685651161	17.957021798554386	13.962411572747936	0.25104156865465693	0.21962455678025508	0.28245858052905887	solo
ABX_16	dash	2.1	1	1.0120390687445993	15.671437844354415	17.654997970041286	13.687877718667545	0.24650702872800856	0.21530622139030964	0.2777078360657075	solo
ABX_16	dash	2.15	1	1.0050649408549182	15.396650111859003	17.36654119805852	13.426759025659484	0.2421846999065499	0.2111989024704987	0.27317049734260107	solo
ABX_16	dash	2.2	1	0.9981272061020685	15.134564202909315	17.090857578858955	13.178270826959674	0.2380621669693478	0.20729025744737903	0.2688340764913165	solo
ABX_16	dash	2.25	1	0.9912252540425801	14.884444961618453	16.827210760108475	12.94167916312843	0.23412786613424438	0.20356874135854958	0.2646869909099392	solo
ABX_16	dash	2.3000000000000003	1	0.9843598584629705	14.645607140393295	16.574917010807663	12.716297269978929	0.2303710186616116	0.20002355160881696	0.26071848571440626	solo
ABX_16	dash	2.35	1	0.9775328686951379	14.417411536465059	16.33334075281165	12.501482320118466	0.2267815700831324	0.19664457671561436	0.25691856345065045	solo
ABX_16	dash	2.4000000000000004	1	0.9707469475198813	14.199261456750026	16.101890511991186	12.296632401508866	0.22335013459511793	0.19342234878266062	0.25327792040757524	solo
ABX_16	dash	2.45	1	0.9640053499089726	13.990599483225298	15.880015249950816	12.10118371649978	0.22006794417883566	0.19034799944159214	0.24978788891607914	solo
ABX_16	dash	2.5	1	0.9573117374842692	13.790904512701971	15.667201040148601	11.91460798525534	0.21692680203702727	0.18741321900864097	0.24644038506541355	solo
ABX_16	dash	2.5500000000000003	1	0.9506700241270075	13.599689046700242	15.462968055171	11.736410038229483	0.2139190399644547	0.18461021861499172	0.24322786131391766	solo
ABX_16	dash	2.6	1	0.9440842486650937	13.416496708991545	15.266867834746686	11.566125583236404	0.21103747929958072	0.18193169508346815	0.2401432635156933	solo
ABX_16	dash	2.6500000000000004	1	0.9375584710108067	13.240899970213142	15.078480806794763	11.403319133631522	0.2082753951334373	0.17937079833943942	0.23717999192743516	solo
ABX_16	dash	2.7	1	0.9310966885230354	13.072498060737317	14.897414036366975	11.247582085107659	0.2056264834796822	0.17692110115939944	0.234331865799965	solo
ABX_16	dash	2.75	1	0.924702769732081	12.910915054663883	14.723299179743197	11.09853092958457	0.20308483113637468	0.17457657107598343	0.23159309119676594	solo
ABX_16	dash	2.8000000000000003	1	0.9183804028950366	12.755798109384092	14.555790623165747	10.955805595602436	0.2006448879948421	0.17233154427285427	0.22895823171682994	solo
ABX_16	dash	2.85	1	0.9121330571489515	12.60681584662783	14.39456378774819	10.81906790550747	0.19830144157403704	0.17018070131669347	0.2264221818313806	solo
ABX_16	dash	2.9000000000000004	1	0.9059639542995018	12.463656862251563	14.239313583970077	10.688000140533049	0.1960495935799472	0.16811904458635682	0.22398014257353757	solo
ABX_16	dash	2.95	1	0.8998760495273063	12.326028353253212	14.089753000876915	10.56230370562951	0.1938847383089504	0.1661418772710465	0.2216275993468543	solo
ABX_16	dash	3	1	0.8938720195137528	12.193654851616827	13.945611816651867	10.441697886581787	0.19180254273156994	0.16424478382014326	0.21936030164299664	solo
ABX_16	dash	3.0500000000000003	1	0.8879542566853291	12.066277055600134	13.806635418622413	10.325918692577854	0.18979892810897747	0.16242361173715442	0.21717424448080055	solo
ABX_16	dash	3.1	1	0.8821248684515313	11.943650749989445	13.672583722021578	10.214717777957311	0.18787005300892573	0.16067445461914165	0.2150656513987098	solo
ABX_16	dash	3.1500000000000004	1	0.8763856804681184	11.825545807666652	13.543230177950791	10.107861437382512	0.18601229760069607	0.15899363635106353	0.21303095885032863	solo
ABX_16	dash	3.2	1	0.8707382430963445	11.711745265569906	13.418360862000423	10.00512966913939	0.18422224912023635	0.15737769637177762	0.21106680186869511	solo
ABX_16	dash	3.25	1	0.865183840351369	11.60204446879077	13.297773635885504	9.906315301696035	0.1824966884070653	0.15582337593506834	0.20917000087906226	solo
ABX_16	dash	3.3000000000000003	1	0.8597235007408943	11.496250277143629	13.181277375258476	9.811223179028781	0.18083257742384667	0.15432760529507003	0.20733754955262335	solo
ABX_16	dash	3.35	1	0.8543580094893174	11.39418032907466	13.06869125757705	9.719669400572268	0.17922704767789757	0.15288749175090868	0.20556660360488646	solo
ABX_16	dash	3.4000000000000004	1	0.8490879217251063	11.295662358254278	12.95984410454345	9.631480611965106	0.17767738947139206	0.15150030849034363	0.20385447045244046	solo
ABX_16	dash	3.45	1	0.843913576280426	11.200533558624375	12.854573774198405	9.546493343050345	0.17618104191374423	0.1501634841767129	0.20219859965077555	solo
ABX_16	dash	3.5	1	0.8388351098139298	11.108639994055213	12.752726598258217	9.46455338985221	0.17473558363568775	0.14887459322761207	0.20059657404376344	solo
ABX_16	dash	3.5500000000000003	1	0.8338524710207241	11.019836049111289	12.654156860731637	9.38551523749094	0.17333872414998724	0.14763134673751754	0.19904610156245695	solo
ABX_16	dash	3.6	1	0.8289654347392293	10.933983917735379	12.558726314252857	9.309241521217901	0.17198829580859124	0.1464315840000299	0.19754500761715257	solo
ABX_16	dash	3.6500000000000004	1	0.8241736158034392	10.850953126938416	12.466303730921307	9.235602522955524	0.17068224631041645	0.14527326458859793	0.196091228032235	solo
ABX_16	dash	3.7	1	0.8194764825222455	10.770620092834353	12.37676448475552	9.164475700913185	0.1694186317179091	0.144154460957517	0.19468280247830122	solo
ABX_16	dash	3.75	1	0.81487336969528	10.69286770658563	12.289990163149172	9.09574525002209	0.16819560994409083	0.1430733515277014	0.19331786836048026	solo
ABX_16	dash	3.8000000000000003	1	0.8103634910983265	10.617584948029695	12.205868204968558	9.029301691090831	0.16701143467501958	0.14202821422422424	0.19199465512581493	solo
ABX_16	dash	3.85	1	0.80594595139076	10.544666524942395	12.124291563154152	8.965041486730637	0.16586444969551067	0.14101742043493626	0.19071147895608506	solo
ABX_16	dash	3.9000000000000004	1	0.8016197574138726	10.474012536061863	12.045158389888789	8.902866682234938	0.16475308358860327	0.14003942936160912	0.1894667378155974	solo
ABX_16	dash	3.95	1	0.7973838288621774	10.40552815614892	11.968371742573437	8.842684569724403	0.16367584478165476	0.1390927827370372	0.18825890682627233	solo
ABX_16	dash	4	1	0.7932370083207982	10.339123341498432	11.893839309011495	8.784407373985369	0.16263131691412264	0.13817609988337007	0.1870865339448752	solo
SMT_16	1015	0	1	3.4540794841087923	62.1755	68.94537138859192	55.405628611408076	1	0.8911167358751932	1.1088832641248068	solo
SMT_16	1015	0.05	1	3.2261496706853454	58.45324191968122	64.77637908296025	52.13010475640219	0.9401330414661919	0.838434829738437	1.0418312531939469	solo
SMT_16	1015	0.1	1	3.0082413012973075	54.84274790317428	60.738792510522906	48.94670329582565	0.8820636408742073	0.787234574644766	0.9768927071036486	solo
SMT_16	1015	0.15000000000000002	1	2.80113604757473	51.35251908490689	56.84264485395023	45.86239331586354	0.8259285262668878	0.7376280579305923	0.9142289946031835	solo
SMT_16	1015	0.2	1	2.6054977123000143	47.990897383724004	53.09757906163353	42.884215705814476	0.7718618649423649	0.6897285217781035	0.8539952081066261	solo
SMT_16	1015	0.25	1	2.4218388147608993	44.76587604173963	49.512592895032164	40.0191591884471	0.7199922162546282	0.6436483693488126	0.7963360631604437	solo
SMT_16	1015	0.30000000000000004	1	2.2504886330169724	41.68488309053375	46.09575975886379	37.27400642220371	0.6704390489909008	0.5994966895674938	0.7413814084143078	solo
SMT_16	1015	0.35000000000000003	1	2.091566853457935	38.75454606461783	42.853941768653144	34.65515036058251	0.6233089571393527	0.5573763035372857	0.6892416107414198	solo
SMT_16	1015	0.4	1	1.9449676227242225	35.98045038654347	39.79251687817943	32.16838389490751	0.5786917738746526	0.5173803812580117	0.6400031664912936	solo
SMT_16	1015	0.45	1	1.8103585161049978	33.36690747393211	36.91514496460328	29.81866998326094	0.5366568419060902	0.47958874449358574	0.5937249393185946	solo
