INDIVIDUAL	Q	N_GROUP	D_SD	D	D_UPPER	D_LOWER	E	E_LOWER	E_UPPER	DIVTYPE
2-04	0.8	3	14.896614665916431	991.5522726511551	1020.7491008879225	962.3554444143878	0.686273707829029	0.6660659829076592	0.7064814327503989	alpha
2-04	0.8500000000000001	3	15.308829956610609	950.5227628143533	980.527518174758	920.5180074539486	0.6578763407685675	0.6371094328791513	0.6786432486579838	alpha
2-04	0.9	3	15.741496607513762	907.783497388471	938.6362638019574	876.9307309749846	0.6282956167233428	0.6069417829544443	0.6496494504922412	alpha
2-04	0.9500000000000001	3	16.18522246158479	863.4361734713337	895.1586265778086	831.7137203648589	0.597601922344997	0.5756461605407254	0.6195576841492687	alpha
2-04	1	3	16.62563585553791	817.7385545189107	850.3242020158428	785.1529070219786	0.5659736610193625	0.5434204646357395	0.5885268574029857	alpha
2-04	1.05	3	17.047544418886304	770.6493265994931	804.061899685357	737.2367535136291	0.5333822385251555	0.5102567099451696	0.5565077671051414	alpha
2-04	1.1	3	17.426582061423083	722.7594715782842	756.9149447923052	688.6039983642632	0.5002366855580631	0.4765969805301389	0.5238763905859875	alpha
2-04	1.1500000000000001	3	17.738930022386334	674.364868415577	709.1325323837304	639.5972044474236	0.4667417860278696	0.4426783711963121	0.49080520085942714	alpha
2-04	1.2000000000000002	3	17.95876369230963	625.9217675766255	661.1202976204179	590.7232375328331	0.43321332025914755	0.4088516941608094	0.4575749463574857	alpha
2-04	1.25	3	18.061596317720138	577.9380328516139	613.3381111376466	542.5379545655812	0.40000279121949145	0.3755016694401653	0.42450391299881757	alpha
2-04	1.3	3	18.027151207422325	530.9489602256231	566.2815273360286	495.6163931152176	0.3674806882624127	0.343026292355333	0.3919350841694924	alpha
2-04	1.35	3	17.842156769500143	485.48674681988837	520.4567314946262	450.51676214515055	0.33601535595406284	0.31181191080306786	0.3602188011050578	alpha
2-04	1.4000000000000001	3	17.502488177965308	442.0469893628026	476.3512358314527	407.7427428941525	0.30594980697643853	0.2822071329211657	0.32969248103171134	alpha
2-04	1.4500000000000002	3	17.01413777490597	401.0567361356799	434.40383340249804	367.70963886886176	0.277579610222399	0.25449939880253575	0.3006598216422623	alpha
2-04	1.5	3	16.392731598719404	362.84878469973495	394.97794824145666	330.71962115801324	0.2511351017242349	0.22889784726838236	0.27337235618008743	alpha
2-04	1.55	3	15.661659941256	327.6459115621736	358.342200985149	296.94962213919814	0.22677046968143322	0.2055249368538263	0.24801600250904013	alpha
2-04	1.6	3	14.84923160576072	295.55677185242223	324.6607309978071	266.45281270703737	0.20456091654231953	0.1844174682278858	0.22470436485675324	alpha
2-04	1.6500000000000001	3	13.985467446612295	266.58291663240635	293.99392913472377	239.1719041300889	0.18450751582873223	0.16553579068204252	0.20347924097542194	alpha
2-04	1.7000000000000002	3	13.099154161511436	240.63444773482544	266.3083181193258	214.96057735032505	0.16654804717135552	0.14877863378885828	0.18431746055385273	alpha
2-04	1.75	3	12.21560995368643	217.55076731759783	241.49292287601222	193.60861175918345	0.15057135750282755	0.13400049954436558	0.1671422154612895	alpha
2-04	1.8	3	11.355360444620914	197.12280500452576	219.3789025074535	174.86670750159803	0.13643274491864174	0.12102884239487417	0.15183664744240932	alpha
2-04	1.85	3	10.533686975467894	179.11379579667573	199.75944289301145	158.46814870034	0.12396833949667313	0.10967906279979375	0.1382576161935525	alpha
2-04	1.9000000000000001	3	9.76085517211742	163.27674267004764	182.40766726570928	144.145818074386	0.11300718951994354	0.0997662833987175	0.1262480956411696	alpha
2-04	1.9500000000000002	3	9.042774201620531	149.3677573333433	167.09126908884747	131.64424557783911	0.10338049488927337	0.09111368812206176	0.11564730165648497	alpha
2-04	2	3	8.381854666566316	137.1552967136745	153.58342998379345	120.72716344355553	0.0949279998848827	0.08355775119204305	0.10629824857772233	alpha
2-04	2.0500000000000003	3	7.777890303859273	126.42582184331279	141.67020671458025	111.18143697204532	0.0875019097982211	0.07695095770246797	0.09805286189397422	alpha
2-04	2.1	3	7.2288548666946655	116.98663091653215	131.15492610472077	102.81833572834351	0.08096885174883786	0.07116268344021533	0.09077502005746038	alpha
2-04	2.15	3	6.731562143492346	108.66664114029409	121.86026050123233	95.47302177935585	0.07521041581931091	0.06607884068378454	0.08434199095483728	alpha
2-04	2.2	3	6.282176903665855	101.315801381035	113.62864185672943	89.00296090534057	0.07012274853601622	0.06160077857010702	0.07864471850192543	alpha
2-04	2.25	3	5.876588054826005	94.80367764589903	106.32157858533628	83.28577670646177	0.0656155738516156	0.05764379787758586	0.07358734982564534	alpha
2-04	2.3000000000000003	3	5.510666230870143	89.01760963251014	99.81831697583671	78.21690228918358	0.06161091725526454	0.0541355257099832	0.06908630880054588	alpha
2-04	2.35	3	5.180430797541323	83.86071136461125	94.01416915219434	73.70725357702815	0.05804172197144397	0.051014305146973984	0.06506913879591396	alpha
2-04	2.4000000000000004	3	4.882149513543904	79.24989030929859	88.81872752298439	69.6810530956128	0.054850477950284006	0.04822768904104122	0.06147326685952679	alpha
2-04	2.45	3	4.612390353395085	75.11398712566952	84.15410610096386	66.07386815037519	0.051987934349368284	0.04573108219995722	0.058244786498779344	alpha
2-04	2.5	3	4.368040805405805	71.3920883351312	79.95329099672792	62.830885673534496	0.04941193169817398	0.04348654737290728	0.05533731602344068	alpha
2-04	2.5500000000000003	3	4.146306090849373	68.03203166721711	76.15864227416094	59.905421060273284	0.047086367417190966	0.04146177318536254	0.052710961649019394	alpha
2-04	2.6	3	3.944694528376613	64.98910386108574	72.72056306671611	57.257644655455366	0.04498029453957423	0.0396291927143621	0.05033139636478637	alpha
2-04	2.6500000000000004	3	3.760995750038712	62.224919381979326	69.5963355980634	54.85350316589525	0.04306714564775862	0.03796523697577595	0.048169054319741285	alpha
2-04	2.7	3	3.593255595093045	59.706462882329724	66.74911443595913	52.66381132870032	0.041324070141109344	0.036449706249295125	0.04619843403292357	alpha
2-04	2.75	3	3.4397501519196823	57.40527617927322	64.14706259285198	50.663489765694464	0.03973137152634953	0.03506524258181347	0.04439750047088559	alpha
2-04	2.8000000000000003	3	3.298960468870872	55.29677058256357	61.76261428797184	48.83092687715529	0.03827203146557466	0.03379688814096785	0.04274717479018147	alpha
2-04	2.85	3	3.169548807535515	53.359646632763074	59.571848142774556	47.14744512275159	0.03693130816512825	0.03263171581720514	0.04123090051305135	alpha
2-04	2.9000000000000004	3	3.050336882385859	51.57540509212355	57.55395552231403	45.59685466193308	0.03569639792233961	0.03155852028912165	0.039834275555557574	alpha
2-04	2.95	3	2.9402862543852915	49.92793500031371	55.69079016314706	44.16507983748036	0.034556150010425904	0.030567559505051	0.038544740515800806	alpha
2-04	3	3	2.838480875049924	48.40316655108951	53.9664868369931	42.839846265185926	0.033500826427301046	0.029650338111400904	0.03735131474320119	alpha
2-04	3.0500000000000003	3	2.744111677281485	46.98877835096441	52.367138407991916	41.6104182939369	0.032521899283284535	0.02879942574338032	0.03624437282318875	alpha
2-04	3.1	3	2.6564630558267623	45.673950235425394	50.88052215110706	40.46737831974373	0.031611879720124025	0.028008304283702795	0.03521545515654525	alpha
2-04	3.1500000000000004	3	2.5749010567550004	44.449154227366414	49.49586756236034	39.40244089237249	0.03076417322903059	0.02727123920196596	0.03425710725609522	alpha
2-04	3.2	3	2.4988630905270197	43.305977431826435	48.20365909155584	38.40829577209703	0.02997295707248678	0.026583170931003906	0.03336274321396965	alpha
2-04	3.25	3	2.427848989477415	42.23697168701674	46.99546826629444	37.478475107739044	0.02923307622463239	0.025939622938078773	0.03252652951118601	alpha
2-04	3.3000000000000003	3	2.3614132428717034	41.235525654674724	45.8638105633192	36.60724074603025	0.02853995484236935	0.025336623729374116	0.03174328595536459	alpha
2-04	3.35	3	2.2991582579437804	40.295755754632204	44.80202313495987	35.78948837430454	0.027889520778934758	0.024770640505181934	0.031008401052687585	alpha
2-04	3.4000000000000004	3	2.240728511474934	39.41241294983058	43.8041601314535	35.020665768207664	0.027278141067893967	0.024238522577462247	0.03031775955832569	alpha
2-04	3.45	3	2.185805472350187	38.58080288765078	42.86490289066771	34.29670288463386	0.026702566651313667	0.023737452985727683	0.02966768031689965	alpha
2-04	3.5	3	2.134103190449117	37.796717317895684	41.97948271046798	33.61395192532339	0.026159884912737914	0.023264907013827454	0.02905486281164837	alpha
2-04	3.5500000000000003	3	2.0853644608590987	37.056375051312784	41.1436142892364	32.969135813389165	0.02564747881336816	0.022818616529492408	0.02847634109724391	alpha
2-04	3.6	3	2.0393574846109916	36.35637100726732	40.35343822870706	32.35930378582758	0.02516299162691056	0.022396539248999075	0.027929444004822047	alpha
2-04	3.6500000000000004	3	1.9958729579297045	35.693632135218905	39.60547125047855	31.78179301995926	0.024704296431923994	0.02199683217804058	0.02741176068580741	alpha
2-04	3.7	3	1.9547215314362651	35.065379190493196	38.89656299191326	31.23419538907314	0.02426946965604598	0.021617828602624616	0.026921110709467348	alpha
2-04	3.75	3	1.915731588943231	34.469093507483585	38.223858425858005	30.71432858910916	0.023856768079042648	0.021258018105257112	0.02645551805282818	alpha
2-04	3.8000000000000003	3	1.8787473025766208	33.90248804867263	37.58476509777458	30.22021099957068	0.023464608795241416	0.020916029165662983	0.026013188424819842	alpha
2-04	3.85	3	1.843626927063377	33.36348212050931	36.97692449848178	29.75003974253684	0.023091551713869965	0.020590613974977655	0.02559248945276227	alpha
2-04	3.9000000000000004	3	1.810241301265888	32.85017924114652	36.398186994954585	29.30217148733846	0.022736284240862464	0.020280635150268688	0.025191933331456244	alpha
2-04	3.95	3	1.7784725295385018	32.36084772357375	35.84658982896306	28.87510561818444	0.022397607840046612	0.01998505408450407	0.02481016159558916	alpha
2-04	4	3	1.7482128193275206	31.893903603428107	35.32033776662128	28.46746944023494	0.02207442621713075	0.019702920707371386	0.024445931726890115	alpha
2-05	0	3	10.258443159185795	1345.4279999999999	1365.5341791294554	1325.3218208705443	1	0.9850559233720009	1.0149440766279991	alpha
2-05	0.05	3	10.327211143890155	1327.7939099181679	1348.0348718209332	1307.5529480154025	0.9868933231047429	0.9718490681146837	1.001937578094802	alpha
2-05	0.1	3	10.399147630609969	1309.783496765824	1330.1654515917346	1289.4015419399136	0.9735069411115453	0.958357892016454	0.9886559902066366	alpha
2-05	0.15000000000000002	3	10.474868763949235	1291.3849491451542	1311.9153146652784	1270.85458362503	0.959832075105583	0.9445727185884567	0.9750914316227093	alpha
2-05	0.2	3	10.555093355724384	1272.585610892701	1293.2732137233788	1251.898008062023	0.9458593182932874	0.9304830939017348	0.96123554268484	alpha
2-05	0.25	3	10.640659818177701	1253.3719266259252	1274.227236641296	1232.5166166105544	0.9315785955293968	0.9160777214466731	0.9470794696121205	alpha
2-05	0.30000000000000004	3	10.732545502246978	1233.7293995423563	1254.7648021891978	1212.6939968955148	0.9169791319508412	0.9013444025956907	0.9326138613059918	alpha
2-05	0.35000000000000003	3	10.83188837453897	1213.642567958214	1234.8726790568685	1192.4124568595594	0.9020494355388873	0.8862699875872655	0.9178288834905091	alpha
2-05	0.4	3	10.940010681607594	1193.0950087663025	1214.537035692737	1171.652981839868	0.8867772996892458	0.8708403436228979	0.9027142557555938	alpha
2-05	0.45	3	11.058443811185041	1172.06937794574	1193.7435295407224	1150.3952263507574	0.871149833321248	0.855040348759471	0.8872593178830249	alpha
2-05	0.5	3	11.188952922052882	1150.5475004515356	1172.4774452034735	1128.6175556995977	0.855153527688985	0.8388539228406111	0.8714531325373588	alpha
2-05	0.55	3	11.333559035320182	1128.5105241997906	1150.7238917256766	1106.2971566739045	0.8387743708320257	0.8222641097657434	0.855284631898308	alpha
2-05	0.6000000000000001	3	11.494555134573451	1105.9391553439536	1128.4680694260276	1083.4102412618797	0.8219980224463544	0.8052532289069945	0.8387428159857143	alpha
2-05	0.65	3	11.674511423081919	1082.8139944397644	1105.6956163661064	1059.9323725134225	0.8048100637416231	0.7878031173079664	0.8218170101752799	alpha
2-05	0.7000000000000001	3	11.876263312721212	1059.115995157354	1082.393043521202	1035.8389467935062	0.7871963383825475	0.7698954881223717	0.8044971886427233	alpha
2-05	0.75	3	12.102874153187908	1034.8270685334148	1058.5482659830839	1011.1058710837458	0.7691434016041103	0.7515124340237797	0.7867743691844409	alpha
2-05	0.8	3	12.357563465720613	1009.930855831746	1034.1512351612264	985.7104765022657	0.7506390946462732	0.7326371061864818	0.7686410831060647	alpha
2-05	0.8500000000000001	3	12.643590980454153	984.4136911971905	1009.1946741541361	959.6327082402448	0.7316732602541277	0.7132545987152378	0.7500919217930176	alpha
2-05	0.9	3	12.964087660185841	958.2657705780802	983.6749154844646	932.8566256716957	0.7122386114887458	0.6933530636137317	0.7311241593637599	alpha
2-05	0.9500000000000001	3	13.321827714290865	931.4825348529998	957.5928373812575	905.3722323247422	0.6923317597470842	0.6729250709251943	0.7117384485689741	alpha
2-05	1	3	13.718017844119398	904.1173322138001	931.0041531275518	877.2305113000483	0.6719923564945877	0.652008514242344	0.6919761987468315	alpha
2-05	1.05	3	14.15657143177375	876.0278413574028	903.7742115082481	848.2814712065576	0.651114620297335	0.6304919112777181	0.6717373293169521	alpha
2-05	1.1	3	14.634502032865853	847.3886864472887	876.0717833633839	818.7055895311935	0.6298283419456774	0.6085094033506019	0.6511472805407529	alpha
2-05	1.1500000000000001	3	15.150767805166998	818.1826932337874	847.8776524700437	788.4877339975311	0.6081207565427414	0.58604974327688375	0.630191769808599	alpha
2-05	1.2000000000000002	3	15.701301148918406	788.4581369292804	819.2321216915778	757.6841521669829	0.5860277450218669	0.5631547375013624	0.6089007525423716	alpha
2-05	1.25	3	16.279652502576045	758.2793449822898	790.1868775681662	726.3718123964134	0.5635971192678388	0.5398815933639061	0.5873126451717716	alpha
2-05	1.3	3	16.876838230525998	727.7279593843464	760.805954489086	694.6499642796067	0.5408895603364479	0.5163040789099133	0.5654750417629826	alpha
2-05	1.35	3	17.481364426524557	696.9035768608983	731.1664215375062	662.6407321842904	0.5179790942814467	0.4925129640413983	0.5434452245214951	alpha
2-05	1.4000000000000001	3	18.079466031158013	665.9235541288416	701.3586564096266	630.4884518480566	0.4949529474106691	0.46861552743666446	0.5212903673846736	alpha
2-05	1.4500000000000002	3	18.65558271760223	634.9217927146856	671.4860629517938	598.3575224775774	0.47191064309252195	0.444733960106061	0.49908732607898293	alpha
2-05	1.5	3	19.193066843782315	604.0463803402181	641.6641001069013	566.4286605735349	0.448962248697231	0.4210025810177393	0.47692191637672277	alpha
2-05	1.55	3	19.675086539507216	573.4560643530413	612.0185253631842	534.8936033428984	0.4262257544461995	0.3975639003669452	0.4548876085254538	alpha
2-05	1.6	3	20.085653164996852	543.3156598668498	582.6828166762066	503.9485030574931	0.40382366047595997	0.3745637098807912	0.43308361107112875	alpha
2-05	1.6500000000000001	3	20.41067351863943	513.7906349035303	553.794819900269	473.78644990679163	0.3818789522022214	0.3521455253694673	0.4116123790349755	alpha
2-05	1.7000000000000002	3	20.638910699635552	485.0412431878428	525.4927648392668	444.5897215364187	0.36051073947312146	0.3304448261344485	0.3905766528117943	alpha
2-05	1.75	3	20.76273950054236	457.21666586123285	497.910887502683	416.5224442197827	0.33982990235169247	0.3095836003262774	0.37007620437710753	alpha
2-05	1.8	3	20.778604906893452	430.4496539048162	471.1749711713146	389.7243366383178	0.3199351090543799	0.2896656949597584	0.3502045231490014	alpha
2-05	1.85	3	20.68713271036608	404.8521222659989	445.3981573217169	364.3060872102809	0.3009095412508131	0.27077338007703194	0.3310457024245942	alpha
2-05	1.9000000000000001	3	20.49289134726302	380.5120388646009	420.67736784432896	340.3467098848729	0.28281858179300634	0.252965383420646	0.3126717801653667	alpha
2-05	1.9500000000000002	3	20.20385295915726	357.49179639237406	397.09062054126525	317.89297224348286	0.26570860454247575	0.23627646536528368	0.29514074371966786	alpha
2-05	2	3	19.83063895483599	335.828081846634	374.6954199885296	296.96074370473843	0.24960687740007942	0.22071842098182767	0.27849533381833114	alpha
2-05	2.0500000000000003	3	19.38565429108172	315.53309972714425	353.5282839544088	277.5379154998797	0.23452247145677382	0.2062822503321469	0.2627626925814007	alpha
2-05	2.1	3	18.88221382500173	296.5968851554709	333.60534420085855	259.5884261100832	0.2204479802378655	0.19294115040721854	0.24795481006851247	alpha
2-05	2.15	3	18.333746909845992	278.99037651876847	314.9238601637391	243.05689287379784	0.2073618034698018	0.18065395760590522	0.23406964933369837	alpha
2-05	2.2	3	17.75313946740961	262.6689043475302	297.4644183161696	227.87339037889078	0.195230740216147	0.16936869931270257	0.2210927811195914	alpha
2-05	2.25	3	17.1522432773276	247.57578441018364	281.19356348781497	213.9580053325523	0.18401265947355314	0.15902597934081372	0.20899933960629258	alpha
2-05	2.3000000000000003	3	16.54155603111319	233.64576316132752	266.06661723056067	201.22490909209438	0.17365906102840697	0.149562004872869	0.19775611718394495	alpha
2-05	2.35	3	15.93005628276353	220.80813655046222	252.03047313637475	189.5857999645497	0.1641173935360809	0.140911144977323	0.1873236420948388	alpha
2-05	2.4000000000000004	3	15.32516584049349	208.98943528498387	239.0262083894546	178.95266218051313	0.1553330503638871	0.1330079812375788	0.17765811949019542	alpha
2-05	2.45	3	14.732807618233139	198.1156318564495	226.9914041793438	169.23985953355523	0.1472510099808013	0.1257888638660376	0.16871315609556498	alpha
2-05	2.5	3	14.157527745548657	188.11387245382556	215.86211694522748	160.36562796242364	0.13981712321567977	0.11919302107762263	0.1604412253537369	alpha
2-05	2.5500000000000003	3	13.602654814947766	178.91376946507899	205.57448299650696	152.253055933651	0.1329790739192874	0.11316328776690468	0.15279486007167012	alpha
2-05	2.6	3	13.070474759150619	170.44830919813776	196.06596898691282	144.8306494093627	0.12668705363507954	0.10764652542489284	0.1457275818452662	alpha
2-05	2.6500000000000004	3	12.562405696816517	162.65443753727695	187.27630026221811	138.03257481233578	0.12089419689294184	0.10259380272473577	0.13919459106114793	alpha
2-05	2.7	3	12.079162358702296	155.47338658748745	179.14810977395584	131.79866340101907	0.1155568239902005	0.09796039877348998	0.133153249206911	alpha
2-05	2.75	3	11.620904017765682	148.8508007632025	171.62735410582005	126.07424742058495	0.11063453470806503	0.09370568133009345	0.1275633880860366	alpha
2-05	2.8000000000000003	3	11.18736310039022	142.73671351064976	164.66354226938694	120.80988475191258	0.10609019101033261	0.08979290214854499	0.12238747987212022	alpha
2-05	2.85	3	10.777953932232746	137.08541755920862	158.20981909341666	115.96101602500059	0.10188982060668325	0.08618894212473696	0.11759069908862954	alpha
2-05	2.9000000000000004	3	10.391862536519996	131.85526336123152	152.22293966510176	111.48758705736128	0.09800246714148325	0.08286403067080608	0.11314090361216042	alpha
2-05	2.95	3	10.028119243461022	127.00841283902446	146.6631653888811	107.3536602891678	0.09440000716428115	0.07979145691123406	0.10900855741732826	alpha
2-05	3	3	9.685656262929367	122.51056902331624	141.4941064652926	103.52703158133987	0.09105694918146215	0.07694728486499454	0.10516661349792973	alpha
2-05	3.0500000000000003	3	9.363352465895833	118.33069673290454	136.68253034061468	99.97886312519441	0.08795022604918624	0.07431008060274828	0.10159037149562421	alpha
2-05	3.1	3	9.060067527068972	114.44074507092883	132.19815112148487	96.68333902037277	0.08505898871654881	0.07186065625241393	0.09825732118068368	alpha
2-05	3.1500000000000004	3	8.774667384462276	110.81537908905547	128.0134111389198	93.61734703919113	0.08236440678286425	0.06958183346800507	0.0951469800977234	alpha
2-05	3.2	3	8.506042727790678	107.43172535671889	124.10326275414745	90.76018795929032	0.07984947938999255	0.06745822738882373	0.09224073139116137	alpha
2-05	3.25	3	8.253121973236047	104.26913422425251	120.4449560518113	88.09331239669372	0.07749885852253151	0.06547605103854962	0.0895216660065134	alpha
2-05	3.3000000000000003	3	8.014879939075772	101.30896015222136	117.01783617322245	85.60008413122027	0.07529868573585607	0.06362293941498191	0.08697443205673025	alpha
2-05	3.35	3	7.790343216648404	98.53436047743098	113.80315260926777	83.26556834559419	0.07323644258736327	0.061887792097083005	0.08458509307764353	alpha
2-05	3.4000000000000004	3	7.578593039151415	95.93011230091423	110.78388171113696	81.0763428906915	0.07130081453702036	0.060260632966380595	0.08234099610766014	alpha
2-05	3.45	3	7.378766287680576	93.48244673515553	107.94456290934778	79.02033056096329	0.06948156775030365	0.05873248554434968	0.08023064995625763	alpha
2-05	3.5	3	7.190055138184482	91.17889947397184	105.27114859167058	77.0866503562731	0.0677694380330808	0.0572952624415971	0.07824361362456451	alpha
2-05	3.5500000000000003	3	7.011705741846207	89.00817650002583	102.75086722423708	75.26548577581457	0.0661560310176582	0.05594166746627435	0.07637039456904204	alpha
2-05	3.6	3	6.843016241565564	86.96003368471794	100.37209906380909	73.5479683056268	0.06463373267444854	0.05466510902525204	0.07460235632364504	alpha
2-05	3.6500000000000004	3	6.683334355412085	85.02516903529421	98.12426366854112	71.9260744020473	0.06319562922378175	0.05345962355625668	0.0729316348913068	alpha
2-05	3.7	3	6.53205470108629	83.19512638385861	95.99771834303328	70.39253442468393	0.06183543555200175	0.05231980784158196	0.07135106326242155	alpha
2-05	3.75	3	6.3886159908324665	81.46220937760324	93.98366663069154	68.94075212451494	0.060547431284025045	0.051240759166982515	0.06985410340106758	alpha
2-05	3.8000000000000003	3	6.252498191539984	79.81940470829326	92.07407597711345	67.56473343947307	0.059326403723048184	0.050218022398428666	0.0684347850476677	alpha
2-05	3.85	3	6.123219717972841	78.26031360437787	90.26160372103014	66.2590234877256	0.058167596931517615	0.04924754315186365	0.06708765071117158	alpha
2-05	3.9000000000000004	3	6.000334706542662	76.77909069591298	88.53953061592232	65.01865077590365	0.05706666629200001	0.04832562632552887	0.06580770625847115	alpha
2-05	3.95	3	5.883430401455276	75.3703894474018	86.90170113980217	63.83907775500143	0.056019637949709544	0.04744889935024501	0.06459037654917407	alpha
2-05	4	3	5.772124673338341	74.02931343453473	85.3424699085529	62.71615696051656	0.055022872598559515	0.046614279590224496	0.06343146560689454	alpha
2-06	0	3	10.267576538826312	1185.5411666666666	1205.6652468912746	1165.4170864420587	1	0.9830254057889951	1.016974594211005	alpha
2-06	0.05	3	10.319458680416089	1162.9428769171793	1183.1686442707442	1142.7171095636145	0.9809384183486214	0.9638780513852094	0.9979987853120333	alpha
2-06	0.1	3	10.375039797987302	1139.5382691570223	1159.872973499247	1119.2035648147976	0.9611967101581225	0.9440444552099464	0.9783489651062985	alpha
2-06	0.15000000000000002	3	10.435067597966246	1115.2752571032688	1135.7276137715235	1094.8229004350142	0.9407309408234542	0.9234794465326573	0.9579824351142511	alpha
2-06	0.2	3	10.500377476162488	1090.0990362638133	1110.6793979411673	1069.5186745864594	0.9194948829392372	0.902135416852354	0.9368543490261204	alpha
2-06	0.25	3	10.571885102638797	1063.9526713535274	1084.6731854033949	1043.23215730366	0.8974405117833198	0.8799628276400299	0.9149181959266098	alpha
2-06	0.30000000000000004	3	10.650567656954388	1036.7780038933493	1057.652732915887	1015.9032748708115	0.8745187708735681	0.8569110069177788	0.8921265348293576	alpha
2-06	0.35000000000000003	3	10.737428265130097	1008.5169708675061	1029.5619435537435	987.4719981812686	0.8506806842508121	0.8329293203353704	0.868432048166254	alpha
2-06	0.4	3	10.833436721404171	979.1134388723766	1000.3465846751225	957.8802930696307	0.8258789035772637	0.807968816268827	0.8437889908857003	alpha
2-06	0.45	3	10.93943827904049	948.5156680303212	969.9565730683394	927.074762992303	0.8000697864395722	0.7819844549126185	0.8181551179665258	alpha
2-06	0.5	3	11.056021643788835	916.6795218017504	938.3489260358718	895.010117567629	0.7732161038145453	0.7549380339816365	0.791494173647454	alpha
2-06	0.55	3	11.183338049601785	883.5725264921883	905.4914662963442	861.6535866880324	0.7452904642497484	0.7268019119999902	0.7637790164995065	alpha
2-06	0.6000000000000001	3	11.320866465327894	849.1788492991878	871.3673398450178	826.9903587533579	0.7162795128293911	0.6975635954325988	0.7349954302261832	alpha
2-06	0.65	3	11.467126777021148	813.5051957704753	835.9803512595917	791.030040281359	0.6861889056605025	0.6672311873449852	0.7051466239760197	alpha
2-06	0.7000000000000001	3	11.619354311659945	776.5875152989698	799.3610312734335	753.8139993245062	0.655048965935503	0.6358395815507373	0.6742583503202688	alpha
2-06	0.75	3	11.773165783770299	738.4982373740581	761.5732182942672	715.423256453849	0.6229207876858978	0.6034571186299441	0.6423844567418513	alpha
2-06	0.8	3	11.922267732845922	699.3535391347418	722.7207545051639	675.9863237643198	0.5899023659389939	0.5701921981038924	0.6096125337740955	alpha
2-06	0.8500000000000001	3	12.058280579526842	659.3198779059896	682.9536735573411	635.6860822546382	0.556134106890417	0.5361990794819622	0.5760691342988717	alpha
2-06	0.9	3	12.1707684083872	618.618745641129	642.4730133857457	594.7644778965122	0.5218028382603295	0.5016818433802556	0.5419238331404033	alpha
2-06	0.9500000000000001	3	12.247567430556943	577.5283812366146	601.533172298732	553.5235901744971	0.4871432536251992	0.4668952928313867	0.5073912144190117	alpha
2-06	1	3	12.275469162626145	536.4594769547786	560.5189544068578	512.3999995026993	0.45250177053161117	0.4322076819511815	0.4727958591120408	alpha
2-06	1.05	3	12.241381623766713	495.55516608753675	519.5478331911299	471.56249898394356	0.4179991214314954	0.3977613871560571	0.43823685570693377	alpha
2-06	1.1	3	12.133579044928606	455.46045114565214	479.2418290772821	431.6790732140222	0.38417936378055095	0.3641198512133957	0.4042388763477063	alpha
2-06	1.1500000000000001	3	11.943396559757096	416.5185324440971	439.9271595543006	393.1099053338936	0.3513319858940063	0.3315868873952165	0.3710770843927961	alpha
2-06	1.2000000000000002	3	11.666568816439549	379.13846936285427	402.00452406623384	356.2724146594747	0.31980202798765817	0.30051458749525334	0.33908946848006305	alpha
2-06	1.25	3	11.304223245830208	343.69113783033066	365.84700826535834	321.535267395303	0.28990232266389515	0.27121392022121793	0.3085907251065723	alpha
2-06	1.3	3	10.8631608148584	310.48552380143434	331.77692775682357	289.1941198460451	0.2618934985399222	0.24393427067501955	0.2798527264048249	alpha
2-06	1.35	3	10.355319220253355	279.7504665150605	300.04651923517247	259.45441379494855	0.23596858074664961	0.21884892831216057	0.25308823318113866	alpha
2-06	1.4000000000000001	3	9.796494680388514	251.62448600212818	270.8252627504279	232.42370925382846	0.2122444104658209	0.19604861964205247	0.22844020128958933	alpha
2-06	1.4500000000000002	3	9.204582153649982	226.15479899966985	244.19544851356395	208.11414948577576	0.19076081485684654	0.17554358746640664	0.20597804224728647	alpha
2-06	1.5	3	8.597696121963597	203.30487010683734	220.1560448559057	186.453695357769	0.1714869764315824	0.15727306701800373	0.18570088584516103	alpha
2-06	1.55	3	7.992521955614187	182.9683935446386	198.63344872328804	167.30333836598913	0.15433322662179896	0.14111980508984642	0.16754664815375148	alpha
2-06	1.6	3	7.403138928638758	164.98683403339402	179.4967197060724	150.47694836071562	0.13916584145051678	0.12692680152457714	0.1514048813764564	alpha
2-06	1.6500000000000001	3	6.840403974410996	149.16766125823227	162.57460668778248	135.76071582868207	0.12582242224252774	0.11451370871447208	0.13713113577058336	alpha
2-06	1.7000000000000002	3	6.31184870224712	135.3010098803119	147.67200601258213	122.93001374804167	0.1141259482880141	0.10369105451958158	0.12456084205644663	alpha
2-06	1.75	3	5.821957623494403	123.1733712941963	134.58419855576372	111.76254403262887	0.10389632579399785	0.09427133124939613	0.11352132033859956	alpha
2-06	1.8	3	5.372669617293122	112.57777854836513	123.10801749909224	102.04753959763802	0.09495897883065087	0.0860767575744	0.10384120008690173	alpha
2-06	1.85	3	4.963962522228747	103.3205975282478	113.04978529242275	93.59140976407285	0.0871505776714188	0.0789440404058002	0.09535711493703741	alpha
2-06	1.9000000000000001	3	4.594420179385343	95.22542677112921	104.23032485256853	86.22052868968989	0.0803223282738214	0.07272672692768005	0.08791792961996275	alpha
2-06	1.9500000000000002	3	4.261723628834524	88.13476557786345	96.48759040244246	79.78194075328443	0.07434137932609126	0.06729579958627988	0.08138695906590264	alpha
