AGE_DAYS	INDIVIDUAL	Q	N_GROUP	D_SD	D	D_UPPER	D_LOWER	E	E_LOWER	E_UPPER	DIVTYPE
39	1-09	1.4500000000000002	1	0.4927767853650614	6.128545677119209	7.094370428852153	5.162720925386264	0.5686426051606781	0.4790276896670159	0.6582575206543404	solo
39	1-09	1.5	1	0.49415919812633	6.054014364080174	7.022548595036973	5.085480133123374	0.5617271504597702	0.471860833507156	0.6515934674123844	solo
39	1-09	1.55	1	0.49550129921104513	5.9825794653301205	6.953744166076574	5.011414764583667	0.5550989993347363	0.46498861188435786	0.6452093867851147	solo
39	1-09	1.6	1	0.4968083618060388	5.914074134726775	6.887800631084955	4.9403476383685945	0.5487426708166806	0.45839458486370627	0.6390907567696549	solo
39	1-09	1.6500000000000001	1	0.49808427166714636	5.848341298980644	6.824568532714115	4.872114065247174	0.5426435907196144	0.4520634716072534	0.6332237098319754	solo
39	1-09	1.7000000000000002	1	0.49933174784995094	5.785233169007447	6.763905411130786	4.806560926884108	0.5367880463008533	0.4459810648929815	0.6275950277087252	solo
39	1-09	1.75	1	0.5005525440785188	5.724610753715874	6.705675712479668	4.743545794952079	0.5311631411473787	0.4401341493808471	0.6221921329139103	solo
39	1-09	1.8	1	0.501747629314479	5.666343381060768	6.6497506638455	4.682936098276036	0.5257567507363273	0.4345104243355171	0.6170030771371376	solo
39	1-09	1.85	1	0.5029173472692182	5.610308230167075	6.596008118015165	4.624608342318984	0.5205574790226931	0.4290984312056585	0.6120165268397277	solo
39	1-09	1.9000000000000001	1	0.5040615554240286	5.556389877451554	6.544332372073891	4.568447382829218	0.5155546163258228	0.4238874862286447	0.6072217464230008	solo
39	1-09	1.9500000000000002	1	0.5051797446696416	5.504479858923116	6.494613964194754	4.514345753651478	0.5107380987170601	0.4188676180609119	0.6026085793732084	solo
39	1-09	2	1	0.5062711410144332	5.454476250215113	6.446749453015401	4.4622030474148255	0.5060984690526665	0.414029510314528	0.598167427790805	solo
39	1-09	2.0500000000000003	1	0.5073347909928794	5.406283265379999	6.400641183830198	4.4119253469298	0.5016268397476222	0.40936444879886796	0.5938892306963766	solo
39	1-09	2.1	1	0.5083696324747656	5.359810875045728	6.356197045530132	4.363424704561323	0.49731485734592695	0.40486427321376234	0.5897654414780916	solo
39	1-09	2.15	1	0.5093745525641821	5.314974444181777	6.313330221848778	4.316618666514776	0.49315466891039456	0.4005213330099537	0.5857880048108354	solo
39	1-09	2.2	1	0.5103484342110519	5.271694389439944	6.271958940060015	4.2714298388198735	0.4891388902287121	0.3963284471185223	0.5819493333389019	solo
39	1-09	2.25	1	0.5112901930563021	5.229895855810795	6.232006219849678	4.227785491771911	0.4852605758117184	0.39227886724861155	0.5782422843748252	solo
39	1-09	2.3000000000000003	1	0.5121988059094486	5.189508412162166	6.193399624669106	4.185617199655225	0.48151319064367115	0.38836624445884715	0.5746601368284951	solo
39	1-09	2.35	1	0.5130733321250683	5.1504657650934424	6.156071017486534	4.144860512700351	0.4778905836319594	0.3845845987195872	0.5711965685443317	solo
39	1-09	2.4000000000000004	1	0.5139129290100941	5.112705490441496	6.11995632249077	4.1054546583922225	0.47438696269464126	0.38092829119853605	0.5678456341907465	solo
39	1-09	2.45	1	0.5147168622624346	5.076168781705368	6.0849952939752034	4.067342269435533	0.47099687141780266	0.37739199901976644	0.5646017438158388	solo
39	1-09	2.5	1	0.5154845123166435	5.040800214611609	6.051131293340424	4.030469135882795	0.46771516721054135	0.37397069226469914	0.5614596421563836	solo
39	1-09	2.5500000000000003	1	0.516215377356419	5.006547527016436	6.018311074900771	3.9947839791321016	0.46453700088299105	0.3706596130022827	0.5584143887636994	solo
39	1-09	2.6	1	0.516909073647777	4.973361413330559	5.986484580962164	3.960238245698954	0.46145779757184496	0.3674542561539275	0.5554613389897624	solo
39	1-09	2.6500000000000004	1	0.5175653337512786	4.941195332654679	5.955604746453638	3.926785918855721	0.45847323893803565	0.36435035201630445	0.5525961258597669	solo
39	1-09	2.7	1	0.5181840030866303	4.910005329825436	5.925627313240024	3.894383346410849	0.455579246562323	0.361343850281684	0.5498146428429621	solo
39	1-09	2.75	1	0.5187650352479262	4.879749868590744	5.89651065411533	3.862989083066157	0.4527719664663181	0.3584309054109169	0.5471130275217193	solo
39	1-09	2.8000000000000003	1	0.5193084864021393	4.850389676158309	5.86821560637251	3.8325637459441078	0.4500477546887784	0.3556078632284025	0.5444876461491542	solo
39	1-09	2.85	1	0.5198145090464701	4.821887598389922	5.840705314762373	3.8030698820174704	0.4474031638496796	0.3528712486214308	0.5419350790779284	solo
39	1-09	2.9000000000000004	1	0.5202833453509942	4.7942084649457275	5.813945083589691	3.774471846301764	0.4448349306375066	0.3502177542381595	0.5394521070368538	solo
39	1-09	2.95	1	0.5207153202709317	4.767318963716052	5.7879022376453175	3.746735689786787	0.44233996415829757	0.3476442300892403	0.5370356982273549	solo
39	1-09	3	1	0.5211108345769879	4.741187523912733	5.762545991637239	3.719829056188227	0.4399153350881682	0.34514767396782436	0.5346829962085121	solo
39	1-09	3.0500000000000003	1	0.5214703579218323	4.7157842072264575	5.73784732775846	3.693721086694455	0.437558265574248	0.34272522261140853	0.5323913085370875	solo
39	1-09	3.1	1	0.5217944220352023	4.691080606491082	5.713778881013971	3.6683823319681923	0.4352661198321579	0.34037414353683065	0.5301580961274851	solo
39	1-09	3.1500000000000004	1	0.5220836141187094	4.667049751329625	5.690314831920802	3.643784670738447	0.4330363953912897	0.33809182748674993	0.5279809632958296	solo
39	1-09	3.2	1	0.5223385704935981	4.643666020289547	5.667430806193135	3.6199012343859582	0.4308667149421987	0.33587578143223923	0.5258576484521582	solo
39	1-09	3.25	1	0.5225599705399793	4.620905059006632	5.645103781027303	3.596706336985961	0.42875481874336646	0.3337236220817408	0.5237860154049921	solo
39	1-09	3.3000000000000003	1	0.5227485309539479	4.598743703967231	5.62331199760819	3.574175410326272	0.4266985575474118	0.3316330698516606	0.5217640452431631	solo
39	1-09	3.35	1	0.5229050003391352	4.57715991146764	5.602034879468249	3.5522849434670305	0.42469588600952357	0.32960194325836517	0.5197898287606819	solo
39	1-09	3.4000000000000004	1	0.5230301541412686	4.556132691396988	5.581252956342308	3.531012426451669	0.4227448565434459	0.3276281536953532	0.5178615593915387	solo
