INDIVIDUAL	Q	N_GROUP	D_SD	D	D_UPPER	D_LOWER	E	E_LOWER	E_UPPER	DIVTYPE
2-04	1.2000000000000002	NA	0.6583721406777205	43.343383034805505	44.63376871895837	42.05299735065264	0.3143740791081982	0.3050147771168376	0.3237333810995588	gamma
2-04	1.25	NA	0.6506406328466136	41.98946553536953	43.26469774262724	40.714233328111824	0.30455397423240055	0.2953045819899024	0.3138033664748987	gamma
2-04	1.3	NA	0.6432588920635979	40.71965077369948	41.980415034879265	39.45888651251969	0.2953438752879444	0.28619942056777076	0.3044883300081181	gamma
2-04	1.35	NA	0.6361460827455784	39.52778571705232	40.774609128139886	38.28096230596475	0.2866991536864071	0.27765581340638235	0.29574249396643176	gamma
2-04	1.4000000000000001	NA	0.6292473851672639	38.40824069025632	39.641542902550164	37.17493847796248	0.27857897680643146	0.26963370719190605	0.2875242464209568	gamma
2-04	1.4500000000000002	NA	0.6225269055921927	37.355852715306966	38.57598302967483	36.1357224009391	0.2709458970299043	0.2620961645652424	0.27979562949456616	gamma
2-04	1.5	NA	0.6159623187864597	36.36587690973398	37.57314087038922	35.15861294907874	0.2637654992292414	0.25500908777038656	0.2725219106880963	gamma
2-04	1.55	NA	0.6095408449791051	35.43394467250466	36.62862277576981	34.239266569239504	0.2570060974853825	0.24834097256324345	0.26567122240752156	gamma
2-04	1.6	NA	0.6032562503764608	34.55602755390249	35.73838807808903	33.373667029715946	0.25063847303225084	0.24206268879624537	0.25921425726825625	gamma
2-04	1.6500000000000001	NA	0.5971066300622148	33.72840586692993	34.898713356781954	32.55809837707791	0.24463564659198336	0.23614728427148302	0.2531240089124837	gamma
2-04	1.7000000000000002	NA	0.5910927869256483	32.94764124660198	34.10616182049766	31.789120672706304	0.23897267934462385	0.23056980875526792	0.24737554993397975	gamma
2-04	1.75	NA	0.5852170629051135	32.21055249683493	33.35755686326726	31.063548130402594	0.23362649774308725	0.2253071554079334	0.24194584007824113	gamma
2-04	1.8	NA	0.5794825118493907	31.514194181181136	32.649959034076744	30.378429328285524	0.22857573822952545	0.22033791725865673	0.23681355920039415	gamma
2-04	1.85	NA	0.5738923288188854	30.855837513426913	31.980645808915746	29.73102921793808	0.22380060863283996	0.21564225671592546	0.23195896054975443	gamma
2-04	1.9000000000000001	NA	0.5684494703784837	30.232953187949004	31.347093676921702	29.118812698976306	0.21928276363546623	0.21120178643217116	0.22736374083876132	gamma
2-04	1.9500000000000002	NA	0.5631564157035274	29.643195859134863	30.746962151576444	28.539429566693283	0.21500519220098976	0.20699946012746084	0.22301092427451868	gamma
2-04	2	NA	0.5580150301508883	29.084390035808248	30.17807939773602	27.990700673880475	0.21095211526494317	0.20301947221974348	0.21888475831014287	gamma
2-04	2.0500000000000003	NA	0.5530265021186039	28.55451720223468	29.638429228883307	27.470605175586055	0.2071088923221153	0.19924716530975145	0.2149706193344791	gamma
2-04	2.1	NA	0.5481913311261758	28.051704013643793	29.126139279288168	26.977268747999418	0.20346193580744307	0.19566894473134078	0.21125492688354536	gamma
2-04	2.15	NA	0.5435093505506999	27.574211442895958	28.639470195236086	26.50895269055583	0.19999863237565246	0.19227219950791913	0.20772506524338577	gamma
2-04	2.2	NA	0.5389797727041945	27.120424777374062	28.17680572026987	26.064043834478255	0.19670727034767074	0.18904522915804697	0.20436931153729448	gamma
2-04	2.25	NA	0.5346012472084974	26.68884438263595	27.7366435732548	25.6410451920171	0.1935769727184341	0.18597717587339777	0.20117676956347044	gamma
2-04	2.3000000000000003	NA	0.5303719261295264	26.278077162873455	27.317587036498466	25.238567289248444	0.19059763521870612	0.1830579616546394	0.1981373087827729	gamma
2-04	2.35	NA	0.5262895312400911	25.886828658659052	26.9183371853301	24.855320131988005	0.18775986899920977	0.18027823003936988	0.19524150795904968	gamma
2-04	2.4000000000000004	NA	0.5223514202215725	25.513895730531402	26.53768570143903	24.490105759623773	0.18505494756391	0.17762929209428868	0.19248060303353132	gamma
2-04	2.45	NA	0.5185546496935166	25.1581597832435	26.174508220658577	24.141811345828426	0.18247475762477877	0.17510307637394412	0.18984643887561342	gamma
2-04	2.5	NA	0.5148960337585322	24.818580490417343	25.827758172366586	23.8094028084681	0.18001175358606056	0.17269208257273483	0.18733142459938626	gamma
2-04	2.5500000000000003	NA	0.5113721973323406	24.494189983264793	25.49646107273129	23.491918893798296	0.17765891539445855	0.1703893386169657	0.18492849217195143	gamma
2-04	2.6	NA	0.5079796239461093	24.184087470208013	25.17970923802259	23.188465702393437	0.17540970951468035	0.16818836096084364	0.18263105806851707	gamma
2-04	2.6500000000000004	NA	0.5047146980002007	23.88743425686561	24.876656887414015	22.898211626317206	0.17325805280887785	0.16608311786524604	0.18043298775250965	gamma
2-04	2.7	NA	0.5015737416460927	23.6034491381079	24.58651560732524	22.620382668890564	0.1711982791147434	0.16406799545150982	0.17832856277797693	gamma
2-04	2.75	NA	0.4985530466006812	23.33140413583511	24.308550151555167	22.354258120115055	0.16922510833117027	0.16213776633482543	0.1763124503275151	gamma
2-04	2.8000000000000003	NA	0.49564890127303873	23.070620557872648	24.04207455334465	22.099166562400644	0.1673336178330092	0.1602875606533643	0.1743796750126541	gamma
2-04	2.85	NA	0.49285761362223923	22.82046535496172	23.786448527167664	21.854482182755774	0.16551921604794095	0.1585128393202084	0.17252559277567353	gamma
2-04	2.9000000000000004	NA	0.4901755301770017	22.580347754288987	23.541074139538736	21.619621369039237	0.1637776180391159	0.1568093693356101	0.17074586674262165	gamma
2-04	2.95	NA	0.4875990516417995	22.349716149370366	23.30539272948418	21.394039569256552	0.16210482294715653	0.15517320100714105	0.16903644488717198	gamma
2-04	3	NA	0.4851246454958907	22.128055227398583	23.07888206058329	21.177228394213877	0.16049709315450986	0.15360064693493874	0.16739353937408094	gamma
2-04	3.0500000000000003	NA	0.4827488559660172	21.91488331639105	22.86105368766236	20.968712945119744	0.15895093504403396	0.15208826262852315	0.16581360745954477	gamma
2-04	3.1	NA	0.480468311723522	21.709749935640914	22.651450522331782	20.768049348950047	0.157463081232164	0.1506328286305417	0.16429333383378628	gamma
2-04	3.1500000000000004	NA	0.47827973162476767	21.51223353408341	22.449644582603437	20.574822485563384	0.15603047416504734	0.14923133403129993	0.16282961429879478	gamma
2-04	3.2	NA	0.47617992878166326	21.321939402243913	22.25523491281682	20.388643891671006	0.1546502509736851	0.14788096126603664	0.16141954068133355	gamma
2-04	3.25	NA	0.47416581321785467	21.13849774443426	22.067845661041403	20.20914982782712	0.15331972949137068	0.14657907209460308	0.16006038688813828	gamma
2-04	3.3000000000000003	NA	0.4722343933365664	20.96156189881157	21.887124302012364	20.035999495610778	0.15203639534359092	0.1453231946704971	0.15874959601668476	gamma
