AGE_DAYS	Q	N_GROUP	D_SD	D	D_UPPER	D_LOWER	E	E_LOWER	E_UPPER	DIVTYPE
128	0	2	1.2934310648270861	53.94525	56.48032830354638	51.410171696453624	1	0.9530064592610772	1.0469935407389228	alpha
128	0.05	2	1.2330530049595274	51.92338346007568	54.34012294082524	49.506643979326114	0.9625200265097609	0.9177201696039246	1.007319883415597	alpha
128	0.1	2	1.1802744044094549	49.9561100271345	52.26940535165149	47.64281470261751	0.9260520625473883	0.8831697823741201	0.9689343427206565	alpha
128	0.15000000000000002	2	1.1346159256335415	48.04424979966861	50.26805615019593	45.820443449141294	0.8906113105355636	0.8493879155095452	0.931834705561582	alpha
128	0.2	2	1.0955131499752462	46.18847724614401	48.33564356468552	44.0413109276025	0.8562102733075481	0.816407578565351	0.8960129680497452	alpha
128	0.25	2	1.062339976604068	44.389319023239274	46.47146711672037	42.30717092975818	0.8228587136631913	0.7842612821287913	0.8614561451975914	alpha
128	0.30000000000000004	2	1.0344355838605934	42.64715305439753	44.67460954309095	40.6196965657041	0.7905636372877598	0.7529800411658877	0.828147233409632	alpha
128	0.35000000000000003	2	1.0111319180194729	40.962208812917495	42.94399095585457	38.980426669980424	0.7593292979996847	0.7225923815346194	0.7960662144647502	alpha
128	0.4	2	0.9917787427695233	39.33456872765735	41.27841934411803	37.39071811119667	0.7291572238085345	0.6931234559335006	0.7651909916835685	alpha
128	0.45	2	0.9757639576909594	37.76417060988941	39.67663282437596	35.851708395402866	0.7000462619023808	0.664594350668555	0.7354981731362067	alpha
128	0.5	2	0.9625279174961728	36.250810988045416	38.13733104045225	34.36429093563858	0.6719926404650162	0.6370216272171985	0.7069636537128339	alpha
128	0.55	2	0.9515715419109303	34.79414923350061	36.659195184359284	32.92910328264194	0.6449900451569065	0.6104171040572051	0.679562986256608	alpha
128	0.6000000000000001	2	0.9424588543882076	33.39371236488196	35.24089777639372	31.54652695337019	0.6190297081741573	0.584787853487938	0.6532715628603765	alpha
128	0.65	2	0.9348151105962679	32.048900429647084	33.8811043786196	30.21669648067457	0.5941005080085286	0.5601363693870094	0.628064646630048	alpha
128	0.7000000000000001	2	0.928321877403184	30.758992378187855	32.578469823958706	28.93951493241701	0.570189078337534	0.5364608548930074	0.6039173017820606	alpha
128	0.75	2	0.922710373514931	29.523152365278285	31.33163146552905	27.71467326502752	0.5472799248363532	0.5137555811684535	0.5808042685042529	alpha
128	0.8	2	0.9177541793880943	28.34043643383569	30.139201572097466	26.541671295573916	0.5253555490768083	0.49201127616562934	0.5586998219879872	alpha
128	0.8500000000000001	2	0.9132621513247405	27.209799554195392	28.99976047923545	25.419838629155333	0.5043965790166027	0.47121551256422634	0.5375776454689792	alpha
128	0.9	2	0.9090720938082028	26.130103006170224	27.91185156938472	24.348354442955728	0.4843819058428726	0.45135307451454443	0.5174107371712008	alpha
128	0.9500000000000001	2	0.90504549218944	25.100122099354227	26.873978668415855	23.3262655302926	0.46528882708587366	0.43240629212567555	0.4981713620460718	alpha
128	1	2	0.9010710454640265	24.120459326350275	25.88652612297162	22.35439252972893	0.4471285113397431	0.4143903778317633	0.47986664484772285	alpha
