AGE_DAYS	INDIVIDUAL	Q	N_GROUP	D_SD	D	D_UPPER	D_LOWER	E	E_LOWER	E_UPPER	DIVTYPE
128	4-01	0.2	1	16.578168670119265	977.8882506295581	1010.3808641526222	945.3956371064941	0.9595545221520598	0.9276710894361817	0.991437954867938	solo
128	4-01	0.25	1	16.90728180538549	966.2798547144995	999.4175181295244	933.1421912994746	0.9481637637621775	0.9156473747341172	0.9806801527902378	solo
128	4-01	0.30000000000000004	1	17.259009487434216	954.0594176169284	987.8864546211346	920.2323806127222	0.9361724389128402	0.902979600868724	0.9693652769569565	solo
128	4-01	0.35000000000000003	1	17.636654022446937	941.1737792482137	975.7409859400032	906.6065725564242	0.9235283841759558	0.8896092533571558	0.9574475149947559	solo
128	4-01	0.4	1	18.04405422666832	927.5648908728336	962.9305872921913	892.199194453476	0.9101746391302907	0.875471988897604	0.9448772893629775	solo
128	4-01	0.45	1	18.485635453413625	913.1697295820239	949.4009093020513	876.9385498619965	0.896049362438591	0.8604974552335762	0.9316012696436058	solo
128	4-01	0.5	1	18.966438767355775	897.9203852906815	935.093922189683	860.7468483916799	0.8810859172134429	0.8446093204112425	0.9175625140156431	solo
128	4-01	0.55	1	19.492111826646735	881.7443951114286	919.9482322742834	843.5405579485738	0.8652131991223966	0.8277256184202277	0.9027007798245654	solo
128	4-01	0.6000000000000001	1	20.068837025456165	864.5654197779857	903.8996175594837	825.2312219964876	0.8483563001295602	0.8097595511327694	0.8869530491263511	solo
128	4-01	0.65	1	20.703164600511556	846.3043782479066	886.8818352309138	805.7269212648994	0.830437621826479	0.7906209226071067	0.8702543210458512	solo
128	4-01	0.7000000000000001	1	21.401710903421005	826.8811775917533	868.8277601699966	784.9345950135099	0.8113785728888524	0.7702184168323035	0.8525387289454013	solo
128	4-01	0.75	1	22.170677058227458	806.2171919393604	849.6709204863547	762.7634633923661	0.7911020015468063	0.7484629559249855	0.8337410471686273	solo
128	4-01	0.8	1	23.01514410194532	784.2386503960441	829.3475039348564	739.1297968572319	0.7695355199834798	0.7252723801263479	0.8137986598406117	solo
128	4-01	0.8500000000000001	1	23.938111870476515	760.8810802706089	807.7989173946336	713.9632431465842	0.7466158642601228	0.7005776561591789	0.7926540723610669	solo
128	4-01	0.9	1	24.939275300242286	736.0949062633384	784.9749876523426	687.2148248743342	0.7222943885289108	0.6743307248794255	0.7702580521783962	solo
128	4-01	0.9500000000000001	1	26.013577763913794	709.8522135257407	760.8378890520437	658.8665379994377	0.6965437012969112	0.6465139197909519	0.7465734828028706	solo
128	4-01	1	1	27.147325802460838	682.2113562124019	735.4191370618001	629.0035753630037	0.6694210626783382	0.6172108365151274	0.7216312888415491	solo
