event	id	n	p
d_3_del	39	11	0.0022718116235362707
d_3_del	39	12	0.0018021770901524815
d_3_del	39	13	0.00032732676922578215
d_3_del	39	14	0.0006296085633690099
d_3_del	39	15	0.0008540853909823723
d_3_del	39	16	0.00301499742286926
d_3_del	39	17	0.01359738085584874
d_3_del	39	18	0.003156931064004186
d_3_del	39	19	0.0005260026264909046
d_3_del	39	20	0.0014518563247032192
d_3_del	39	21	0.002541659769542017
d_3_del	39	22	0.003872603194852999
d_3_del	39	23	0.00017280438079209011
d_3_del	39	24	0.0002447629471593152
d_3_del	39	25	0.00020583403347125304
d_3_del	39	26	0.0010559889995773602
d_3_del	39	27	0.001835718406697513
d_3_del	39	28	0.001832214124488672
d_3_del	39	29	0.0016344176244073555
d_3_del	39	30	0.0006681971820021837
d_3_del	39	31	0.0007412680126463977
d_3_del	39	32	0.001434207808306082
d_3_del	39	33	0.0
d_3_del	39	34	0.0
d_3_del	39	35	0.0
d_3_del	39	36	0.0
d_3_del	39	37	0.0
d_5_del	39	-6	0.008199152188630692
d_5_del	39	-5	0.0053653193929863886
d_5_del	39	-4	0.0022644521614747213
d_5_del	39	-3	0.005288648329419646
d_5_del	39	-2	0.011201599286146715
d_5_del	39	-1	0.03099508132090613
d_5_del	39	0	0.104096074872462
d_5_del	39	1	0.10795469317258123
d_5_del	39	2	0.12426033229201615
d_5_del	39	3	0.22736448800796663
d_5_del	39	4	0.10943546650859799
d_5_del	39	5	0.0827514344745434
d_5_del	39	6	0.05757649701936036
d_5_del	39	7	0.026859687955031977
d_5_del	39	8	0.022312795110658975
d_5_del	39	9	0.012702144891726792
d_5_del	39	10	0.005828585572093652
d_5_del	39	11	0.007154872734583216
d_5_del	39	12	0.001779028996731396
d_5_del	39	13	0.004043845638576179
d_5_del	39	14	0.0027130188185381853
d_5_del	39	15	0.0007453558294195221
d_5_del	39	16	0.0006144462753652336
d_5_del	39	17	0.0009390526025032025
d_5_del	39	18	0.000904531147455707
d_5_del	39	19	0.0010878373304482277
d_5_del	39	20	0.000700786422402767
d_5_del	39	21	0.00227918592972254
d_5_del	39	22	0.0019417942365308413
d_5_del	39	23	0.0032800337951318335
d_5_del	39	24	0.001869689438856657
d_5_del	39	25	0.004059894791675181
d_5_del	39	26	0.005055963988608276
d_5_del	39	27	0.0
d_5_del	39	28	0.0
d_5_del	39	29	0.0
d_5_del	39	30	0.0
d_5_del	39	31	0.0
d_5_del	39	32	0.0
d_5_del	39	33	0.0
d_5_del	39	34	0.0
d_5_del	39	35	0.0
d_5_del	39	36	0.0
d_5_del	39	37	0.0
dj_ins	56	0	0.504924
dj_ins	56	1	0.27721
dj_ins	56	2	0.0966565
dj_ins	56	3	0.0387611
dj_ins	56	4	0.0503823
dj_ins	56	5	0.015556
dj_ins	56	6	0.0105692
dj_ins	56	7	0.00339617
dj_ins	56	8	0.000381745
dj_ins	56	9	0.000346176
dj_ins	56	10	0.000569104
dj_ins	56	11	0.000437174
dj_ins	56	12	8.19897e-06
dj_ins	56	13	1.12798e-05
dj_ins	56	14	6.83575e-08
dj_ins	56	15	0.00039727
dj_ins	56	16	1.76572e-06
dj_ins	56	17	1.96558e-19
dj_ins	56	18	0.0
dj_ins	56	19	0.0
dj_ins	56	20	0.0
dj_ins	56	21	0.0
dj_ins	56	22	0.0
dj_ins	56	23	0.0
dj_ins	56	24	0.0
dj_ins	56	25	0.0
dj_ins	56	26	0.0
dj_ins	56	27	0.0
dj_ins	56	28	0.0
dj_ins	56	29	0.0
dj_ins	56	30	0.0
dj_ins	56	31	0.0
dj_ins	56	32	0.0
dj_ins	56	33	0.0
dj_ins	56	34	0.0
dj_ins	56	35	0.0
dj_ins	56	36	0.0
dj_ins	56	37	0.0
dj_ins	56	38	0.0
dj_ins	56	39	0.0
dj_ins	56	40	0.0
dj_ins	56	41	0.0
dj_ins	56	42	0.0
dj_ins	56	43	0.0
dj_ins	56	44	0.0
dj_ins	56	45	0.000145262
dj_ins	56	46	5.08137e-05
dj_ins	56	47	1.01328e-09
dj_ins	56	48	0.0
dj_ins	56	49	0.0
dj_ins	56	50	0.0
dj_ins	56	51	0.0
dj_ins	56	52	0.0
dj_ins	56	53	0.0
dj_ins	56	54	0.0
dj_ins	56	55	0.0
dj_ins	56	56	0.0
dj_ins	56	57	0.0
dj_ins	56	58	0.0
dj_ins	56	59	0.000175173
dj_ins	56	60	2.09057e-05
vd_ins	56	0	0.451999
vd_ins	56	1	0.255314
vd_ins	56	2	0.182376
vd_ins	56	3	0.0634885
vd_ins	56	4	0.0271489
vd_ins	56	5	0.00968705
vd_ins	56	6	0.00679799
vd_ins	56	7	0.00100074
vd_ins	56	8	0.00129904
vd_ins	56	9	2.86056e-06
vd_ins	56	10	0.000111955
vd_ins	56	11	6.69852e-05
vd_ins	56	12	0.000235144
vd_ins	56	13	0.000149638
vd_ins	56	14	6.20922e-05
vd_ins	56	15	2.87539e-23
vd_ins	56	16	0.0
vd_ins	56	17	0.000260209
vd_ins	56	18	7.80618e-15
vd_ins	56	19	1.1272e-27
vd_ins	56	20	0.0
vd_ins	56	21	0.0
vd_ins	56	22	0.0
vd_ins	56	23	0.0
vd_ins	56	24	0.0
vd_ins	56	25	0.0
vd_ins	56	26	0.0
vd_ins	56	27	0.0
vd_ins	56	28	0.0
vd_ins	56	29	0.0
vd_ins	56	30	0.0
vd_ins	56	31	0.0
vd_ins	56	32	0.0
vd_ins	56	33	0.0
vd_ins	56	34	0.0
vd_ins	56	35	0.0
vd_ins	56	36	0.0
vd_ins	56	37	0.0
vd_ins	56	38	0.0
vd_ins	56	39	0.0
vd_ins	56	40	0.0
vd_ins	56	41	0.0
vd_ins	56	42	0.0
vd_ins	56	43	0.0
vd_ins	56	44	1.54494e-09
vd_ins	56	45	4.61562e-11
vd_ins	56	46	3.98569e-18
vd_ins	56	47	0.0
vd_ins	56	48	0.0
vd_ins	56	49	0.0
vd_ins	56	50	0.0
vd_ins	56	51	0.0
vd_ins	56	52	0.0
vd_ins	56	53	0.0
vd_ins	56	54	0.0
vd_ins	56	55	0.0
vd_ins	56	56	0.0
vd_ins	56	57	0.0
vd_ins	56	58	0.0
vd_ins	56	59	0.0
vd_ins	56	60	0.0
j_5_del	56	-6	0.0002253935681496022
j_5_del	56	-5	0.0010880396852404727
j_5_del	56	-4	0.0011700954411276165
j_5_del	56	-3	0.0029075477753587623
j_5_del	56	-2	0.012424024742620809
j_5_del	56	-1	0.06514666628088386
j_5_del	56	0	0.16126498017762939
j_5_del	56	1	0.12852640833591733
j_5_del	56	2	0.10209733435174673
j_5_del	56	3	0.1722571072156291
j_5_del	56	4	0.14735697360835448
j_5_del	56	5	0.08073230806501806
j_5_del	56	6	0.025920763547921777
j_5_del	56	7	0.010661088667432587
j_5_del	56	8	0.07621841424214533
j_5_del	56	9	0.0017633815703683867
j_5_del	56	10	0.0018925882341762007
j_5_del	56	11	0.0007167259253335068
j_5_del	56	12	0.0009643654924201076
j_5_del	56	13	0.0009173123174606506
j_5_del	56	14	0.00045471340978136903
j_5_del	56	15	1.0895517224844062e-06
j_5_del	56	16	1.544203448080722e-09
j_5_del	56	17	0.00037409418587285167
j_5_del	56	18	0.00020888134326298445
j_5_del	56	19	0.0006833805916519156
j_5_del	56	20	0.004026270594503559
v_3_del	56	-6	0.0
v_3_del	56	-5	0.0007763031426714097
v_3_del	56	-4	0.00038699085046514
v_3_del	56	-3	0.001450434730715606
v_3_del	56	-2	0.05027647177979761
v_3_del	56	-1	0.06983685385697799
v_3_del	56	0	0.12266568649131573
v_3_del	56	1	0.15331128272892
v_3_del	56	2	0.112854815684432
v_3_del	56	3	0.23541778072825142
v_3_del	56	4	0.06928113961511999
v_3_del	56	5	0.11986697500195
v_3_del	56	6	0.01772647449123499
v_3_del	56	7	0.028567692196280133
v_3_del	56	8	0.005534024199607206
v_3_del	56	9	0.0014900122990685672
v_3_del	56	10	0.0019059601239650196
v_3_del	56	11	0.001050628879126065
v_3_del	56	12	0.0005264212195680078
v_3_del	56	13	0.00035240169091893954
v_3_del	56	14	0.000834466975527
v_3_del	56	15	0.0001968127164683201
v_3_del	56	16	0.0002871676051074512
v_3_del	56	17	0.0003895581928192
v_3_del	56	18	9.880441898733536e-05
v_3_del	56	19	0.0003185032549332
v_3_del	56	20	0.004595947061628
d_3_del	56	-6	0.0005819778871723172
d_3_del	56	-5	0.00022697176821994224
d_3_del	56	-4	0.0015133960953584305
d_3_del	56	-3	0.004162400256676476
d_3_del	56	-2	0.0348775706032648
d_3_del	56	-1	0.05845832125171244
d_3_del	56	0	0.1680624855642097
d_3_del	56	1	0.15917355111908082
d_3_del	56	2	0.12086892924111038
d_3_del	56	3	0.12038634201126727
d_3_del	56	4	0.0847594421407718
d_3_del	56	5	0.07946815172319341
d_3_del	56	6	0.047781126149299157
d_3_del	56	7	0.026137805569379634
d_3_del	56	8	0.022015074431160037
d_3_del	56	9	0.014778059074282514
d_3_del	56	10	0.00555496555399664
d_3_del	56	11	0.0015217553331711132
d_3_del	56	12	0.0013538298101300875
d_3_del	56	13	0.0013584022864200672
d_3_del	56	14	0.0002911031955540944
d_3_del	56	15	0.00029564954259557957
d_3_del	56	16	0.0013826317780750114
d_3_del	56	17	0.011488783245790559
d_3_del	56	18	0.0028634033525927974
d_3_del	56	19	0.00023797702150843967
d_3_del	56	20	0.0008861571677880647
d_3_del	56	21	0.0029328911893837842
d_3_del	56	22	0.004229733880191568
d_3_del	56	23	0.00010274835418930298
d_3_del	56	24	0.00017813002807506113
d_3_del	56	25	0.00018116303987341772
d_3_del	56	26	0.000510274030946327
d_3_del	56	27	0.0011116782124522436
d_3_del	56	28	0.0018962753486439715
d_3_del	56	29	0.0007959943013913134
d_3_del	56	30	0.00039466240189293706
d_3_del	56	31	0.00042500345773527473
d_3_del	56	32	0.0007596258182272042
d_3_del	56	33	0.0
d_3_del	56	34	0.0
d_3_del	56	35	0.0
d_3_del	56	36	0.0
d_3_del	56	37	0.0
d_5_del	56	-6	0.0076330942579502705
d_5_del	56	-5	0.006392210418888072
d_5_del	56	-4	0.0023233634675083785
d_5_del	56	-3	0.00406200140752883
d_5_del	56	-2	0.010944917704305274
d_5_del	56	-1	0.03009796368587022
d_5_del	56	0	0.11142696745531551
d_5_del	56	1	0.10316675480286243
d_5_del	56	2	0.13091693868577045
d_5_del	56	3	0.21350167637762135
d_5_del	56	4	0.1246637297006233
d_5_del	56	5	0.08735512801015077
d_5_del	56	6	0.05423908565324008
d_5_del	56	7	0.029629259606117408
d_5_del	56	8	0.025068585322176345
d_5_del	56	9	0.011839853124502522
d_5_del	56	10	0.0056879756988904035
d_5_del	56	11	0.004900101024757418
d_5_del	56	12	0.0013174770699217239
d_5_del	56	13	0.0020012034012280256
d_5_del	56	14	0.0022804060806024644
d_5_del	56	15	0.0004511117041887883
d_5_del	56	16	0.00048319410498533775
d_5_del	56	17	0.0007806868347152594
d_5_del	56	18	0.000464713836272885
d_5_del	56	19	0.0009810420697097329
d_5_del	56	20	0.0003095356233315097
d_5_del	56	21	0.0013978645897785914
d_5_del	56	22	0.0016718749108526583
d_5_del	56	23	0.0023744210945257616
d_5_del	56	24	0.0010571601838531405
d_5_del	56	25	0.0017801054513393924
d_5_del	56	26	0.002804030266583336
d_5_del	56	27	0.0
d_5_del	56	28	0.0
d_5_del	56	29	0.0
d_5_del	56	30	0.0
d_5_del	56	31	0.0
d_5_del	56	32	0.0
d_5_del	56	33	0.0
d_5_del	56	34	0.0
d_5_del	56	35	0.0
d_5_del	56	36	0.0
d_5_del	56	37	0.0
dj_ins	73	0	0.494282
dj_ins	73	1	0.291505
dj_ins	73	2	0.0929711
dj_ins	73	3	0.0285951
dj_ins	73	4	0.0604777
dj_ins	73	5	0.0131871
dj_ins	73	6	0.0122579
dj_ins	73	7	0.00342746
dj_ins	73	8	0.00115399
dj_ins	73	9	0.00094353
dj_ins	73	10	9.20567e-06
dj_ins	73	11	0.000852413
dj_ins	73	12	3.15987e-05
dj_ins	73	13	3.2841e-14
dj_ins	73	14	1.52165e-05
dj_ins	73	15	3.25943e-11
dj_ins	73	16	1.7691e-06
dj_ins	73	17	1.6048e-07
dj_ins	73	18	1.81392e-26
dj_ins	73	19	1.42374e-12
dj_ins	73	20	1.62049e-13
dj_ins	73	21	7.60329e-50
dj_ins	73	22	0.000100627
dj_ins	73	23	7.16618e-09
dj_ins	73	24	4.33907e-20
dj_ins	73	25	0.0
dj_ins	73	26	0.0
dj_ins	73	27	0.0
dj_ins	73	28	0.0
dj_ins	73	29	0.0
dj_ins	73	30	0.0
dj_ins	73	31	0.0
dj_ins	73	32	0.0
dj_ins	73	33	0.0
dj_ins	73	34	0.0
dj_ins	73	35	0.0
dj_ins	73	36	0.0
dj_ins	73	37	0.0
dj_ins	73	38	0.0
dj_ins	73	39	0.0
dj_ins	73	40	0.0
dj_ins	73	41	0.0
dj_ins	73	42	0.000167673
dj_ins	73	43	2.02119e-05
dj_ins	73	44	1.46706e-08
dj_ins	73	45	1.9758e-10
dj_ins	73	46	0.0
dj_ins	73	47	0.0
dj_ins	73	48	0.0
dj_ins	73	49	0.0
dj_ins	73	50	0.0
dj_ins	73	51	0.0
dj_ins	73	52	0.0
dj_ins	73	53	0.0
dj_ins	73	54	0.0
dj_ins	73	55	0.0
dj_ins	73	56	0.0
dj_ins	73	57	0.0
dj_ins	73	58	0.0
dj_ins	73	59	0.0
dj_ins	73	60	0.0
vd_ins	73	0	0.418671
vd_ins	73	1	0.260661
vd_ins	73	2	0.194323
vd_ins	73	3	0.0748985
vd_ins	73	4	0.0301924
vd_ins	73	5	0.00805197
vd_ins	73	6	0.00647331
vd_ins	73	7	0.00320471
vd_ins	73	8	0.00154194
vd_ins	73	9	0.000722451
vd_ins	73	10	0.000592857
vd_ins	73	11	1.29444e-05
vd_ins	73	12	4.47893e-32
vd_ins	73	13	0.0
vd_ins	73	14	9.23843e-05
vd_ins	73	15	0.000198394
vd_ins	73	16	9.93588e-05
vd_ins	73	17	2.95581e-17
vd_ins	73	18	0.0
vd_ins	73	19	7.33779e-05
vd_ins	73	20	2.62337e-06
vd_ins	73	21	6.86304e-10
vd_ins	73	22	4.36068e-15
vd_ins	73	23	8.25925e-30
vd_ins	73	24	0.0
vd_ins	73	25	0.0
vd_ins	73	26	0.0
vd_ins	73	27	0.0
vd_ins	73	28	0.0
vd_ins	73	29	0.0
vd_ins	73	30	0.0
vd_ins	73	31	0.0
vd_ins	73	32	0.0
vd_ins	73	33	0.0
vd_ins	73	34	0.0
vd_ins	73	35	0.0
vd_ins	73	36	0.0
vd_ins	73	37	0.0
vd_ins	73	38	0.0
vd_ins	73	39	0.0
vd_ins	73	40	0.0
vd_ins	73	41	0.0
vd_ins	73	42	0.0
vd_ins	73	43	0.0
vd_ins	73	44	0.0
vd_ins	73	45	0.0
vd_ins	73	46	0.000168944
vd_ins	73	47	1.90251e-05
vd_ins	73	48	3.4527e-14
vd_ins	73	49	3.28323e-12
vd_ins	73	50	0.0
vd_ins	73	51	0.0
vd_ins	73	52	0.0
vd_ins	73	53	0.0
vd_ins	73	54	0.0
vd_ins	73	55	0.0
vd_ins	73	56	0.0
vd_ins	73	57	0.0
vd_ins	73	58	0.0
vd_ins	73	59	0.0
vd_ins	73	60	0.0
j_5_del	73	-6	8.245608627772377e-13
j_5_del	73	-5	3.278147083419573e-05
j_5_del	73	-4	0.0009220613498969823
j_5_del	73	-3	0.0032065203280105805
j_5_del	73	-2	0.009849698416372942
j_5_del	73	-1	0.05805400489108461
j_5_del	73	0	0.1617729075898315
j_5_del	73	1	0.1333841685310313
j_5_del	73	2	0.11024632147565028
j_5_del	73	3	0.1711904229471143
j_5_del	73	4	0.13022347560268416
j_5_del	73	5	0.07420116414397329
j_5_del	73	6	0.035273372186797755
j_5_del	73	7	0.011826762064981167
j_5_del	73	8	0.08857226139989968
j_5_del	73	9	0.0015020566784753424
j_5_del	73	10	0.0015399022669908102
j_5_del	73	11	0.0016036503921977978
j_5_del	73	12	0.00020360814804138406
j_5_del	73	13	3.986111968638676e-07
j_5_del	73	14	0.0004939142850304932
j_5_del	73	15	6.818615563571947e-05
j_5_del	73	16	4.228344869399686e-06
j_5_del	73	17	1.7012974404315617e-15
j_5_del	73	18	0.00016160330287167326
j_5_del	73	19	0.0001244320190645908
j_5_del	73	20	0.0055419245929589035
v_3_del	73	-6	6.34717165e-05
v_3_del	73	-5	0.00028894700748457
v_3_del	73	-4	0.0008887605289850711
v_3_del	73	-3	0.002645115759165584
v_3_del	73	-2	0.05299930119100971
v_3_del	73	-1	0.07274330645384999
v_3_del	73	0	0.11429267705092001
v_3_del	73	1	0.16515769183712797
v_3_del	73	2	0.10766933087729105
v_3_del	73	3	0.23595464338040004
v_3_del	73	4	0.05988031467932001
v_3_del	73	5	0.12226663453540002
v_3_del	73	6	0.01121782363243
v_3_del	73	7	0.034258177054605876
v_3_del	73	8	0.009515897668303689
v_3_del	73	9	0.001126996512340247
v_3_del	73	10	0.0015641413707575631
v_3_del	73	11	0.000831317194063976
v_3_del	73	12	0.0006018187610210017
v_3_del	73	13	0.000279909658931056
v_3_del	73	14	0.0008199195041399999
v_3_del	73	15	0.0002262656770416068
v_3_del	73	16	0.00031380756698
v_3_del	73	17	0.0008769925807524
v_3_del	73	18	0.000654963825326344
v_3_del	73	19	0.000515155326167236
v_3_del	73	20	0.0023473437826723735
d_3_del	73	-6	0.0001440613319520043
d_3_del	73	-5	0.0004659125773639362
d_3_del	73	-4	0.001535718154672644
d_3_del	73	-3	0.004144369617559447
d_3_del	73	-2	0.028948715866872976
d_3_del	73	-1	0.05669955703374548
d_3_del	73	0	0.17932099943510854
d_3_del	73	1	0.14103895525846163
d_3_del	73	2	0.12712957602172265
d_3_del	73	3	0.11200588110966155
d_3_del	73	4	0.08195344478266639
d_3_del	73	5	0.07291306499667312
d_3_del	73	6	0.05616098548386707
d_3_del	73	7	0.024963185095520903
d_3_del	73	8	0.02639320395629485
d_3_del	73	9	0.01193322487224089
d_3_del	73	10	0.004559581326801083
d_3_del	73	11	0.001668748171207074
d_3_del	73	12	0.0011553051599849432
d_3_del	73	13	0.001083904846264687
d_3_del	73	14	0.0005891315009088818
d_3_del	73	15	0.0008886274956118204
d_3_del	73	16	0.002564438859587639
d_3_del	73	17	0.012489254286013001
d_3_del	73	18	0.0021353816551442956
d_3_del	73	19	0.0006042470615884459
d_3_del	73	20	0.00153455361352031
d_3_del	73	21	0.003438260428820465
d_3_del	73	22	0.004973911532332991
d_3_del	73	23	5.132108477104453e-05
d_3_del	73	24	5.2598138399500736e-05
d_3_del	73	25	0.00012826796862177344
d_3_del	73	26	0.0006441369783987716
d_3_del	73	27	0.0008254042240894702
d_3_del	73	28	0.000605855923891284
d_3_del	73	29	0.0004801445960246785
d_3_del	73	30	0.00024080127954546212
d_3_del	73	31	0.0007677602916664123
d_3_del	73	32	0.0013358862546203982
d_3_del	73	33	0.0
d_3_del	73	34	0.0
d_3_del	73	35	0.0
d_3_del	73	36	0.0
d_3_del	73	37	0.0
d_5_del	73	-6	0.007885726088670058
d_5_del	73	-5	0.0068705935425056285
d_5_del	73	-4	0.0017857087085225406
d_5_del	73	-3	0.003256168880672902
d_5_del	73	-2	0.01034850258013806
d_5_del	73	-1	0.029430845673392488
d_5_del	73	0	0.10755080875425663
d_5_del	73	1	0.10307654286712309
d_5_del	73	2	0.12130307796235511
d_5_del	73	3	0.2109494110729006
d_5_del	73	4	0.11365163529464165
d_5_del	73	5	0.09180983979768712
d_5_del	73	6	0.06592309205257094
d_5_del	73	7	0.026879516849956646
d_5_del	73	8	0.02589366387393203
d_5_del	73	9	0.006134987596705254
d_5_del	73	10	0.005260659350755243
d_5_del	73	11	0.0046258408594744335
d_5_del	73	12	0.0010949884417550397
d_5_del	73	13	0.0029033769400700674
d_5_del	73	14	0.0011383900120138935
d_5_del	73	15	0.0003667425167753338
d_5_del	73	16	0.0004949441085543464
d_5_del	73	17	0.0005611093935900838
d_5_del	73	18	0.0004171936434101726
d_5_del	73	19	0.0008898937432157945
d_5_del	73	20	0.0011006958470589855
d_5_del	73	21	0.0022817732868154464
d_5_del	73	22	0.002747148475415589
d_5_del	73	23	0.0029906777191774153
d_5_del	73	24	0.001146181969945474
d_5_del	73	25	0.0029081835735623126
d_5_del	73	26	0.004890462394603387
d_5_del	73	27	0.0
d_5_del	73	28	0.0
d_5_del	73	29	0.0
d_5_del	73	30	0.0
d_5_del	73	31	0.0
d_5_del	73	32	0.0
d_5_del	73	33	0.0
d_5_del	73	34	0.0
d_5_del	73	35	0.0
d_5_del	73	36	0.0
d_5_del	73	37	0.0
dj_ins	128	0	0.476019
dj_ins	128	1	0.307576
dj_ins	128	2	0.0898244
dj_ins	128	3	0.0403869
dj_ins	128	4	0.0519904
dj_ins	128	5	0.0159647
dj_ins	128	6	0.00762517
dj_ins	128	7	0.00350812
dj_ins	128	8	8.46766e-4
dj_ins	128	9	0.0047822
dj_ins	128	10	1.27419e-6
dj_ins	128	11	1.36528e-11
dj_ins	128	12	0
dj_ins	128	13	0.00147505
dj_ins	128	14	8.59334e-10
dj_ins	128	15	3.13709e-31
