event	id	n	p
j_5_del	2-06	7	0.011484043100246158
j_5_del	2-06	8	0.07832232610756354
j_5_del	2-06	9	0.006067354494100177
j_5_del	2-06	10	0.004167482435920031
j_5_del	2-06	11	9.548489190158869e-4
j_5_del	2-06	12	0.0019233943253825897
j_5_del	2-06	13	9.135763040879362e-5
j_5_del	2-06	14	8.217675488898394e-6
j_5_del	2-06	15	1.9282976074560824e-4
j_5_del	2-06	16	0.001751113713024556
j_5_del	2-06	17	1.80561649115359e-6
j_5_del	2-06	18	5.037516479038012e-5
j_5_del	2-06	19	0.002923921056871231
j_5_del	2-06	20	0.006286961430661444
v_3_del	2-06	-6	0
v_3_del	2-06	-5	7.204984718400001e-4
v_3_del	2-06	-4	5.6030250248000006e-5
v_3_del	2-06	-3	0.00350939565959
v_3_del	2-06	-2	0.04919200396029369
v_3_del	2-06	-1	0.05931683350365476
v_3_del	2-06	0	0.14538479049717
v_3_del	2-06	1	0.14430316881202845
v_3_del	2-06	2	0.12965955221455203
v_3_del	2-06	3	0.23611296225106965
v_3_del	2-06	4	0.0580523708220563
v_3_del	2-06	5	0.10600656178851318
v_3_del	2-06	6	0.013976526128557128
v_3_del	2-06	7	0.03146274570290872
v_3_del	2-06	8	0.0077652570355869486
v_3_del	2-06	9	0.0010142596549506692
v_3_del	2-06	10	0.0038462057683825972
v_3_del	2-06	11	9.416370517025851e-4
v_3_del	2-06	12	0.0020863927831962998
v_3_del	2-06	13	0.0018847666164071518
v_3_del	2-06	14	4.2154610100609996e-7
v_3_del	2-06	15	3.4230526008000006e-8
v_3_del	2-06	16	3.233323564881795e-42
v_3_del	2-06	17	0
v_3_del	2-06	18	0
v_3_del	2-06	19	0
v_3_del	2-06	20	0.00470810527874
d_3_del	2-06	-6	8.065416604498991e-4
d_3_del	2-06	-5	6.1253498009829045e-07
d_3_del	2-06	-4	8.144717904853126e-4
d_3_del	2-06	-3	0.005267106321848943
d_3_del	2-06	-2	0.02535482183980528
d_3_del	2-06	-1	0.05202914107961999
d_3_del	2-06	0	0.1632835602735911
d_3_del	2-06	1	0.12807328126381515
d_3_del	2-06	2	0.12299423147182072
d_3_del	2-06	3	0.08816858200159935
d_3_del	2-06	4	0.09368136649597271
d_3_del	2-06	5	0.06159204047447561
d_3_del	2-06	6	0.02971896194187942
d_3_del	2-06	7	0.02056780035449363
d_3_del	2-06	8	0.028058269294332933
d_3_del	2-06	9	0.016849892692231055
d_3_del	2-06	10	0.0055265798014975534
d_3_del	2-06	11	0.0014178074418860498
d_3_del	2-06	12	0.007159479847988623
d_3_del	2-06	13	2.819501380430041e-4
d_3_del	2-06	14	0.0010160211348285593
d_3_del	2-06	15	0.002231075687167908
d_3_del	2-06	16	0.002375635389834029
d_3_del	2-06	17	0.009773557902872026
d_3_del	2-06	18	0.0015329538947962016
d_3_del	2-06	19	0.0018728908517468073
d_3_del	2-06	20	0.0022138918880136318
d_3_del	2-06	21	0.0024568313706650924
d_3_del	2-06	22	0.0023872429755978147
d_3_del	2-06	23	3.373964205988547e-4
d_3_del	2-06	24	1.2199291512808316e-4
d_3_del	2-06	25	1.0136664332522787e-4
d_3_del	2-06	26	3.118452446342337e-4
d_3_del	2-06	27	9.360869726768996e-4
d_3_del	2-06	28	0.001561674060950986
d_3_del	2-06	29	4.94130695165124e-4
d_3_del	2-06	30	4.918980952303559e-4
d_3_del	2-06	31	3.7352653038326416e-4
d_3_del	2-06	32	9.157249996925842e-4
d_3_del	2-06	33	0
d_3_del	2-06	34	0
d_3_del	2-06	35	0
d_3_del	2-06	36	0
d_3_del	2-06	37	0
d_5_del	2-06	-6	0.006561691735988056
d_5_del	2-06	-5	0.004839995000866314
d_5_del	2-06	-4	0.001095059789668909
d_5_del	2-06	-3	0.004648341434709438
d_5_del	2-06	-2	0.00761730382127769
d_5_del	2-06	-1	0.02441754638328138
d_5_del	2-06	0	0.13034487958653768
d_5_del	2-06	1	0.08469888910884879
d_5_del	2-06	2	0.11148107550454109
d_5_del	2-06	3	0.15514375062770883
d_5_del	2-06	4	0.1101394274756807
d_5_del	2-06	5	0.09072756743345667
d_5_del	2-06	6	0.04888879689298974
d_5_del	2-06	7	0.031185727488493943
d_5_del	2-06	8	0.01703076708337736
d_5_del	2-06	9	0.012285293758872246
d_5_del	2-06	10	0.00918126375265705
d_5_del	2-06	11	0.007052555941688253
d_5_del	2-06	12	0.0014007230053487
d_5_del	2-06	13	0.005943558186728264
d_5_del	2-06	14	4.7629724894539466e-4
d_5_del	2-06	15	0.0018922453971310818
d_5_del	2-06	16	8.561673727781228e-4
d_5_del	2-06	17	7.435220524644288e-4
d_5_del	2-06	18	7.642871661301036e-4
d_5_del	2-06	19	9.444460611081284e-5
d_5_del	2-06	20	2.4746861584001384e-4
d_5_del	2-06	21	0.003232175009977373
d_5_del	2-06	22	8.149363892124747e-4
d_5_del	2-06	23	0.0019164270758188727
d_5_del	2-06	24	0.001392351769659469
d_5_del	2-06	25	0.0015697130336225435
d_5_del	2-06	26	0.004467902154723514
d_5_del	2-06	27	0
d_5_del	2-06	28	0
d_5_del	2-06	29	0
d_5_del	2-06	30	0
d_5_del	2-06	31	0
d_5_del	2-06	32	0
d_5_del	2-06	33	0
d_5_del	2-06	34	0
d_5_del	2-06	35	0
d_5_del	2-06	36	0
d_5_del	2-06	37	0
