REPLICATE	NSEQS	NREADS	NREADS_RAW	STAGE	CLUSTER_BARCODES	CLUSTER_SETS	NREADS_PC
2-04B	417162	417162	460547	presto_correct	0.9	0.75	0.905796802497899
2-05A	267039	267039	290004	presto_correct	0.9	0.75	0.920811437083626
2-05B	427089	427089	469044	presto_correct	0.9	0.75	0.9105521017218
2-06A	280697	280697	305533	presto_correct	0.9	0.75	0.91871254496241
2-06B	584618	584618	658058	presto_correct	0.9	0.75	0.888398894930234
2-07A	357079	357079	388333	presto_correct	0.9	0.75	0.919517527482856
2-07B	302215	302215	329647	presto_correct	0.9	0.75	0.916783711060619
2-08A	335376	335376	375495	presto_correct	0.9	0.75	0.893157032716814
2-08B	437288	437288	483270	presto_correct	0.9	0.75	0.904852359964409
2-09A	318166	318166	343078	presto_correct	0.9	0.75	0.927386775019092
2-09B	402675	402675	453119	presto_correct	0.9	0.75	0.888673836232866
2-10A	372307	372307	401594	presto_correct	0.9	0.75	0.927073113642136
2-10B	454263	454263	500590	presto_correct	0.9	0.75	0.907455202860624
3-01A	266738	266738	301764	presto_correct	0.9	0.75	0.883929163187126
3-01B	363877	363877	401622	presto_correct	0.9	0.75	0.906018594598901
3-02A	330280	330280	360544	presto_correct	0.9	0.75	0.916060175734446
3-02B	418847	418847	457738	presto_correct	0.9	0.75	0.91503654929239
3-03A	336722	336722	371414	presto_correct	0.9	0.75	0.906594797180505
3-03B	448438	448438	490254	presto_correct	0.9	0.75	0.914705438405398
3-04A	323948	323948	357177	presto_correct	0.9	0.75	0.906967693888464
3-04B	687124	687124	770541	presto_correct	0.9	0.75	0.891742295348333
3-05A	316511	316511	341207	presto_correct	0.9	0.75	0.927621649028302
3-05B	140317	140317	152791	presto_correct	0.9	0.75	0.918359065651773
3-06A	240616	240616	272566	presto_correct	0.9	0.75	0.882780684311323
3-06B	297698	297698	328377	presto_correct	0.9	0.75	0.906573846523965
3-07A	297416	297416	321444	presto_correct	0.9	0.75	0.925249810231331
3-07B	157695	157695	178218	presto_correct	0.9	0.75	0.884843281823385
3-08A	240937	240937	255503	presto_correct	0.9	0.75	0.942990884647147
3-08B	350597	350597	382493	presto_correct	0.9	0.75	0.916610238618746
3-09A	319746	319746	361700	presto_correct	0.9	0.75	0.884008847110865
3-09B	376317	376317	412394	presto_correct	0.9	0.75	0.912518125869921
3-10A	316737	316737	342708	presto_correct	0.9	0.75	0.924218284953955
3-10B	406241	406241	448251	presto_correct	0.9	0.75	0.906280186770359
4-01A	325601	325601	358591	presto_correct	0.9	0.75	0.908001037393577
4-01B	528323	528323	586988	presto_correct	0.9	0.75	0.900057582097079
4-02A	301408	301408	329617	presto_correct	0.9	0.75	0.914418855823577
4-02B	360458	360458	404162	presto_correct	0.9	0.75	0.891865143185158
1-01A	29888	289047	320291	presto_consensus	0.9	0.75	0.902451208432332
1-01B	128792	738406	922955	presto_consensus	0.9	0.75	0.800045506010586
1-02A	34425	309240	349209	presto_consensus	0.9	0.75	0.88554418700549
1-02B	61810	366055	420716	presto_consensus	0.9	0.75	0.870076250962645
1-03A	29860	338654	372621	presto_consensus	0.9	0.75	0.908843033538099
1-03B	103732	488884	614354	presto_consensus	0.9	0.75	0.79576921449197
1-04A	33976	391844	424559	presto_consensus	0.9	0.75	0.922943572035924
1-04B	97842	689003	810654	presto_consensus	0.9	0.75	0.849934744046165
1-05A	36817	350438	395341	presto_consensus	0.9	0.75	0.886419571964456
1-05B	54719	330959	381863	presto_consensus	0.9	0.75	0.866695647391866
1-06A	37721	397545	436432	presto_consensus	0.9	0.75	0.910897917659567
1-06B	62226	351107	405393	presto_consensus	0.9	0.75	0.866090435700666
1-07A	32283	349917	385238	presto_consensus	0.9	0.75	0.908313821585617
1-07B	104322	772228	922751	presto_consensus	0.9	0.75	0.836875820237529
1-08A	20097	183203	203241	presto_consensus	0.9	0.75	0.901407688409327
1-08B	101706	660053	800459	presto_consensus	0.9	0.75	0.824593139686105
1-09A	28768	306320	333424	presto_consensus	0.9	0.75	0.918710110849849
1-09B	70038	449509	538389	presto_consensus	0.9	0.75	0.834914903536291
1-10A	27418	244663	274512	presto_consensus	0.9	0.75	0.891265227021041
1-10B	47924	239090	277012	presto_consensus	0.9	0.75	0.863103403462666
2-01A	24994	274692	298330	presto_consensus	0.9	0.75	0.920765595146315
2-01B	101932	510517	647718	presto_consensus	0.9	0.75	0.788177879879824
2-02A	22028	307474	328768	presto_consensus	0.9	0.75	0.935230922717539
2-02B	47455	287032	327621	presto_consensus	0.9	0.75	0.876109895275333
2-03A	29682	275110	311940	presto_consensus	0.9	0.75	0.88193242290184
2-03B	85915	349690	445649	presto_consensus	0.9	0.75	0.78467583232544
2-04A	24008	279014	304485	presto_consensus	0.9	0.75	0.91634727490681
2-04B	71301	381389	460547	presto_consensus	0.9	0.75	0.828121776930476
2-05A	26363	264919	290004	presto_consensus	0.9	0.75	0.913501193086992
2-05B	67675	400170	469044	presto_consensus	0.9	0.75	0.853160897485097
2-06A	28115	278682	305533	presto_consensus	0.9	0.75	0.912117512674572
2-06B	85738	545264	658058	presto_consensus	0.9	0.75	0.828595655702081
2-07A	31396	352202	388333	presto_consensus	0.9	0.75	0.906958718419501
2-07B	50272	289730	329647	presto_consensus	0.9	0.75	0.878909864188056
2-08A	36408	331811	375495	presto_consensus	0.9	0.75	0.883662898307567
2-08B	86823	394436	483270	presto_consensus	0.9	0.75	0.816181430670226
2-09A	29330	315426	343078	presto_consensus	0.9	0.75	0.91940025300369
2-09B	79081	380586	453119	presto_consensus	0.9	0.75	0.839925052800699
2-10A	29725	368296	401594	presto_consensus	0.9	0.75	0.917085414622728
2-10B	56915	430704	500590	presto_consensus	0.9	0.75	0.860392736570846
3-01A	29587	260841	301764	presto_consensus	0.9	0.75	0.864387402075794
3-01B	67175	341853	401622	presto_consensus	0.9	0.75	0.851180961202325
3-02A	29511	325132	360544	presto_consensus	0.9	0.75	0.901781752019171
3-02B	56323	400430	457738	presto_consensus	0.9	0.75	0.874801742481507
3-03A	34040	333183	371414	presto_consensus	0.9	0.75	0.897066346448976
3-03B	67451	425942	490254	presto_consensus	0.9	0.75	0.868819020344556
3-04A	36611	320814	357177	presto_consensus	0.9	0.75	0.898193332717392
3-04B	89247	646740	770541	presto_consensus	0.9	0.75	0.839332365182385
3-05A	28732	313147	341207	presto_consensus	0.9	0.75	0.917762531249359
3-05B	29458	136064	152791	presto_consensus	0.9	0.75	0.890523656498092
3-06A	28001	233955	272566	presto_consensus	0.9	0.75	0.858342566571032
3-06B	48706	283986	328377	presto_consensus	0.9	0.75	0.864816963429229
3-07A	25047	293307	321444	presto_consensus	0.9	0.75	0.91246686825699
3-07B	30756	152504	178218	presto_consensus	0.9	0.75	0.855716033172856
3-08A	18972	238891	255503	presto_consensus	0.9	0.75	0.934983150882769
3-08B	60416	327772	382493	presto_consensus	0.9	0.75	0.856935943925771
3-09A	33822	315509	361700	presto_consensus	0.9	0.75	0.872294719380702
3-09B	55147	356415	412394	presto_consensus	0.9	0.75	0.864258451868844
3-10A	27518	314913	342708	presto_consensus	0.9	0.75	0.91889596974684
3-10B	67082	373778	448251	presto_consensus	0.9	0.75	0.833858708625301
4-01A	31046	321435	358591	presto_consensus	0.9	0.75	0.89638334481345
4-01B	85113	476800	586988	presto_consensus	0.9	0.75	0.812282363523615
4-02A	27822	297684	329617	presto_consensus	0.9	0.75	0.903120894856758
4-02B	59618	338613	404162	presto_consensus	0.9	0.75	0.837815034565348
1-01A	27753	286882	320291	presto_merged	0.9	0.75	0.895691730332729
1-01B	123447	733021	922955	presto_merged	0.9	0.75	0.794210985367651
1-02A	32532	307342	349209	presto_merged	0.9	0.75	0.880109046444966
1-02B	59380	363617	420716	presto_merged	0.9	0.75	0.864281367953679
1-03A	27875	336650	372621	presto_merged	0.9	0.75	0.903464914752523
1-03B	99076	484219	614354	presto_merged	0.9	0.75	0.788175872542541
1-04A	32055	389902	424559	presto_merged	0.9	0.75	0.918369413909492
1-04B	93393	684520	810654	presto_merged	0.9	0.75	0.84440464119094
1-05A	34429	348045	395341	presto_merged	0.9	0.75	0.880366569619645
1-05B	52244	328476	381863	presto_merged	0.9	0.75	0.860193315403692
1-06A	34987	394794	436432	presto_merged	0.9	0.75	0.90459453019027
1-06B	59797	348677	405393	presto_merged	0.9	0.75	0.860096252278653
1-07A	30086	347704	385238	presto_merged	0.9	0.75	0.902569320783516
1-07B	99447	767304	922751	presto_merged	0.9	0.75	0.831539602774746
1-08A	18711	181815	203241	presto_merged	0.9	0.75	0.894578357713257
1-08B	96219	654542	800459	presto_merged	0.9	0.75	0.817708339840017
1-09A	27124	304667	333424	presto_merged	0.9	0.75	0.913752459331062
1-09B	66721	446159	538389	presto_merged	0.9	0.75	0.828692636736635
1-10A	26185	243429	274512	presto_merged	0.9	0.75	0.886769977268753
1-10B	46305	237460	277012	presto_merged	0.9	0.75	0.857219181840498
2-01A	23485	273170	298330	presto_merged	0.9	0.75	0.915663862166058
2-01B	96814	505370	647718	presto_merged	0.9	0.75	0.780231520507381
2-02A	21018	306462	328768	presto_merged	0.9	0.75	0.932152764259295
2-02B	45700	285267	327621	presto_merged	0.9	0.75	0.870722572728854
2-03A	28005	273433	311940	presto_merged	0.9	0.75	0.876556389049176
2-03B	82589	346321	445649	presto_merged	0.9	0.75	0.777116071168117
2-04A	22633	277639	304485	presto_merged	0.9	0.75	0.911831453109349
2-04B	68101	378142	460547	presto_merged	0.9	0.75	0.821071465018771
2-05A	24868	263422	290004	presto_merged	0.9	0.75	0.908339195321444
2-05B	64949	397420	469044	presto_merged	0.9	0.75	0.847297908085382
2-06A	26247	276806	305533	presto_merged	0.9	0.75	0.905977423060684
2-06B	81025	540522	658058	presto_merged	0.9	0.75	0.821389603955882
2-07A	29367	350159	388333	presto_merged	0.9	0.75	0.901697769697656
2-07B	48635	288085	329647	presto_merged	0.9	0.75	0.87391967771586
2-08A	34426	329821	375495	presto_merged	0.9	0.75	0.878363227206754
2-08B	83818	391420	483270	presto_merged	0.9	0.75	0.809940612907898
2-09A	27791	313875	343078	presto_merged	0.9	0.75	0.914879415176724
2-09B	75791	377282	453119	presto_merged	0.9	0.75	0.832633370041865
2-10A	28021	366580	401594	presto_merged	0.9	0.75	0.912812442416968
2-10B	54531	428306	500590	presto_merged	0.9	0.75	0.855602389180767
3-01A	27845	259089	301764	presto_merged	0.9	0.75	0.858581540541615
3-01B	64729	339380	401622	presto_merged	0.9	0.75	0.845023429991385
3-02A	27440	323039	360544	presto_merged	0.9	0.75	0.895976635306648
3-02B	53896	397983	457738	presto_merged	0.9	0.75	0.869455889613709
3-03A	31905	331036	371414	presto_merged	0.9	0.75	0.89128573505576
3-03B	64835	423310	490254	presto_merged	0.9	0.75	0.863450374703725
3-04A	34277	318459	357177	presto_merged	0.9	0.75	0.891599963043533
3-04B	84536	641954	770541	presto_merged	0.9	0.75	0.83312114475414
3-05A	27106	311509	341207	presto_merged	0.9	0.75	0.912961926337971
3-05B	28749	135351	152791	presto_merged	0.9	0.75	0.885857151271999
3-06A	26671	232622	272566	presto_merged	0.9	0.75	0.853452007954037
3-06B	46847	282124	328377	presto_merged	0.9	0.75	0.859146651562076
3-07A	23391	291633	321444	presto_merged	0.9	0.75	0.907259118228992
3-07B	29673	151420	178218	presto_merged	0.9	0.75	0.84963359481085
3-08A	18110	238022	255503	presto_merged	0.9	0.75	0.931582016649511
3-08B	58502	325847	382493	presto_merged	0.9	0.75	0.851903172084195
3-09A	31387	313056	361700	presto_merged	0.9	0.75	0.865512855957976
3-09B	52996	354254	412394	presto_merged	0.9	0.75	0.859018317434298
3-10A	25376	312750	342708	presto_merged	0.9	0.75	0.912584474246297
3-10B	64521	371207	448251	presto_merged	0.9	0.75	0.828123082826363
4-01A	28827	319202	358591	presto_merged	0.9	0.75	0.890156194661885
4-01B	81586	473249	586988	presto_merged	0.9	0.75	0.806232836105679
4-02A	25971	295825	329617	presto_merged	0.9	0.75	0.897481015845663
4-02B	57078	336063	404162	presto_merged	0.9	0.75	0.831505683364591
1-01A	20304	285051	320291	presto_collapsed	0.9	0.75	0.889975053935328
1-01B	77782	720768	922955	presto_collapsed	0.9	0.75	0.780935148517533
1-02A	27972	305472	349209	presto_collapsed	0.9	0.75	0.874754087093975
1-02B	44422	359585	420716	presto_collapsed	0.9	0.75	0.8546977058158
1-03A	21994	334461	372621	presto_collapsed	0.9	0.75	0.897590312945325
1-03B	71003	476573	614354	presto_collapsed	0.9	0.75	0.775730279285233
1-04A	24210	387655	424559	presto_collapsed	0.9	0.75	0.913076863286375
1-04B	65051	676120	810654	presto_collapsed	0.9	0.75	0.834042637179364
1-05A	29655	345757	395341	presto_collapsed	0.9	0.75	0.874579160775128
1-05B	39047	325278	381863	presto_collapsed	0.9	0.75	0.851818584151908
1-06A	27674	392690	436432	presto_collapsed	0.9	0.75	0.899773618799721
1-06B	42618	345021	405393	presto_collapsed	0.9	0.75	0.851077842981995
1-07A	24622	345916	385238	presto_collapsed	0.9	0.75	0.897928034098401
1-07B	70783	759359	922751	presto_collapsed	0.9	0.75	0.822929479350334
1-08A	16072	180918	203241	presto_collapsed	0.9	0.75	0.890164878149586
1-08B	70923	647404	800459	presto_collapsed	0.9	0.75	0.808790956188887
1-09A	21081	303113	333424	presto_collapsed	0.9	0.75	0.909091727050242
1-09B	45731	441313	538389	presto_collapsed	0.9	0.75	0.819691709897491
1-10A	23417	242027	274512	presto_collapsed	0.9	0.75	0.881662732412426
1-10B	33861	234992	277012	presto_collapsed	0.9	0.75	0.848309820513191
2-01A	17540	271894	298330	presto_collapsed	0.9	0.75	0.911386719404686
2-01B	66788	497804	647718	presto_collapsed	0.9	0.75	0.768550511179248
2-02A	17501	304865	328768	presto_collapsed	0.9	0.75	0.927295235546039
2-02B	32766	282606	327621	presto_collapsed	0.9	0.75	0.862600382759347
2-03A	24981	271532	311940	presto_collapsed	0.9	0.75	0.870462268384946
2-03B	56412	340256	445649	presto_collapsed	0.9	0.75	0.763506705950198
2-04A	19983	276116	304485	presto_collapsed	0.9	0.75	0.906829564674779
2-04B	47386	372980	460547	presto_collapsed	0.9	0.75	0.809863054150825
2-05A	20021	262130	290004	presto_collapsed	0.9	0.75	0.903884084357457
2-05B	45517	393406	469044	presto_collapsed	0.9	0.75	0.838740075557943
2-06A	20823	275523	305533	presto_collapsed	0.9	0.75	0.901778203991058
2-06B	58516	533455	658058	presto_collapsed	0.9	0.75	0.810650428989542
2-07A	24489	348241	388333	presto_collapsed	0.9	0.75	0.896758709664129
2-07B	33747	285519	329647	presto_collapsed	0.9	0.75	0.866135593528835
2-08A	27646	327678	375495	presto_collapsed	0.9	0.75	0.872656093955978
2-08B	52964	385036	483270	presto_collapsed	0.9	0.75	0.796730606079417
2-09A	23058	312002	343078	presto_collapsed	0.9	0.75	0.909420015273495
2-09B	53767	372773	453119	presto_collapsed	0.9	0.75	0.822682341724801
2-10A	21294	364909	401594	presto_collapsed	0.9	0.75	0.908651523678143
2-10B	38827	424777	500590	presto_collapsed	0.9	0.75	0.84855270780479
3-01A	24399	257453	301764	presto_collapsed	0.9	0.75	0.853160085364722
3-01B	43797	335706	401622	presto_collapsed	0.9	0.75	0.83587552474715
3-02A	23212	321787	360544	presto_collapsed	0.9	0.75	0.892504104908139
3-02B	39417	394509	457738	presto_collapsed	0.9	0.75	0.861866395186766
3-03A	25083	327910	371414	presto_collapsed	0.9	0.75	0.882869251024463
3-03B	44241	418483	490254	presto_collapsed	0.9	0.75	0.853604458097231
3-04A	25956	316447	357177	presto_collapsed	0.9	0.75	0.88596690156421
3-04B	62137	634670	770541	presto_collapsed	0.9	0.75	0.823668046216879
3-05A	22490	309322	341207	presto_collapsed	0.9	0.75	0.906552327472766
3-05B	21057	134243	152791	presto_collapsed	0.9	0.75	0.878605415240426
3-06A	21848	231444	272566	presto_collapsed	0.9	0.75	0.849130118943669
3-06B	33569	279919	328377	presto_collapsed	0.9	0.75	0.852431808561501
3-07A	19124	290457	321444	presto_collapsed	0.9	0.75	0.903600627169896
3-07B	24090	150168	178218	presto_collapsed	0.9	0.75	0.842608490724843
3-08A	14434	236809	255503	presto_collapsed	0.9	0.75	0.926834518577081
3-08B	40627	322312	382493	presto_collapsed	0.9	0.75	0.84266117288421
3-09A	26091	311078	361700	presto_collapsed	0.9	0.75	0.860044235554327
3-09B	38559	350957	412394	presto_collapsed	0.9	0.75	0.851023535744943
3-10A	20382	311279	342708	presto_collapsed	0.9	0.75	0.908292190436173
3-10B	44172	366891	448251	presto_collapsed	0.9	0.75	0.818494548813053
4-01A	21773	317423	358591	presto_collapsed	0.9	0.75	0.885195110864467
4-01B	52199	466891	586988	presto_collapsed	0.9	0.75	0.795401268850471
4-02A	21524	294064	329617	presto_collapsed	0.9	0.75	0.892138451596853
4-02B	41893	331407	404162	presto_collapsed	0.9	0.75	0.819985550348623
1-01A	2774	267521	320291	presto_split	0.9	0.75	0.835243575373645
1-01B	19107	662093	922955	presto_split	0.9	0.75	0.717362168253057
1-02A	4243	281743	349209	presto_split	0.9	0.75	0.806803375628921
1-02B	9689	324852	420716	presto_split	0.9	0.75	0.772140826590859
1-03A	3172	315639	372621	presto_split	0.9	0.75	0.84707786195625
1-03B	14104	419674	614354	presto_split	0.9	0.75	0.683114295666668
1-04A	4126	367571	424559	presto_split	0.9	0.75	0.86577130622599
1-04B	15580	626649	810654	presto_split	0.9	0.75	0.773016601410713
1-05A	3576	319678	395341	presto_split	0.9	0.75	0.808613323687652
1-05B	8048	294279	381863	presto_split	0.9	0.75	0.770640255798546
1-06A	3937	368953	436432	presto_split	0.9	0.75	0.845384848040474
1-06B	9102	311505	405393	presto_split	0.9	0.75	0.768402513116901
1-07A	3317	324611	385238	presto_split	0.9	0.75	0.842624559363303
1-07B	16269	704845	922751	presto_split	0.9	0.75	0.763851786668343
1-08A	2825	167671	203241	presto_split	0.9	0.75	0.824986100245521
1-08B	13337	589818	800459	presto_split	0.9	0.75	0.736849732465998
1-09A	3212	285244	333424	presto_split	0.9	0.75	0.855499304189261
1-09B	11820	407402	538389	presto_split	0.9	0.75	0.756705653347301
1-10A	5490	224100	274512	presto_split	0.9	0.75	0.816357754852247
1-10B	8387	209518	277012	presto_split	0.9	0.75	0.75634990541926
2-01A	2719	257073	298330	presto_split	0.9	0.75	0.861706834713237
2-01B	14633	445649	647718	presto_split	0.9	0.75	0.688029358455377
2-02A	3790	291154	328768	presto_split	0.9	0.75	0.88559105509052
2-02B	8071	257911	327621	presto_split	0.9	0.75	0.787223651719517
2-03A	4382	250933	311940	presto_split	0.9	0.75	0.804427133423094
2-03B	14663	298507	445649	presto_split	0.9	0.75	0.669825355829363
2-04A	4173	260306	304485	presto_split	0.9	0.75	0.85490582458906
2-04B	12751	338345	460547	presto_split	0.9	0.75	0.734659003315623
2-05A	3424	245533	290004	presto_split	0.9	0.75	0.84665383925739
2-05B	11165	359054	469044	presto_split	0.9	0.75	0.765501743972847
2-06A	2967	257667	305533	presto_split	0.9	0.75	0.843336071717294
2-06B	12663	487602	658058	presto_split	0.9	0.75	0.740971160596786
2-07A	3389	327141	388333	presto_split	0.9	0.75	0.842423899076308
2-07B	7954	259726	329647	presto_split	0.9	0.75	0.787891289773606
2-08A	3098	303130	375495	presto_split	0.9	0.75	0.807281055673178
2-08B	12995	345067	483270	presto_split	0.9	0.75	0.714025286071968
2-09A	4344	293288	343078	presto_split	0.9	0.75	0.854872652866112
2-09B	10929	329935	453119	presto_split	0.9	0.75	0.728142055398251
2-10A	3254	346869	401594	presto_split	0.9	0.75	0.863730533822716
2-10B	9566	395516	500590	presto_split	0.9	0.75	0.790099682374798
3-01A	3263	236317	301764	presto_split	0.9	0.75	0.783118595988919
3-01B	10293	302202	401622	presto_split	0.9	0.75	0.752453799841642
3-02A	3488	302063	360544	presto_split	0.9	0.75	0.837797883198722
3-02B	9074	364166	457738	presto_split	0.9	0.75	0.795577382694904
3-03A	3581	306408	371414	presto_split	0.9	0.75	0.824976979866133
3-03B	10676	384918	490254	presto_split	0.9	0.75	0.78513994786376
3-04A	3699	294190	357177	presto_split	0.9	0.75	0.823653258748464
3-04B	12839	585372	770541	presto_split	0.9	0.75	0.759689620669114
3-05A	3688	290520	341207	presto_split	0.9	0.75	0.851447948019824
3-05B	5841	119027	152791	presto_split	0.9	0.75	0.779018397680492
3-06A	3619	213215	272566	presto_split	0.9	0.75	0.782250904368116
3-06B	7886	254236	328377	presto_split	0.9	0.75	0.774219875326226
3-07A	3171	274504	321444	presto_split	0.9	0.75	0.853971453814661
3-07B	5832	131910	178218	presto_split	0.9	0.75	0.74016092650574
3-08A	2767	225142	255503	presto_split	0.9	0.75	0.881171649647949
3-08B	10358	292043	382493	presto_split	0.9	0.75	0.763525084119187
3-09A	2728	287715	361700	presto_split	0.9	0.75	0.795452032070777
3-09B	9587	321985	412394	presto_split	0.9	0.75	0.78077033128513
3-10A	2599	293496	342708	presto_split	0.9	0.75	0.85640253510277
3-10B	11486	334205	448251	presto_split	0.9	0.75	0.745575581538022
4-01A	2704	298354	358591	presto_split	0.9	0.75	0.832017535297874
4-01B	14052	428744	586988	presto_split	0.9	0.75	0.730413568931563
4-02A	2949	275489	329617	presto_split	0.9	0.75	0.835785168847481
4-02B	9867	299381	404162	presto_split	0.9	0.75	0.740745047777871
1-01A	2766	267460	320291	changeo_makedb	0.9	0.75	0.8350531235657573
1-01B	18992	661171	922955	changeo_makedb	0.9	0.75	0.7163632029730593
1-02A	4240	281736	349209	changeo_makedb	0.9	0.75	0.8067833303265379
1-02B	9661	324600	420716	changeo_makedb	0.9	0.75	0.771541847707242
1-03A	3166	315617	372621	changeo_makedb	0.9	0.75	0.8470188207320575
1-03B	14048	419232	614354	changeo_makedb	0.9	0.75	0.682394840759562
1-04A	4113	367496	424559	changeo_makedb	0.9	0.75	0.8655946523333624
1-04B	15517	625969	810654	changeo_makedb	0.9	0.75	0.7721777725145377
1-05A	3574	319674	395341	changeo_makedb	0.9	0.75	0.8086032058400217
1-05B	8033	294187	381863	changeo_makedb	0.9	0.75	0.7703993316974936
1-06A	3925	368902	436432	changeo_makedb	0.9	0.75	0.8452679913480221
1-06B	9078	311419	405393	changeo_makedb	0.9	0.75	0.7681903732920894
1-07A	3309	324594	385238	changeo_makedb	0.9	0.75	0.8425804307986232
1-07B	16232	704474	922751	changeo_makedb	0.9	0.75	0.7634497280414759
1-08A	2822	167662	203241	changeo_makedb	0.9	0.75	0.8249418178418725
1-08B	13304	589681	800459	changeo_makedb	0.9	0.75	0.7366785806643439
1-09A	3204	285221	333424	changeo_makedb	0.9	0.75	0.855430322952157
1-09B	11796	407110	538389	changeo_makedb	0.9	0.75	0.7561632945695399
1-10A	5488	224095	274512	changeo_makedb	0.9	0.75	0.8163395407122457
1-10B	8367	209456	277012	changeo_makedb	0.9	0.75	0.7561260884005025
2-01A	2713	257023	298330	changeo_makedb	0.9	0.75	0.8615392350752522
2-01B	14576	445334	647718	changeo_makedb	0.9	0.75	0.6875430357038094
2-02A	3785	291128	328768	changeo_makedb	0.9	0.75	0.8855119719680747
2-02B	8051	257848	327621	changeo_makedb	0.9	0.75	0.7870313563538357
2-03A	4382	250933	311940	changeo_makedb	0.9	0.75	0.8044271334230941
2-03B	14601	298003	445649	changeo_makedb	0.9	0.75	0.6686944209456321
2-04A	4172	260302	304485	changeo_makedb	0.9	0.75	0.8548926876529221
2-04B	12700	337878	460547	changeo_makedb	0.9	0.75	0.7336449917163721
2-05A	3421	245520	290004	changeo_makedb	0.9	0.75	0.8466090122894857
2-05B	11125	358798	469044	changeo_makedb	0.9	0.75	0.764955952959637
2-06A	2964	257659	305533	changeo_makedb	0.9	0.75	0.8433098879662754
2-06B	12633	487449	658058	changeo_makedb	0.9	0.75	0.7407386582945577
2-07A	3387	327133	388333	changeo_makedb	0.9	0.75	0.842403298200256
2-07B	7929	259657	329647	changeo_makedb	0.9	0.75	0.7876819749610947
2-08A	3090	303071	375495	changeo_makedb	0.9	0.75	0.8071239297460685
2-08B	12947	344917	483270	changeo_makedb	0.9	0.75	0.7137149005731785
2-09A	4341	293282	343078	changeo_makedb	0.9	0.75	0.8548551641317718
2-09B	10886	329760	453119	changeo_makedb	0.9	0.75	0.7277558433877194
2-10A	3245	346719	401594	changeo_makedb	0.9	0.75	0.8633570222662689
2-10B	9532	395350	500590	changeo_makedb	0.9	0.75	0.7897680736730658
3-01A	3259	236308	301764	changeo_makedb	0.9	0.75	0.7830887713577498
3-01B	10244	301971	401622	changeo_makedb	0.9	0.75	0.7518786321466453
3-02A	3482	302049	360544	changeo_makedb	0.9	0.75	0.837759052986598
3-02B	9049	364051	457738	changeo_makedb	0.9	0.75	0.7953261472720202
3-03A	3568	306349	371414	changeo_makedb	0.9	0.75	0.8248181274803857
3-03B	10619	384516	490254	changeo_makedb	0.9	0.75	0.7843199647529648
3-04A	3686	294084	357177	changeo_makedb	0.9	0.75	0.8233564871198313
3-04B	12794	585021	770541	changeo_makedb	0.9	0.75	0.7592340965633237
3-05A	3684	290510	341207	changeo_makedb	0.9	0.75	0.851418640297532
3-05B	5830	118975	152791	changeo_makedb	0.9	0.75	0.7786780634985045
3-06A	3614	213194	272566	changeo_makedb	0.9	0.75	0.7821738588085088
3-06B	7867	254162	328377	changeo_makedb	0.9	0.75	0.7739945245860703
3-07A	3168	274448	321444	changeo_makedb	0.9	0.75	0.8537972399547044
3-07B	5820	131883	178218	changeo_makedb	0.9	0.75	0.74000942665724
3-08A	2763	225133	255503	changeo_makedb	0.9	0.75	0.8811364250126221
3-08B	10320	291810	382493	changeo_makedb	0.9	0.75	0.7629159226443359
3-09A	2722	287677	361700	changeo_makedb	0.9	0.75	0.7953469726292508
3-09B	9563	321896	412394	changeo_makedb	0.9	0.75	0.780554518251963
3-10A	2593	293478	342708	changeo_makedb	0.9	0.75	0.856350012255331
3-10B	11433	333867	448251	changeo_makedb	0.9	0.75	0.7448215397177028
4-01A	2691	298122	358591	changeo_makedb	0.9	0.75	0.8313705586587505
4-01B	14000	428276	586988	changeo_makedb	0.9	0.75	0.7296162783566273
4-02A	2935	275423	329617	changeo_makedb	0.9	0.75	0.8355849364565541
4-02B	9837	299261	404162	changeo_makedb	0.9	0.75	0.7404481371331297
1-01A	631	226360	320291	changeo_filter	0.9	0.75	0.7067323153007734
1-01B	903	366431	922955	changeo_filter	0.9	0.75	0.3970193563066455
1-02A	3041	249511	349209	changeo_filter	0.9	0.75	0.7145033489973054
1-02B	3447	248566	420716	changeo_filter	0.9	0.75	0.5908166078779985
1-03A	1444	271097	372621	changeo_filter	0.9	0.75	0.7275408525016035
1-03B	1806	268067	614354	changeo_filter	0.9	0.75	0.436339634803387
1-04A	1998	315389	424559	changeo_filter	0.9	0.75	0.742862593891544
1-04B	2385	397971	810654	changeo_filter	0.9	0.75	0.4909258450584343
1-05A	2542	286857	395341	changeo_filter	0.9	0.75	0.7255938544193494
1-05B	2723	227273	381863	changeo_filter	0.9	0.75	0.5951689480258627
1-06A	1865	315144	436432	changeo_filter	0.9	0.75	0.7220918722733438
1-06B	2758	230969	405393	changeo_filter	0.9	0.75	0.569740967406936
1-07A	1797	289717	385238	changeo_filter	0.9	0.75	0.752046786661752
1-07B	2404	479561	922751	changeo_filter	0.9	0.75	0.5197079168703149
1-08A	2142	151167	203241	changeo_filter	0.9	0.75	0.7437820124876379
1-08B	2546	419654	800459	changeo_filter	0.9	0.75	0.5242667019797391
1-09A	1809	253384	333424	changeo_filter	0.9	0.75	0.7599452948797927
1-09B	1253	242896	538389	changeo_filter	0.9	0.75	0.4511533482296258
1-10A	4836	202090	274512	changeo_filter	0.9	0.75	0.7361791105671155
1-10B	3103	154996	277012	changeo_filter	0.9	0.75	0.5595281070856136
