INDIVIDUAL	REPLICATE	Q	N_GROUP	D_SD	D	D_UPPER	D_LOWER	E	E_LOWER	E_UPPER	DIVTYPE
2-03	2-03bio	2.75	1	0.8595094423413341	24.512410499467133	26.197018050828255	22.82780294810601	0.22540665761941317	0.20991565735401743	0.24089765788480888	solo
2-03	2-03bio	2.8000000000000003	1	0.8589218589621197	24.27410100728931	25.957556916389258	22.590645098189363	0.22321525559014516	0.20773484538209488	0.23869566579819543	solo
2-03	2-03bio	2.85	1	0.8585114766143845	24.044412071669722	25.727063646148217	22.361760497191227	0.22110312486879902	0.20563011101120693	0.2365761387263911	solo
2-03	2-03bio	2.9000000000000004	1	0.8582678860647123	23.822877426157604	25.505051571931766	22.14070328038344	0.21906597784921586	0.20359735424155442	0.23453460145687732	solo
2-03	2-03bio	2.95	1	0.8581810406634357	23.609062347320627	25.291066279236063	21.92705841540519	0.21709981698264905	0.20163275859587754	0.23256687536942056	solo
2-03	2-03bio	3	1	0.8582412573314944	23.40256122594419	25.08468318036029	21.72043927152809	0.21520091244345102	0.19973276876735638	0.23066905611954563	solo
2-03	2-03bio	3.0500000000000003	1	0.8584392155051026	23.20299534065845	24.88550528596527	21.52048539535163	0.21336578165620773	0.19789407016576593	0.22883749314664953	solo
2-03	2-03bio	3.1	1	0.8587659543676802	23.010010816454468	24.693161158164287	21.32686047474465	0.2115911705230416	0.1961135701946679	0.2270687708514153	solo
2-03	2-03bio	3.1500000000000004	1	0.8592128686561085	22.823276752047043	24.50730302966636	21.139250474427726	0.20987403620356368	0.19438838110694706	0.22535969130018033	solo
2-03	2-03bio	3.2	1	0.8597717032904877	22.642483501425954	24.327605074801966	20.95736192804994	0.2082115313126826	0.19271580429940863	0.2237072583259566	solo
2-03	2-03bio	3.25	1	0.8604345470429646	22.467341096214113	24.153761819472358	20.78092037295587	0.20660098941321972	0.19109331591950038	0.22210866290693906	solo
2-03	2-03bio	3.3000000000000003	1	0.8611938254315025	22.297577796625166	23.985486678179186	20.609668915071147	0.20503991169107488	0.18951855366855463	0.2205612697135951	solo
2-03	2-03bio	3.35	1	0.8620422929983725	22.132938759890397	23.822510607317533	20.44336691246326	0.2035259547105947	0.18798930469632186	0.21906260472486752	solo
2-03	2-03bio	3.4000000000000004	1	0.8629730251103082	21.973184816011408	23.66458086485719	20.281788767165626	0.20205691915686713	0.18650349449105152	0.2176103438226827	solo
2-03	2-03bio	3.45	1	0.8639794093973165	21.818091341597054	23.51145986739998	20.124722815794126	0.20063073947996093	0.18505917667803054	0.21620230228189136	solo
2-03	2-03bio	3.5	1	0.8650551369297986	21.66744722336634	23.362924136390113	19.97197031034257	0.19924547436369885	0.18365452364737184	0.21483642508002587	solo
2-03	2-03bio	3.5500000000000003	1	0.8661941932185804	21.52105390365015	23.218763325976294	19.823344481324003	0.19789929794845995	0.1822878179390239	0.213510777957896	solo
2-03	2-03bio	3.6	1	0.8673908491094491	21.37872450090889	23.078779325683026	19.678669676134756	0.1965904917438	0.18095744431949937	0.21222353916810066	solo
2-03	2-03bio	3.6500000000000004	1	0.8686396516325116	21.2402829989057	22.94278543164884	19.537780566162557	0.1953174371724012	0.17966188249074744	0.21097299185405494	solo
2-03	2-03bio	3.7	1	0.8699354148570325	21.105563498741834	22.810605580737526	19.40052141674614	0.19407860869207874	0.17839970037698466	0.20975751700717282	solo
2-03	2-03bio	3.75	1	0.8712732107940591	20.97440952847613	22.68207364232706	19.2667454146252	0.19287256744730802	0.17716954794018436	0.2085755869544317	solo
2-03	2-03bio	3.8000000000000003	1	0.8726483603819791	20.84667340551869	22.5570327630353	19.13631404800208	0.19169795540604326	0.17597015147936348	0.20742575933272303	solo
2-03	2-03bio	3.85	1	0.8740564245840459	20.72221564741495	22.43533476005553	19.00909653477437	0.1905534899415154	0.17480030837283034	0.2063066715102005	solo
2-03	2-03bio	3.9000000000000004	1	0.8754931956216377	20.60090442702299	22.31683955915128	18.8849692948947	0.18943795882225328	0.17365888222620932	0.20521703541829725	solo
2-03	2-03bio	3.95	1	0.8769546883625595	20.482615068438527	22.20141467370269	18.763815463174364	0.18835021557680431	0.172544798392371	0.20415563276123763	solo
2-03	2-03bio	4	1	0.8784371318798632	20.36722958034131	22.0889347215085	18.645524439174118	0.1872891752025684	0.17145703983240182	0.203121310572735	solo
2-03	2-03lib	0	1	2.832614623064952	106.4425	111.9943226432888	100.8906773567112	1	0.9478420495263753	1.0521579504736247	solo
2-03	2-03lib	0.05	1	2.5769714532703185	101.59282964627036	106.64360088386803	96.54205840867269	0.9544385902836777	0.9069878893174502	1.0018892912499053	solo
2-03	2-03lib	0.1	1	2.3492850209493126	97.00976501065911	101.61427904113918	92.40525098017903	0.9113818729422845	0.8681236440348454	0.9546401018497235	solo
2-03	2-03lib	0.15000000000000002	1	2.1482064171140403	92.68482555615512	96.89523276505646	88.47441834725377	0.8707501755046633	0.8311944791530994	0.9103058718562272	solo
2-03	2-03lib	0.2	1	1.9721987214814456	88.60877264644724	92.47421111090681	84.74333418198766	0.8324567033510791	0.7961418999176801	0.8687715067844781	solo
2-03	2-03lib	0.25	1	1.8195532330228703	84.77175594620134	88.33801475087958	81.2054971415231	0.7964089151062906	0.7629048278791187	0.8299130023334625	solo
2-03	2-03lib	0.30000000000000004	1	1.688411052843602	81.16346044549425	84.47268530016707	77.85423559082143	0.7625099038964159	0.7314205847365614	0.7935992230562705	solo
2-03	2-03lib	0.35000000000000003	1	1.5767932900749169	77.77324987968275	80.863707939294	74.6827918200715	0.7306597447418348	0.7016256835387322	0.7596938059449375	solo
2-03	2-03lib	0.4	1	1.4826420417284574	74.5903028634965	77.49622786724922	71.68437785974379	0.7007567735020928	0.6734563530520591	0.7280571939521264	solo
2-03	2-03lib	0.45	1	1.4038717208986202	71.60373874544509	74.35527675732065	68.85220073356952	0.6726987692457909	0.6468487750059376	0.698548763485644	solo
2-03	2-03lib	0.5	1	1.3384270210167344	68.80273095039308	71.42599970752111	66.17946219326505	0.6463840190750225	0.621739081600536	0.671028956549509	solo
2-03	2-03lib	0.55	1	1.284341135901537	66.17660635195072	68.693868722181	63.65934398172045	0.6217122517035087	0.5980632170582282	0.6453612863487892	solo
2-03	2-03lib	0.6000000000000001	1	1.2397870125596553	63.71492994862356	66.14486784174099	61.28499205550613	0.5985854329673163	0.5757567893980894	0.6214140765365431	solo
2-03	2-03lib	0.65	1	1.2031157544524729	61.40757476773205	63.76563831569163	59.04951121977247	0.5769084225542622	0.5547550200321533	0.5990618250763712	solo
2-03	2-03lib	0.7000000000000001	1	1.172879151667749	59.244777462541045	61.54357835802772	56.945976567054366	0.5565894963246921	0.5349928512300478	0.5781861414193366	solo
2-03	2-03lib	0.75	1	1.1478364821613096	57.217180488283546	59.466898653460866	54.967462323106226	0.5375407425444118	0.5164052171182208	0.5586762679706027	solo
2-03	2-03lib	0.8	1	1.1269481561721408	55.3158620412245	57.52463983976571	53.107084242683285	0.5196783431545153	0.49892744197743655	0.5404292443315942	solo
2-03	2-03lib	0.8500000000000001	1	1.1093599960671097	53.53235513015339	55.70666076833442	51.35804949197236	0.5029227529431702	0.4824957088754244	0.523349797010916	solo
2-03	2-03lib	0.9	1	1.0943820534735698	51.858657236416924	54.00360664655211	49.71370782628174	0.48719879029914676	0.46704754046815644	0.5073500401301371	solo
2-03	2-03lib	0.9500000000000001	1	1.0814652595185148	50.287232024788366	52.406864983975915	48.16759906560082	0.4724356532849977	0.4525222450205587	0.4923490615494367	solo
2-03	2-03lib	1	1	1.070199488700125	48.8138664361195	50.911418890244924	46.71631398199407	0.4585937612900815	0.43888779371016345	0.47829972886999955	solo
2-03	2-03lib	1.05	1	1.0601862549010206	47.423351000585335	49.50127787709574	45.34542412407493	0.4455302252444779	0.4260086349350582	0.4650518155538976	solo
2-03	2-03lib	1.1	1	1.0512316857681336	46.118084959023285	48.178461202536155	44.057708715510415	0.43326758540078714	0.4139108787891154	0.4526242920124589	solo
2-03	2-03lib	1.1500000000000001	1	1.04311860022283	44.88943988761102	46.9339147756516	42.844964999570436	0.42172477992917323	0.40251746247570697	0.4409320973826395	solo
2-03	2-03lib	1.2000000000000002	1	1.0356990686445262	43.732050064759065	45.761982938124014	41.702117191394116	0.4108513992508544	0.3917807002972884	0.4299220982044204	solo
2-03	2-03lib	1.25	1	1.0288623493967988	42.640929926660355	44.65746307652735	40.62439677679336	0.4006006052719577	0.38165579328551436	0.41954541725840105	solo
2-03	2-03lib	1.3	1	1.0225261678380722	41.61145270111289	43.61556716332527	39.60733823890051	0.3909289306537604	0.372100789054189	0.4097570722533318	solo
2-03	2-03lib	1.35	1	1.0166298145351584	40.63932879618586	42.631886618284405	38.64677097408731	0.38179607577974833	0.3630765058513969	0.4005156457080997	solo
2-03	2-03lib	1.4000000000000001	1	1.0111287416150048	39.72058433833811	41.70236025563682	37.738808421039394	0.3731647071267408	0.35454643042994477	0.3917829838235368	solo
2-03	2-03lib	1.4500000000000002	1	1.0059903715924927	38.8515401629119	40.823245060027254	36.87983526579655	0.3650002598859657	0.34647659784199497	0.3835239219299364	solo
2-03	2-03lib	1.5	1	1.0011908743966094	38.02879148224735	39.99108953771487	36.06649342677983	0.35727074695020644	0.338835459771988	0.37570603412842496	solo
2-03	2-03lib	1.55	1	0.99671270932194	37.249188392043926	39.20270940524827	35.29566737883958	0.3499465757760662	0.33159374665983593	0.3682994048922965	solo
2-03	2-03lib	1.6	1	0.9925427660337328	36.50981732377275	38.455165398314634	34.56446924923087	0.3430003741341358	0.3247243276814324	0.36127642058683923	solo
2-03	2-03lib	1.6500000000000001	1	0.9886709712314158	35.80798350850434	37.745743004678154	33.87022401233053	0.3364068253611513	0.318202071656815	0.3546115790654875	solo
2-03	2-03lib	1.7000000000000002	1	0.9850892548846725	35.14119448402588	37.071933945157234	33.21045502289453	0.3301425134135884	0.3120037111388264	0.34828131568835036	solo
2-03	2-03lib	1.75	1	0.981790792415567	34.50714465120367	36.43141924469122	32.582870057716114	0.3241857777786473	0.3061077112780714	0.34226384427922324	solo
2-03	2-03lib	1.8	1	0.9787694573770184	33.90370086593252	35.82205375155929	31.985347980305754	0.3185165781143108	0.3004941445410034	0.3365390116876181	solo
2-03	2-03lib	1.85	1	0.9760194337134728	33.32888903856998	35.241851976859564	31.415926100280398	0.31311636835446355	0.2951445719546271	0.33108816475429986	solo
2-03	2-03lib	1.9000000000000001	1	0.9735349482064894	32.78088170249147	34.68897513866725	30.872788266315684	0.3079679799186553	0.29004193124283706	0.3258940285944736	solo
2-03	2-03lib	1.9500000000000002	1	0.9713100927661348	32.25798650647513	34.16171930611701	30.354253706833244	0.30305551360100647	0.2851704319875355	0.3209405952144774	solo
2-03	2-03lib	2	1	0.9693387133107788	31.758635581321695	33.65850454823122	29.858766614412172	0.2983642396723273	0.2805154577768483	0.3162130215678063	solo
2-03	2-03lib	2.0500000000000003	1	0.9676143474859411	31.281375728841265	33.17786500083793	29.384886456844598	0.2938805057081642	0.27606347517997604	0.3116975362363523	solo
2-03	2-03lib	2.1	1	0.9661301977378727	30.824859380614228	32.71843977255702	28.931278988671437	0.28959165164867634	0.27180194930287654	0.3073813539944761	solo
2-03	2-03lib	2.15	1	0.9648791295465465	30.387836274362733	32.27896461770832	28.496707931017145	0.28548593160027935	0.2677192656224454	0.30325259757811324	solo
2-03	2-03lib	2.2	1	0.9638536871495125	29.969145797041257	31.858264310220438	28.080027283862076	0.28155244190094425	0.2638046577622855	0.299300226039603	solo
2-03	2-03lib	2.25	1	0.9630461210220914	29.56770994561829	31.45524565827259	27.68017423296399	0.27778105498854583	0.2600481408550531	0.2955139691220386	solo
2-03	2-03lib	2.3000000000000003	1	0.9624484228544822	29.182526858784538	31.068891104556698	27.296162613012378	0.27416235863291954	0.25644045013046834	0.29188426713537075	solo
2-03	2-03lib	2.35	1	0.9620523648872988	28.81266487533332	30.69825286175401	26.927076888912627	0.2706876001158684	0.2529729843710231	0.28840221586071363	solo
2-03	2-03lib	2.4000000000000004	1	0.9618495413157595	28.45725707760227	30.34244753712753	26.572066618077013	0.26734863496819666	0.24963775388662438	0.2850595160497689	solo
2-03	2-03lib	2.45	1	0.9618314101128951	28.115496281056153	30.000651204076803	26.230341358035503	0.26413787989812487	0.24642733267290326	0.28184842712334646	solo
2-03	2-03lib	2.5	1	0.9619893341029343	27.786630433762298	29.67209488211572	25.901165985408877	0.2610482695705409	0.24333481443416755	0.27876172470691424	solo
2-03	2-03lib	2.5500000000000003	1	0.9623146204756465	27.469958392120652	29.35606039004925	25.583856394192054	0.25807321692106683	0.24035377216987627	0.27579266167225736	solo
2-03	2-03lib	2.6	1	0.9627985581999952	27.16482604172314	29.05187654016222	25.277775543284058	0.25520657671252683	0.23747822104219704	0.27293493238285665	solo
2-03	2-03lib	2.6500000000000004	1	0.9634324529935466	26.870622734614624	28.758915644019055	24.982329825210194	0.2524426120639277	0.23470258426108176	0.27018263986677366	solo
2-03	2-03lib	2.7	1	0.9642076596497013	26.586778016494023	28.47659030302509	24.696965729962955	0.2497759637033518	0.2320216617419072	0.26753026566479643	solo
2-03	2-03lib	2.75	1	0.9651156116310882	26.312758619523386	28.204350459237663	24.42116677980911	0.24720162171616963	0.22943060130877338	0.2649726421235659	solo
2-03	2-03lib	2.8000000000000003	1	0.9661478479142421	26.04806569840275	27.941680684055545	24.154450712749952	0.24471489957867157	0.22692487223383473	0.2625049269235084	solo
2-03	2-03lib	2.85	1	0.9672960371254702	25.792232289219474	27.688097684373712	23.896366894065235	0.2423114102846088	0.2245002409194188	0.26012257964979885	solo
2-03	2-03lib	2.9000000000000004	1	0.9685519990462079	25.544820972296773	27.443148007581613	23.646493937011932	0.23998704438825444	0.2221527485451012	0.2578213402314077	solo
2-03	2-03lib	2.95	1	0.9699077235924263	25.3054217218515	27.206405928419883	23.404437515283114	0.2377379498024896	0.2198786905163174	0.2555972090886618	solo
2-03	2-03lib	3	1	0.9713553873899482	25.073649926733292	26.97747150220654	23.169828351260044	0.23556051320415525	0.21767459756450708	0.25344642884380336	solo
2-03	2-03lib	3.0500000000000003	1	0.9728873680781945	24.849144567861572	26.755968770308797	22.942320365414346	0.23345134291153977	0.21553721836122175	0.2513654674618578	solo
2-03	2-03lib	3.1	1	0.974496256480694	24.631566539211402	26.54154410498267	22.721588973440134	0.2314072531104719	0.21346350352011775	0.249351002700826	solo
2-03	2-03lib	3.1500000000000004	1	0.9761748667829591	24.420597100331474	26.33386468183926	22.50732951882369	0.2294252493161235	0.21145059087135015	0.24739990776089682	solo
2-03	2-03lib	3.2	1	0.9779162448580011	24.215936449413988	26.13261706923232	22.299255829595655	0.22750251496736726	0.20949579190262965	0.24550923803210487	solo
2-03	2-03lib	3.25	1	0.9797136748775735	24.017302406884795	25.937505924806224	22.097098888963366	0.22563639905944333	0.20759657927015399	0.24367621884873264	solo
2-03	2-03lib	3.3000000000000003	1	0.9815606843436964	23.824429200348852	25.748252790302985	21.90060561039472	0.22382440472883344	0.20575057529083515	0.24189823416683173	solo
2-03	2-03lib	3.35	1	0.9834510476705325	23.637066342518064	25.56459497651049	21.709537708525637	0.22206417871168063	0.2039555413347642	0.24017281608859706	solo
2-03	2-03lib	3.4000000000000004	1	0.9853787884415747	23.454977594471494	25.386284530946693	21.523670657996295	0.22035350160388467	0.2022093680437447	0.23849763516402464	solo
2-03	2-03lib	3.45	1	0.9873381804615177	23.277940007257694	25.213087281523578	21.34279273299181	0.21869027885720174	0.20051006630802368	0.23687049140637978	solo
2-03	2-03lib	3.5	1	0.9893237477163556	23.105743035450462	25.04478195002471	21.166704120876215	0.21707253245132785	0.19885575893911	0.2352893059635457	solo
2-03	2-03lib	3.5500000000000003	1	0.9913302633492541	22.938187716818373	24.881159329767517	20.99521610386923	0.21549839318710454	0.19724467298183743	0.23375211339237165	solo
2-03	2-03lib	3.6	1	0.9933527477537142	22.775085912768986	24.72202152231017	20.828150303227805	0.21396609355068688	0.19567513261364403	0.2322570544877297	solo
2-03	2-03lib	3.6500000000000004	1	0.9953864658794864	22.61625960468444	24.56718122850684	20.66533798086204	0.21247396110279673	0.19414555258343277	0.23080236962216072	solo
2-03	2-03lib	3.7	1	0.9974269238407646	22.46154024168166	24.416461089620135	20.506619393743186	0.21102041235109717	0.19265443214640005	0.22938639255579432	solo
2-03	2-03lib	3.75	1	0.9994698649103293	22.310768135709413	24.26969307456677	20.351843196852055	0.20960394706728436	0.1912003494548893	0.22800754467967937	solo
2-03	2-03lib	3.8000000000000003	1	1.0015112649776041	22.16379190024006	24.126717909707313	20.200865890772807	0.2082231430137404	0.18978195636867612	0.22666432965880465	solo
2-03	2-03lib	3.85	1	1.003547327543084	22.02046792912959	23.987384547895456	20.053551310363726	0.20687665104755706	0.1883979736511612	0.2253553284439529	solo
2-03	2-03lib	3.9000000000000004	1	1.0055744783162406	21.880659912506673	23.851549673779157	19.909770151234188	0.20556319057243747	0.187047186520743	0.2240791946241319	solo
2-03	2-03lib	3.95	1	1.007589359478896	21.744238386814	23.719077242598416	19.769399531029585	0.20428154531144985	0.185728440529202	0.2228346500936977	solo
2-03	2-03lib	4	1	1.0095888236711488	21.611080316364443	23.589838049954054	19.632322582774833	0.20303055937585499	0.1844406377412672	0.22162048101044277	solo
2-03	2-03orig	0	1	2.952304489868965	109.2525	115.03891047153907	103.46608952846093	1	0.9470363564079626	1.0529636435920375	solo
2-03	2-03orig	0.05	1	2.6824179420454133	104.32171647912588	109.57915903701894	99.06427392123283	0.9548680028294628	0.9067460600099112	1.0029899456490143	solo
2-03	2-03orig	0.1	1	2.4422926929644126	99.6495338227066	104.43633954062219	94.86272810479102	0.9121030074616746	0.868288854761136	0.9559171601622131	solo
2-03	2-03orig	0.15000000000000002	1	2.2305805146920963	95.22869254568924	99.60055001910257	90.85683507227591	0.871638567041388	0.8316224806963312	0.9116546533864449	solo
2-03	2-03orig	0.2	1	2.0457016713348115	91.05122574252844	95.06072734145806	87.04172414359883	0.8334017596167451	0.7967023559515694	0.8701011632819209	solo
2-03	2-03orig	0.25	1	1.8858553243493483	87.10856903516087	90.8047775509387	83.41236051938304	0.7973141945050307	0.763482396461253	0.8311459925488085	solo
2-03	2-03orig	0.30000000000000004	1	1.749039520818355	83.39167334656204	86.81972781490322	79.96361887822087	0.7632930445212882	0.731915689601802	0.7946703994407746	solo
2-03	2-03orig	0.35000000000000003	1	1.633085803189575	79.89111767619649	83.09190703411171	76.69032831828126	0.7312520782242647	0.70195490554707	0.7605492509014596	solo
2-03	2-03orig	0.4	1	1.5357112853325166	76.59721925584593	79.60715806574937	73.58728044594248	0.7011026681846725	0.673552371304478	0.728652965064867	solo
