GROUP	Q	N_GROUP	D_SD	D	D_UPPER	D_LOWER	E	E_LOWER	E_UPPER	DIVTYPE
YI_16	3.1500000000000004	NA	1.1543799286411063	34.1446345835258	36.40717766813829	31.882091498913315	0.23176402228763485	0.21640652637986302	0.2471215181954067	gamma
YI_16	3.2	NA	1.1537516083054482	33.877283045721235	36.13859464510507	31.615971446337394	0.2299493164481333	0.21460017951018087	0.2452984533860857	gamma
YI_16	3.25	NA	1.1531894126966116	33.618042010747104	35.87825172698536	31.35783229450885	0.228189662384165	0.21284800471412763	0.24353132005420236	gamma
YI_16	3.3000000000000003	NA	1.1526929738200606	33.366562769297595	35.625799483217286	31.107326055377904	0.2264826931566102	0.2111476399482634	0.24181774636495698	gamma
YI_16	3.35	NA	1.1522618544213965	33.12251523157653	35.3809069670018	30.864123496151258	0.22482616821025983	0.20949685047446978	0.2401554859460499	gamma
YI_16	3.4000000000000004	NA	1.151895548739241	32.885586757124905	35.143260546605816	30.62791296764399	0.22321796543101924	0.20789352090713722	0.2385424099549012	gamma
YI_16	3.45	NA	1.1515934839719417	32.6554810695777	34.912562822993706	30.398399316161687	0.2216560737795873	0.20633564782733202	0.2369764997318426	gamma
YI_16	3.5	NA	1.151355022309343	32.43191724923777	34.688531626383394	30.175302872092146	0.2201385864533363	0.20482133291764568	0.23545583998902697	gamma
YI_16	3.5500000000000003	NA	1.151179463405339	32.21462879704497	34.47089908506158	29.958358509028365	0.21866369453280146	0.2033487765757907	0.23397861248981222	gamma
YI_16	3.6	NA	1.1510660471874372	32.003362764132525	34.259410760446784	29.747314767818267	0.2172296810733584	0.20191627196890052	0.2325430901778163	gamma
YI_16	3.6500000000000004	NA	1.1510139569168936	31.797878941707395	34.053824842967444	29.541933040447347	0.21583491560636278	0.20052219949395791	0.23114763171876768	gamma
YI_16	3.7	NA	1.1510223224275085	31.597949106478726	33.85391140383829	29.34198680911916	0.214477849017334	0.19916502161289096	0.22979067642177697	gamma
YI_16	3.75	NA	1.1510902234834264	31.40335631729274	33.65945169827642	29.147260936309063	0.21315700877171384	0.19784327803366072	0.228470739509767	gamma
YI_16	3.8000000000000003	NA	1.1512166932066095	31.213894259021068	33.47023751610732	28.957551001934817	0.2118709944613682	0.19655558121116457	0.22718640771157184	gamma
YI_16	3.85	NA	1.1514007215333102	31.029366630098895	33.28607057607761	28.772662684120178	0.21061847364737077	0.19530061214403652	0.22593633515070502	gamma
YI_16	3.9000000000000004	NA	1.1516412586661902	30.8495865704221	33.10676196051821	28.592411180325993	0.2093981779767324	0.1940771164454505	0.22471923950801437	gamma
YI_16	3.95	NA	1.1519372184948704	30.67437612659507	32.93213158729626	28.416620665893877	0.2082088995526562	0.19288390066786953	0.2235338984374428	gamma
YI_16	4	NA	1.152287481962866	30.503565751774882	32.762007716258445	28.24512378729132	0.2070494875396225	0.19171982886333835	0.22237914621590665	gamma
YMT_16	0	NA	4.679120091685614	123.5615	132.73240685904156	114.39059314095844	1	0.9257786053176632	1.074221394682337	gamma
YMT_16	0.05	NA	4.227303451949415	114.33060129847632	122.61596381601902	106.04523878093363	0.9252930831891514	0.858238519125566	0.9923476472527367	gamma
YMT_16	0.1	NA	3.8070980854316945	105.61712611098757	113.07890124404508	98.15535097793006	0.8547737451470528	0.7943845856349272	0.9151629046591785	gamma
YMT_16	0.15000000000000002	NA	3.419084387263983	97.42500657936182	104.12628883850242	90.72372432022122	0.7884738092315311	0.7342394218281684	0.8427081966348937	gamma
YMT_16	0.2	NA	3.0634331711120066	89.75451685236563	95.75873553679048	83.75029816794077	0.7263954941657849	0.6778025369386158	0.774988451392954	gamma
YMT_16	0.25	NA	2.739892430087348	82.60212173761337	87.9722122220985	77.23203125312824	0.6685101891577342	0.6250493175716404	0.7119710607438281	gamma
YMT_16	0.30000000000000004	NA	2.447789283920047	75.96042334526818	80.75800218349457	71.1628445070418	0.614758022080245	0.5759305649983353	0.6535854791621546	gamma
YMT_16	0.35000000000000003	NA	2.186048648467099	69.81821957251461	74.10279619196258	65.53364295306663	0.5650483327939092	0.5303726723377964	0.5997239932500219	gamma
YMT_16	0.4	NA	1.9532290557260112	64.16068207446023	67.98894067724038	60.332423471680066	0.5192611134897216	0.4882784967136209	0.5502437302658222	gamma
YMT_16	0.45	NA	1.7475746831269945	58.96965330620612	62.394836745429025	55.54446986698321	0.4772494126908958	0.4495289379538385	0.5049698874279531	gamma
YMT_16	0.5	NA	1.5670811379581409	54.224053114574055	57.29547570582405	51.152630523324056	0.438842625854931	0.4139851857036703	0.4637000660061917	gamma
