INDIVIDUAL	REPLICATE	Q	N_GROUP	D_SD	D	D_UPPER	D_LOWER	E	E_LOWER	E_UPPER	DIVTYPE
2-03	2-03bio	0.8	1	24.027069499125634	847.4346017277611	894.5267926000881	800.3424108554341	0.6384356642448897	0.6029576059982431	0.6739137224915362	solo
2-03	2-03bio	0.8500000000000001	1	24.46683852872104	806.276097736257	854.2302200681072	758.3219754044069	0.6074278946995256	0.5713004792248731	0.643555310174178	solo
2-03	2-03bio	0.9	1	24.883572933653923	764.0275426390933	812.7984493957307	715.256635882456	0.5755989083897246	0.5388561483141782	0.612341668465271	solo
2-03	2-03bio	0.9500000000000001	1	25.256568366660957	720.9039972085957	770.4059615803247	671.4020328368666	0.5431107266286983	0.5058172063491896	0.5804042469082071	solo
2-03	2-03bio	1	1	25.56125872675109	677.2659689214198	727.3651154253621	627.1668224174775	0.5102349465755132	0.47249152447410875	0.5479783686769176	solo
2-03	2-03bio	1.05	1	25.773075975096177	633.178278262389	683.692578944392	582.6639775803859	0.477020402333946	0.43896421363923294	0.5150765910286591	solo
2-03	2-03bio	1.1	1	25.86409397134635	589.2814841516027	639.974176828201	538.5887914750044	0.4439496746940755	0.4057590900101814	0.4821402593779695	solo
2-03	2-03bio	1.1500000000000001	1	25.810742530315935	545.9007720809849	596.4888978546403	495.31264630732943	0.4112677501305107	0.3731559434903763	0.4493795567706451	solo
2-03	2-03bio	1.2000000000000002	1	25.593919536700994	503.46703769214656	553.6301982072965	453.30387717699654	0.37929925445462576	0.34150760582614414	0.41709090308310737	solo
2-03	2-03bio	1.25	1	25.202111711106514	462.40668457333646	511.8019158614603	413.0114532852126	0.34836542927910075	0.31115231898873974	0.3855785395694617	solo
2-03	2-03bio	1.3	1	24.633344063691954	423.11728959225576	471.3977567758755	374.836822408636	0.3187657988989097	0.2823925235174425	0.355139074280377	solo
2-03	2-03bio	1.35	1	23.896036702739774	385.944266474734	432.7796377853512	339.10889516411675	0.29076058922533804	0.25547601230118766	0.3260451661494885	solo
2-03	2-03bio	1.4000000000000001	1	23.00851681648489	351.1616496974823	396.25751399547687	306.0657853994877	0.26455625085977535	0.2305821742536414	0.2985303274659093	solo
2-03	2-03bio	1.4500000000000002	1	21.9972250187239	318.9595594607035	362.07332825722574	275.8457906641812	0.24029601552305924	0.20781519922928365	0.2727768318168348	solo
2-03	2-03bio	1.5	1	20.893951182767132	289.43974004140273	330.39113185436435	248.4883482284411	0.21805653476439546	0.18720479826395464	0.24890827126483625	solo
2-03	2-03bio	1.55	1	19.73263429462657	262.6191090848337	301.2943616224017	223.9438565472657	0.19785055390721418	0.16871360281586223	0.2269875049985661	solo
2-03	2-03bio	1.6	1	18.546301438535938	238.43992926739006	274.7900121333439	202.08984640143623	0.17963457512115397	0.15224934769172532	0.2070198025505826	solo
2-03	2-03bio	1.6500000000000001	1	17.36460663535805	216.78435585026122	250.81835946126824	182.7503522392542	0.163319817178794	0.13767946492269562	0.1889601694348924	solo
2-03	2-03bio	1.7000000000000002	1	16.212221871539793	197.49086661142292	229.26623758901346	165.71549563383238	0.14878459334832264	0.12484583744273967	0.17272334925390564	solo
2-03	2-03bio	1.75	1	15.108112348019135	180.37037308279923	209.9817291593016	150.75901700629686	0.13588644918963208	0.11357800704276896	0.1581948913364952	solo
2-03	2-03bio	1.8	1	14.065560714587063	165.22043426303534	192.78842668598745	137.65244184008324	0.12447287080382453	0.10370384683600259	0.14524189477164648	solo
2-03	2-03bio	1.85	1	13.092718862367027	151.83670794224363	177.49796537219123	126.17545051229604	0.11438991196987378	0.09505737362503194	0.1337224503147156	solo
2-03	2-03bio	1.9000000000000001	1	12.193454285623025	140.02139873268433	163.92012997964102	116.12266748572763	0.10548855867596255	0.08748386270632301	0.12349325464560207	solo
2-03	2-03bio	1.9500000000000002	1	11.368295605462949	129.58890382748	151.87035377979237	107.30745387516767	0.097628982490430255	0.0808427050931643	0.11441525988769623	solo
2-03	2-03bio	2	1	10.6153402521391	120.36910468189103	141.174789259722	99.56342010406006	0.0906830204306824	0.0750085471126996	0.1063574937486652	solo
2-03	2-03bio	2.0500000000000003	1	9.931045293564118	112.20884079415937	131.67333189838104	92.74434968993769	0.08453528527217491	0.06987123298781393	0.09919933755653589	solo
2-03	2-03bio	2.1	1	9.31086859548242	104.97208341806362	123.22105052999419	86.72311630613305	0.07908329641903265	0.06533498897898389	0.09283160385908143	solo
2-03	2-03bio	2.15	1	8.749758623953927	98.53925178732295	115.68846356369139	81.39004001095452	0.07423696476491545	0.061317185009168204	0.08715674452066272	solo
2-03	2-03bio	2.2	1	8.242508805741437	92.80601891708338	108.96103931859085	76.6509985155759	0.06991769301424659	0.05774691174109824	0.08208847428739495	solo
2-03	2-03bio	2.25	1	7.7839999497138725	87.6818608508633	102.93822040796408	72.42550129376252	0.066057282721779	0.054563529660553924	0.07755103578300408	solo
2-03	2-03bio	2.3000000000000003	1	7.3693554326488515	83.08852356785117	97.5321948051175	68.64485233058484	0.06259677929956595	0.05171528493799715	0.07347827366113475	solo
2-03	2-03bio	2.35	1	6.994031581447949	78.95851929402228	92.66656930039598	65.25046928764858	0.0594853391760209	0.04915804313042841	0.06981263522161339	solo
2-03	2-03bio	2.4000000000000004	1	6.653861941694344	75.23371802867537	88.27504779249803	62.1923882648527	0.05667916868785158	0.046854162706944605	0.06650417466875855	solo
2-03	2-03bio	2.45	1	6.345070112734905	71.86406812253114	84.30017702287304	59.42795922218923	0.054140560196156984	0.04477151221272075	0.06350960817959322	solo
2-03	2-03bio	2.5	1	6.064262175397767	68.80645861754891	80.69219407413705	56.920723160960776	0.05183703500219526	0.04288262436591159	0.060791445638478936	solo
2-03	2-03bio	2.5500000000000003	1	5.808406692931395	66.02372288249002	77.40799080819696	54.63945495678309	0.04974059271177171	0.04116397495239282	0.05831721047115061	solo
2-03	2-03bio	2.6	1	5.574807871146336	63.483775455810935	74.41019810398817	52.557352807633706	0.04782706095463927	0.03959537217654707	0.05605874973273146	solo
2-03	2-03bio	2.6500000000000004	1	5.361075658786893	61.15887010159539	71.66638531121204	50.65135489197874	0.046075536422718	0.03815944184888567	0.05399163099655032	solo
2-03	2-03bio	2.7	1	5.165095253072396	59.02496555919471	69.1483662319354	48.901564886454025	0.04446790704201397	0.036841194585688464	0.05209461949833948	solo
2-03	2-03bio	2.75	1	4.984997542402361	57.06118539153281	66.83160103766211	47.2907697454035	0.042988445036077454	0.03562766251637912	0.05034922755577579	solo
2-03	2-03bio	2.8000000000000003	1	4.819131373893184	55.24935908411199	64.69468301370965	45.804035154514324	0.041623461201671576	0.034507594508588334	0.04873932789475481	solo
