event	h	id
model	31.71656050583789	56
v_choice	3.487775421531679	56
d_gene	2.2845612012666807	56
j_choice	2.492652970234018	56
v_3_del	2.9996218600550355	56
d_3_del	2.450111704406397	56
d_5_del	3.0843940980415976	56
j_5_del	2.745933786730733	56
vd_ins	2.1105700772463263	56
dj_ins	1.9332999194324165	56
vd_dinucl	4.658314871433181	56
dj_dinucl	3.469324595459828	56
