id	p	v	d	j
2-04	0.0	IGHV4-01*01	NA	IGHJ2-06*02
2-04	0.0	IGHV1-04*01	NA	IGHJ2-06*02
2-04	0.0	IGHV2-03*01	NA	IGHJ2-06*02
2-04	0.0	IGHV1-05*01	NA	IGHJ2-06*02
2-04	0.0	IGHV5-01*01	NA	IGHJ2-06*02
2-04	0.0	IGHV2-04*01	NA	IGHJ2-06*02
2-04	0.0	IGHV6-01*01	NA	IGHJ2-06*02
2-04	0.0	IGHV1-06*01	NA	IGHJ2-06*02
2-04	0.0	IGHV4-02*01	NA	IGHJ2-06*02
2-04	0.0025402174597799997	IGHV2-05*01	NA	IGHJ2-06*02
2-04	0.0	IGHV1-07*01	NA	IGHJ2-06*02
2-04	0.0	IGHV2-02*02	NA	IGHJ2-06*02
2-04	0.0009562861407599999	IGHV4-01*02	NA	IGHJ2-06*02
2-04	0.00169347830652	IGHV5-01*02	NA	IGHJ2-06*02
2-04	0.00084673915326	IGHV1-03*02	NA	IGHJ2-06*02
2-04	0.0015839313190199999	IGHV1-02*02	NA	IGHJ2-06*02
2-04	0.0	IGHV2-01*02	NA	IGHJ2-06*02
2-04	0.0	IGHV1-01*02	NA	IGHJ2-06*02
2-04	0.0	IGHV1-01*01	NA	IGHJ2-05*02
2-04	0.0	IGHV1-02*01	NA	IGHJ2-05*02
2-04	0.0	IGHV2-01*01	NA	IGHJ2-05*02
2-04	0.010160875553400001	IGHV1-03*01	NA	IGHJ2-05*02
2-04	0.0050804377767000005	IGHV3-01*01	NA	IGHJ2-05*02
2-04	0.0	IGHV2-02*01	NA	IGHJ2-05*02
2-04	0.006296340165700001	IGHV4-01*01	NA	IGHJ2-05*02
2-04	0.0110076329644	IGHV1-04*01	NA	IGHJ2-05*02
2-04	0.0	IGHV2-03*01	NA	IGHJ2-05*02
2-04	0.00301781709611	IGHV1-05*01	NA	IGHJ2-05*02
2-04	0.0	IGHV5-01*01	NA	IGHJ2-05*02
2-04	0.0	IGHV2-04*01	NA	IGHJ2-05*02
2-04	0.0	IGHV6-01*01	NA	IGHJ2-05*02
2-04	0.0025402258723600003	IGHV1-06*01	NA	IGHJ2-05*02
2-04	0.0	IGHV4-02*01	NA	IGHJ2-05*02
2-04	0.0110076046905	IGHV2-05*01	NA	IGHJ2-05*02
2-04	0.0033869528142999998	IGHV1-07*01	NA	IGHJ2-05*02
2-04	0.0	IGHV2-02*02	NA	IGHJ2-05*02
2-04	0.00253285754546	IGHV4-01*02	NA	IGHJ2-05*02
2-04	0.005927159381	IGHV5-01*02	NA	IGHJ2-05*02
2-04	0.00084673981238	IGHV1-03*02	NA	IGHJ2-05*02
2-04	0.0050877814603	IGHV1-02*02	NA	IGHJ2-05*02
2-04	0.0	IGHV2-01*02	NA	IGHJ2-05*02
2-04	0.00084673981238	IGHV1-01*02	NA	IGHJ2-05*02
2-04	0.0	IGHV1-01*01	NA	IGHJ2-03*02
2-04	0.0	IGHV1-02*01	NA	IGHJ2-03*02
2-04	0.0	IGHV2-01*01	NA	IGHJ2-03*02
2-04	0.0	IGHV1-03*01	NA	IGHJ2-03*02
2-04	0.0	IGHV3-01*01	NA	IGHJ2-03*02
2-04	0.0	IGHV2-02*01	NA	IGHJ2-03*02
2-04	0.0	IGHV4-01*01	NA	IGHJ2-03*02
2-04	0.0	IGHV1-04*01	NA	IGHJ2-03*02
2-04	0.0	IGHV2-03*01	NA	IGHJ2-03*02
2-04	0.0	IGHV1-05*01	NA	IGHJ2-03*02
2-04	0.0	IGHV5-01*01	NA	IGHJ2-03*02
2-04	0.0	IGHV2-04*01	NA	IGHJ2-03*02
2-04	0.0	IGHV6-01*01	NA	IGHJ2-03*02
2-04	0.0	IGHV1-06*01	NA	IGHJ2-03*02
2-04	0.0	IGHV4-02*01	NA	IGHJ2-03*02
2-04	0.0008467391532600001	IGHV2-05*01	NA	IGHJ2-03*02
2-04	0.0	IGHV1-07*01	NA	IGHJ2-03*02
2-04	0.0	IGHV2-02*02	NA	IGHJ2-03*02
2-04	0.0	IGHV4-01*02	NA	IGHJ2-03*02
2-04	0.0016934808467400002	IGHV5-01*02	NA	IGHJ2-03*02
2-04	0.0	IGHV1-03*02	NA	IGHJ2-03*02
2-04	0.0	IGHV1-02*02	NA	IGHJ2-03*02
2-04	0.0	IGHV2-01*02	NA	IGHJ2-03*02
2-04	0.0	IGHV1-01*02	NA	IGHJ2-03*02
2-04	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV1-02*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV1-03*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV3-01*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV2-02*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV1-04*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV1-05*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV2-04*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV1-06*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV2-05*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV2-02*02	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV1-03*02	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-01*01
2-04	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-02*21
2-04	3.4459202260050676e-09	IGHV1-02*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.00082008875583635	IGHV1-03*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0005400688602105998	IGHV3-01*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV2-02*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-02*21
2-04	5.1802326709541765e-19	IGHV1-04*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV1-05*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV2-04*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV1-06*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-02*21
2-04	3.5466523034570875e-09	IGHV2-05*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-02*21
2-04	0.002992629854357424	IGHV2-02*02	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV1-03*02	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-02*21
2-04	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV1-02*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV1-03*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV3-01*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV2-02*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV1-04*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV1-05*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV2-04*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV1-06*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV2-05*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV2-02*02	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV1-03*02	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-03*22
2-04	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV1-02*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV1-03*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV3-01*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV2-02*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV1-04*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV1-05*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV2-04*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-04*01
2-04	1.259496352266731e-07	IGHV1-06*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-04*01
2-04	6.355394102934093e-08	IGHV2-05*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-04*01
2-04	0.004745571253957892	IGHV2-02*02	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-04*01
2-04	0.0006028393271200699	IGHV5-01*02	IGHD1-01*01	IGHJ1-04*01
2-04	0.0009653847863285341	IGHV1-03*02	IGHD1-01*01	IGHJ1-04*01
2-04	0.0005049254317160492	IGHV1-02*02	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-04*01
2-04	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0007960801892688572	IGHV1-02*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0040226560382386565	IGHV1-03*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0005025458585758664	IGHV3-01*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV2-02*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-05*24
2-04	9.052005654134161e-06	IGHV1-04*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-05*24
2-04	3.3018057297245005e-06	IGHV1-05*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-05*24
2-04	1.7223818604598418e-06	IGHV2-04*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-05*24
2-04	6.804245561395767e-07	IGHV1-06*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-05*24
2-04	9.8648418567e-10	IGHV2-05*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-05*24
2-04	0.0011105479761490218	IGHV2-02*02	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ1-05*24
2-04	3.319324343158052e-06	IGHV1-03*02	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-05*24
2-04	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV1-02*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV1-03*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV3-01*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV2-02*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV1-04*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV1-05*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV2-04*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0002759837061488003	IGHV1-06*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV2-05*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV2-02*02	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV1-03*02	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-06*01
2-04	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-06*01
2-04	0.00038172190847254205	IGHV1-01*01	IGHD1-01*01	IGHJ1-07*01
2-04	0.004000965146133648	IGHV1-02*01	IGHD1-01*01	IGHJ1-07*01
2-04	2.135552911270806e-06	IGHV2-01*01	IGHD1-01*01	IGHJ1-07*01
2-04	0.0003772823804419488	IGHV1-03*01	IGHD1-01*01	IGHJ1-07*01
2-04	0.0006707359045928459	IGHV3-01*01	IGHD1-01*01	IGHJ1-07*01
2-04	0.0003831456337878598	IGHV2-02*01	IGHD1-01*01	IGHJ1-07*01
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-07*01
2-04	2.420249588118969e-19	IGHV1-04*01	IGHD1-01*01	IGHJ1-07*01
2-04	1.064025904296364e-06	IGHV2-03*01	IGHD1-01*01	IGHJ1-07*01
2-04	1.3251747164345076e-07	IGHV1-05*01	IGHD1-01*01	IGHJ1-07*01
2-04	3.6529481495494402e-09	IGHV5-01*01	IGHD1-01*01	IGHJ1-07*01
2-04	1.562623586494305e-06	IGHV2-04*01	IGHD1-01*01	IGHJ1-07*01
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-07*01
2-04	0.00016379182429385726	IGHV1-06*01	IGHD1-01*01	IGHJ1-07*01
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-07*01
2-04	7.877342798785614e-10	IGHV2-05*01	IGHD1-01*01	IGHJ1-07*01
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-07*01
2-04	0.00226965760485075	IGHV2-02*02	IGHD1-01*01	IGHJ1-07*01
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-07*01
2-04	1.5300100109089617e-05	IGHV5-01*02	IGHD1-01*01	IGHJ1-07*01
2-04	1.3022153694102398e-08	IGHV1-03*02	IGHD1-01*01	IGHJ1-07*01
2-04	2.045041846492131e-06	IGHV1-02*02	IGHD1-01*01	IGHJ1-07*01
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-07*01
2-04	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-07*01
2-04	0.0005147574125505768	IGHV1-01*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.0033137839913296276	IGHV1-02*01	IGHD1-01*01	IGHJ1-08*27
2-04	1.8072184875565398e-08	IGHV2-01*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.00486360462234962	IGHV1-03*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.002554665819806409	IGHV3-01*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.0008486936695057296	IGHV2-02*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.00016737266440230335	IGHV1-04*01	IGHD1-01*01	IGHJ1-08*27
2-04	4.0387680595573617e-07	IGHV2-03*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV1-05*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-08*27
2-04	2.892264259999551e-07	IGHV2-04*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV1-06*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-08*27
2-04	1.2338077424882401e-09	IGHV2-05*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-08*27
2-04	0.0044639115287918715	IGHV2-02*02	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ1-08*27
2-04	0.0009008338604341958	IGHV1-03*02	IGHD1-01*01	IGHJ1-08*27
2-04	1.167940828866669e-16	IGHV1-02*02	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-08*27
2-04	1.381126771963041e-06	IGHV1-01*02	IGHD1-01*01	IGHJ1-08*27
2-04	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.004762666180932766	IGHV1-02*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ1-09*28
2-04	2.456107927889616e-06	IGHV1-03*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.0025402424386269345	IGHV3-01*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.002206983459571514	IGHV2-02*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-09*28
2-04	2.8342850031391894e-07	IGHV1-04*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-09*28
2-04	4.66709055852992e-05	IGHV1-05*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-09*28
2-04	7.048968652428489e-08	IGHV2-04*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.0006994723849123104	IGHV1-06*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-09*28
2-04	6.471790912952586e-05	IGHV2-05*01	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-09*28
2-04	7.13346166204581e-05	IGHV2-02*02	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV1-03*02	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-09*28
2-04	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-09*28
2-04	0.0004655568890753391	IGHV1-01*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0042934756316695315	IGHV1-02*01	IGHD1-01*01	IGHJ2-06*02
2-04	3.2515751480353437e-06	IGHV2-01*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0006904202530078839	IGHV1-03*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.00110333447994726	IGHV3-01*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0006213665164300539	IGHV2-02*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0	IGHV1-04*01	IGHD1-01*01	IGHJ2-06*02
2-04	1.7946936438500165e-06	IGHV2-03*01	IGHD1-01*01	IGHJ2-06*02
2-04	2.5890277264216217e-07	IGHV1-05*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ2-06*02
2-04	2.3326350628303564e-06	IGHV2-04*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0007491992604789873	IGHV1-06*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.000209661044878011	IGHV2-05*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ2-06*02
2-04	0.0019825962383435377	IGHV2-02*02	IGHD1-01*01	IGHJ2-06*02
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ2-06*02
2-04	2.222509069596103e-05	IGHV5-01*02	IGHD1-01*01	IGHJ2-06*02
2-04	1.4082100271920016e-08	IGHV1-03*02	IGHD1-01*01	IGHJ2-06*02
2-04	1.9486101237319795e-06	IGHV1-02*02	IGHD1-01*01	IGHJ2-06*02
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ2-06*02
2-04	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ2-06*02
2-04	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV1-02*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV1-03*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV3-01*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV2-02*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV1-04*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV1-05*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV2-04*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV1-06*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV2-05*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ2-05*02
2-04	0.0015368842801587225	IGHV2-02*02	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV1-03*02	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ2-05*02
2-04	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ2-05*02
2-04	0.0009147492769074858	IGHV1-01*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.005346047814834831	IGHV1-02*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.0001321379299022328	IGHV1-03*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.00361112933456	IGHV3-01*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.0025132736925427834	IGHV2-02*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ2-03*02
2-04	2.4147796762016926e-05	IGHV1-04*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.0003596053319253466	IGHV1-05*01	IGHD1-01*01	IGHJ2-03*02
2-04	3.829522761511345e-07	IGHV5-01*01	IGHD1-01*01	IGHJ2-03*02
2-04	3.575108337014543e-05	IGHV2-04*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ2-03*02
2-04	1.4957501926363342e-05	IGHV1-06*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ2-03*02
2-04	5.77950450794688e-05	IGHV2-05*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV2-02*02	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV1-03*02	IGHD1-01*01	IGHJ2-03*02
2-04	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ2-03*02
