id	p	v	d	j
39	0.0052739631325700006	IGHV4-01*02	NA	IGHJ1-06*01
39	0.0123766547993	IGHV5-01*02	NA	IGHJ1-06*01
39	0.0061882967927000005	IGHV1-03*02	NA	IGHJ1-06*01
39	0.006099169354300001	IGHV1-02*02	NA	IGHJ1-06*01
39	0.0	IGHV2-01*02	NA	IGHJ1-06*01
39	0.0220769154628	IGHV1-01*02	NA	IGHJ1-06*01
39	0.0	IGHV1-01*01	NA	IGHJ1-07*01
39	0.0	IGHV1-02*01	NA	IGHJ1-07*01
39	0.0	IGHV2-01*01	NA	IGHJ1-07*01
39	0.0	IGHV1-03*01	NA	IGHJ1-07*01
39	0.0	IGHV3-01*01	NA	IGHJ1-07*01
39	0.0	IGHV2-02*01	NA	IGHJ1-07*01
39	0.0	IGHV4-01*01	NA	IGHJ1-07*01
39	0.0	IGHV1-04*01	NA	IGHJ1-07*01
39	0.0	IGHV2-03*01	NA	IGHJ1-07*01
39	0.0	IGHV1-05*01	NA	IGHJ1-07*01
39	0.0	IGHV5-01*01	NA	IGHJ1-07*01
39	0.000167252	IGHV2-04*01	NA	IGHJ1-07*01
39	0.0	IGHV6-01*01	NA	IGHJ1-07*01
39	0.00083626066758	IGHV1-06*01	NA	IGHJ1-07*01
39	0.0	IGHV4-02*01	NA	IGHJ1-07*01
39	0.000167547758222	IGHV2-05*01	NA	IGHJ1-07*01
39	0.0091988405496	IGHV1-07*01	NA	IGHJ1-07*01
39	0.0	IGHV2-02*02	NA	IGHJ1-07*01
39	0.0054702717123600005	IGHV4-01*02	NA	IGHJ1-07*01
39	0.0165579308518	IGHV5-01*02	NA	IGHJ1-07*01
39	0.00886435593134	IGHV1-03*02	NA	IGHJ1-07*01
39	0.0112549059142	IGHV1-02*02	NA	IGHJ1-07*01
39	0.0	IGHV2-01*02	NA	IGHJ1-07*01
39	0.036962376760400005	IGHV1-01*02	NA	IGHJ1-07*01
39	0.0	IGHV1-01*01	NA	IGHJ1-08*27
39	0.0	IGHV1-02*01	NA	IGHJ1-08*27
39	0.0	IGHV2-01*01	NA	IGHJ1-08*27
39	0.0	IGHV1-03*01	NA	IGHJ1-08*27
39	0.0	IGHV3-01*01	NA	IGHJ1-08*27
39	0.0	IGHV2-02*01	NA	IGHJ1-08*27
39	0.0	IGHV4-01*01	NA	IGHJ1-08*27
39	0.0	IGHV1-04*01	NA	IGHJ1-08*27
39	0.0	IGHV2-03*01	NA	IGHJ1-08*27
39	0.0	IGHV1-05*01	NA	IGHJ1-08*27
39	0.0	IGHV5-01*01	NA	IGHJ1-08*27
39	0.0	IGHV2-04*01	NA	IGHJ1-08*27
39	0.0	IGHV6-01*01	NA	IGHJ1-08*27
39	0.003345026856	IGHV1-06*01	NA	IGHJ1-08*27
39	0.0	IGHV4-02*01	NA	IGHJ1-08*27
39	0.0001674565064	IGHV2-05*01	NA	IGHJ1-08*27
39	0.014216384479999998	IGHV1-07*01	NA	IGHJ1-08*27
39	0.00016725192399999998	IGHV2-02*02	NA	IGHJ1-08*27
39	0.007933926328	IGHV4-01*02	NA	IGHJ1-08*27
39	0.02007011464	IGHV5-01*02	NA	IGHJ1-08*27
39	0.012376653999999999	IGHV1-03*02	NA	IGHJ1-08*27
39	0.012805230879999999	IGHV1-02*02	NA	IGHJ1-08*27
39	0.0	IGHV2-01*02	NA	IGHJ1-08*27
39	0.04515796136	IGHV1-01*02	NA	IGHJ1-08*27
39	0.0	IGHV1-01*01	NA	IGHJ1-09*28
39	0.0	IGHV1-02*01	NA	IGHJ1-09*28
39	0.0	IGHV2-01*01	NA	IGHJ1-09*28
39	0.0	IGHV1-03*01	NA	IGHJ1-09*28
39	0.0	IGHV3-01*01	NA	IGHJ1-09*28
39	0.0	IGHV2-02*01	NA	IGHJ1-09*28
39	0.0	IGHV4-01*01	NA	IGHJ1-09*28
39	0.0	IGHV1-04*01	NA	IGHJ1-09*28
39	0.0	IGHV2-03*01	NA	IGHJ1-09*28
39	0.0	IGHV1-05*01	NA	IGHJ1-09*28
39	0.0	IGHV5-01*01	NA	IGHJ1-09*28
39	0.0	IGHV2-04*01	NA	IGHJ1-09*28
39	0.0	IGHV6-01*01	NA	IGHJ1-09*28
39	0.0020070204553799998	IGHV1-06*01	NA	IGHJ1-09*28
39	0.00033450340923	IGHV4-02*01	NA	IGHJ1-09*28
39	0.055355679674000006	IGHV2-05*01	NA	IGHJ1-09*28
39	0.0173941853348	IGHV1-07*01	NA	IGHJ1-09*28
39	2.0213016867e-05	IGHV2-02*02	NA	IGHJ1-09*28
39	0.046778684671	IGHV4-01*02	NA	IGHJ1-09*28
39	0.036628176674	IGHV5-01*02	NA	IGHJ1-09*28
39	0.0170596678296	IGHV1-03*02	NA	IGHJ1-09*28
39	0.023466970856	IGHV1-02*02	NA	IGHJ1-09*28
39	0.00048154249972000003	IGHV2-01*02	NA	IGHJ1-09*28
39	0.00184435497529	IGHV1-01*02	NA	IGHJ1-09*28
39	0.0	IGHV1-01*01	NA	IGHJ2-06*02
39	0.0	IGHV1-02*01	NA	IGHJ2-06*02
39	0.0	IGHV2-01*01	NA	IGHJ2-06*02
39	0.0	IGHV1-03*01	NA	IGHJ2-06*02
39	0.0	IGHV3-01*01	NA	IGHJ2-06*02
39	0.0	IGHV2-02*01	NA	IGHJ2-06*02
39	0.0	IGHV4-01*01	NA	IGHJ2-06*02
39	0.0	IGHV1-04*01	NA	IGHJ2-06*02
39	0.0	IGHV2-03*01	NA	IGHJ2-06*02
39	0.0	IGHV1-05*01	NA	IGHJ2-06*02
39	0.0	IGHV5-01*01	NA	IGHJ2-06*02
39	0.0	IGHV2-04*01	NA	IGHJ2-06*02
39	0.0	IGHV6-01*01	NA	IGHJ2-06*02
39	0.0	IGHV1-06*01	NA	IGHJ2-06*02
39	0.0	IGHV4-02*01	NA	IGHJ2-06*02
39	0.0028432722731	IGHV2-05*01	NA	IGHJ2-06*02
39	0.00100350793193	IGHV1-07*01	NA	IGHJ2-06*02
39	0.0	IGHV2-02*02	NA	IGHJ2-06*02
39	0.0039221480963	IGHV4-01*02	NA	IGHJ2-06*02
39	0.0016725152269000002	IGHV5-01*02	NA	IGHJ2-06*02
39	0.00100350793193	IGHV1-03*02	NA	IGHJ2-06*02
39	0.0015971557651	IGHV1-02*02	NA	IGHJ2-06*02
39	0.0	IGHV2-01*02	NA	IGHJ2-06*02
39	0.0	IGHV1-01*02	NA	IGHJ2-06*02
39	0.0	IGHV1-01*01	NA	IGHJ2-05*02
39	0.00050175621971	IGHV1-02*01	NA	IGHJ2-05*02
39	0.0	IGHV2-01*01	NA	IGHJ2-05*02
39	0.0122091724617	IGHV1-03*01	NA	IGHJ2-05*02
39	0.00401404975768	IGHV3-01*01	NA	IGHJ2-05*02
39	0.0	IGHV2-02*01	NA	IGHJ2-05*02
39	0.0102215444845	IGHV4-01*01	NA	IGHJ2-05*02
39	0.0070245956058	IGHV1-04*01	NA	IGHJ2-05*02
39	0.00301053731826	IGHV2-03*01	NA	IGHJ2-05*02
39	0.0055001816759	IGHV1-05*01	NA	IGHJ2-05*02
39	0.0	IGHV5-01*01	NA	IGHJ2-05*02
39	0.00016747057981700002	IGHV2-04*01	NA	IGHJ2-05*02
39	0.0	IGHV6-01*01	NA	IGHJ2-05*02
39	0.00016725208500000002	IGHV1-06*01	NA	IGHJ2-05*02
39	0.0	IGHV4-02*01	NA	IGHJ2-05*02
39	0.01083286315	IGHV2-05*01	NA	IGHJ2-05*02
39	0.004014050040000001	IGHV1-07*01	NA	IGHJ2-05*02
39	0.0	IGHV2-02*02	NA	IGHJ2-05*02
39	0.00852471383	IGHV4-01*02	NA	IGHJ2-05*02
39	0.006522887010000001	IGHV5-01*02	NA	IGHJ2-05*02
39	0.0013380166800000001	IGHV1-03*02	NA	IGHJ2-05*02
39	0.00535719066	IGHV1-02*02	NA	IGHJ2-05*02
39	0.0	IGHV2-01*02	NA	IGHJ2-05*02
39	0.00037301540600000004	IGHV1-01*02	NA	IGHJ2-05*02
39	0.0	IGHV1-01*01	NA	IGHJ2-03*02
39	0.0	IGHV1-02*01	NA	IGHJ2-03*02
39	0.0	IGHV2-01*01	NA	IGHJ2-03*02
39	0.0	IGHV1-03*01	NA	IGHJ2-03*02
39	0.0	IGHV3-01*01	NA	IGHJ2-03*02
39	0.0	IGHV2-02*01	NA	IGHJ2-03*02
39	0.0	IGHV4-01*01	NA	IGHJ2-03*02
39	0.0	IGHV1-04*01	NA	IGHJ2-03*02
39	0.0	IGHV2-03*01	NA	IGHJ2-03*02
39	0.0	IGHV1-05*01	NA	IGHJ2-03*02
39	0.0	IGHV5-01*01	NA	IGHJ2-03*02
39	0.0	IGHV2-04*01	NA	IGHJ2-03*02
39	0.0	IGHV6-01*01	NA	IGHJ2-03*02
39	0.0	IGHV1-06*01	NA	IGHJ2-03*02
39	0.0	IGHV4-02*01	NA	IGHJ2-03*02
39	0.000334504	IGHV2-05*01	NA	IGHJ2-03*02
39	0.0	IGHV1-07*01	NA	IGHJ2-03*02
39	0.0	IGHV2-02*02	NA	IGHJ2-03*02
39	0.00018685309814000001	IGHV4-01*02	NA	IGHJ2-03*02
39	0.0	IGHV5-01*02	NA	IGHJ2-03*02
39	0.0	IGHV1-03*02	NA	IGHJ2-03*02
39	0.00014765090186	IGHV1-02*02	NA	IGHJ2-03*02
39	0.0	IGHV2-01*02	NA	IGHJ2-03*02
39	0.000167252	IGHV1-01*02	NA	IGHJ2-03*02
39	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV1-02*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV1-03*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV3-01*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV2-02*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV1-04*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV1-05*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV2-04*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV1-06*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV2-05*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV2-02*02	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV1-03*02	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-01*01
39	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-02*21
39	0.0006635788804188648	IGHV1-02*01	IGHD1-01*01	IGHJ1-02*21
39	1.8118465315130642e-23	IGHV2-01*01	IGHD1-01*01	IGHJ1-02*21
39	6.727652939988629e-05	IGHV1-03*01	IGHD1-01*01	IGHJ1-02*21
39	0.0004222636656121656	IGHV3-01*01	IGHD1-01*01	IGHJ1-02*21
39	5.878848471785887e-15	IGHV2-02*01	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV1-04*01	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-02*21
39	4.410606136290525e-15	IGHV1-05*01	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-02*21
39	1.2399420596098883e-10	IGHV2-04*01	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV1-06*01	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-02*21
39	8.66589417530208e-05	IGHV2-05*01	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-02*21
39	0.00047927648474474396	IGHV2-02*02	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV1-03*02	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-02*21
39	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV1-02*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV1-03*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV3-01*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV2-02*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV1-04*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV1-05*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV2-04*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV1-06*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV2-05*01	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-03*22
39	4.507634141419787e-05	IGHV2-02*02	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV5-01*02	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV1-03*02	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV1-02*02	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV2-01*02	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV1-01*02	IGHD1-01*01	IGHJ1-03*22
39	0.0	IGHV1-01*01	IGHD1-01*01	IGHJ1-04*01
39	0.00011961992780328012	IGHV1-02*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV2-01*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV1-03*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV3-01*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV2-02*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV4-01*01	IGHD1-01*01	IGHJ1-04*01
39	8.87766074820289e-09	IGHV1-04*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV2-03*01	IGHD1-01*01	IGHJ1-04*01
39	1.0187863042436386e-05	IGHV1-05*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV5-01*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV2-04*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV6-01*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV1-06*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV4-02*01	IGHD1-01*01	IGHJ1-04*01
39	1.9823333771125598e-13	IGHV2-05*01	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV1-07*01	IGHD1-01*01	IGHJ1-04*01
39	0.004136657979654444	IGHV2-02*02	IGHD1-01*01	IGHJ1-04*01
39	0.0	IGHV4-01*02	IGHD1-01*01	IGHJ1-04*01
39	5.722426642286522e-05	IGHV5-01*02	IGHD1-01*01	IGHJ1-04*01
